频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度,是否假源,是否轮回,轮回相似度,轮回波动
è¾½å®å«è§†,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=20260124063139291e42517db0464489f3444a65a93062&mdspid=&spid=600572&netType=4&sid=5910022198&pid=2028597139&timestamp=20260124063139&Channel_ID=0116_2600001300-99000-201600010013000&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=223.247.104.185&SecurityKey=20260124063139&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f87cc024df9f846ab4c972bd7df2b3ef,网络源,,0.743,未分组,,,,无音频,error,0.0,False,False,0,0
TVBæ˜Ÿæ²³,https://mgev.188766.xyz/?migutoken=a5190c91f5c5484750ad89bc72d255ff&id=hk_tvbxh&type=dy,网络源,,1.157,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
é’æµ·å«è§†,https://migu.188766.xyz/?migutoken=40393f5f973a380bacf6f48846cd98a4&id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&type=yy,网络源,,1.206,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
é»‘é¾™æ±Ÿå«è§†,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9197&tk=23a9aca1f79f,网络源,,0.398,未分组,,,,无音频,error,0.0,False,False,0,0
å®‰å¤šå«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=wRMQR6&tk=FgM0vQMejxvG,网络源,,0.481,未分组,,,,无音频,error,0.0,False,False,0,0
é™•è¥¿å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=msQOKF&tk=FgM0vQMejxvG,网络源,,0.473,未分组,,,,无音频,error,0.0,False,False,0,0
é‡åº†å«è§†,http://tvlist.top/jd/index.php?id=live1041&qt=tkmark.direct.quickconnect.to:8014,网络源,,1.921,未分组,,,,无音频,error,0.0,False,False,0,0
è´µå·å«è§†,http://tvlist.top/jd/index.php?id=gzws&qt=183.224.122.114:8014#http://tvbox6.icu/tv/migu.php?id=gzws,网络源,,1.936,未分组,,,,无音频,error,0.0,False,False,0,0
TVBæ˜ç,https://mgev.188766.xyz/?migutoken=653f9cc9074f4eb3ebac47ac21924fcf&id=hk_mzt&type=dy,网络源,,0.769,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
Nowæ–°é—»,http://rihou.cc:555/tv/[Cx]Nowæ–°é—»,网络源,,2.318,未分组,,,,无音频,error,0.0,False,False,0,0
æœ‰çº¿æ–°é—»,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8,网络源,,2.578,未分组,h264,1280x720,25.0,有音频,疑似假源,0.4844,True,True,1.0,0.0
TVBSæ–°é—»,http://61.221.215.25:8800/hls/9/index.m3u8,网络源,,1.524,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5312,True,True,1.0,0.0
é»‘é¾™æ±Ÿå«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=N4bOtZ&tk=FgM0vQMejxvG,网络源,,0.474,未分组,,,,无音频,error,0.0,False,False,0,0
é’æµ·å«è§†,https://stream1.freetv.fun/9a53c90ec51b8f0c2be4dc03b71d82431e9806e8a7ecc9ec91acaf8c8251157c.m3u8,网络源,,1.808,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
é»‘é¾™æ±Ÿå«è§†,https://t.freetv.fun/live/hei-long-jiang-wei-shi-7.m3u8,网络源,,3.039,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸‰ç«‹éƒ½ä¼š,https://t.freetv.fun/live/san-li-du-hui.m3u8,网络源,,3.229,未分组,,,,无音频,error,0.0,False,False,0,0
å†…è’™å¤å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=Ekue8f&tk=FgM0vQMejxvG,网络源,,0.381,未分组,,,,无音频,error,0.0,False,False,0,0
é¦™æ¸¯å«è§†,https://stream1.freetv.fun/xiang-gang-wei-shi-11.m3u8,网络源,,2.820,未分组,,,,无音频,error,0.0,False,False,0,0
é’æµ·å«è§†,https://t.freetv.fun/live/qing-hai-wei-shi-5.m3u8,网络源,,0.946,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
é’æµ·å«è§†,https://stream1.freetv.fun/deaa20e0dee0586cff9865553a834a8c953550e0536954e6e150c89839aefab8.m3u8,网络源,,1.719,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
é’æµ·å«è§†,http://tvlist.top/jd/index.php?id=qhws&qt=183.224.122.114:8014,网络源,,1.246,未分组,,,,无音频,error,0.0,False,False,0,0
è´µå·å«è§†,http://8.138.7.223/tv/migu3.php?id=gzws,网络源,,1.032,未分组,,,,无音频,error,0.0,False,False,0,0
TVBSæ–°é—»,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv072,网络源,,7.725,未分组,,,,无音频,error,0.0,False,False,0,0
å°è§†æ–°é—»,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv051,网络源,,7.743,未分组,,,,无音频,error,0.0,False,False,0,0
TVBSæ¬¢ä¹,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv068,网络源,,7.758,未分组,,,,无音频,error,0.0,False,False,0,0
è¥¿è—å«è§†,https://stream1.freetv.fun/0ce69f834e1649cd03f033558903baeeda2ce44c16d0553b2587e92f6029f80e.m3u8,网络源,,5.333,未分组,,,,无音频,error,0.0,False,False,0,0
æ°‘è§†,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv155,网络源,,7.197,未分组,,,,无音频,error,0.0,False,False,0,0
å…µå›¢å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=YSxuCO&tk=FgM0vQMejxvG,网络源,,0.469,未分组,,,,无音频,error,0.0,False,False,0,0
å…«å¤§æˆå‰§,http://61.221.215.25:8800/hls/39/index.m3u8,网络源,,1.183,未分组,,,,无音频,error,0.0,False,False,0,0
å…µå›¢å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=2qW1l7&tk=FgM0vQMejxvG,网络源,,0.542,未分组,,,,无音频,error,0.0,False,False,0,0
è¾½å®å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=I0Jbf2&tk=FgM0vQMejxvG,网络源,,0.423,未分组,,,,无音频,error,0.0,False,False,0,0
é‡åº†å«è§†,https://stream1.freetv.fun/260cb3559c2f6318728981a6409dd83a1a6a62ef07185c85be3f30b16b909ed9.m3u8,网络源,,1.737,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
è¥¿è—å«è§†,https://stream1.freetv.fun/f55c88c0857dc7d8cc279f52291625de6d5c689ed169dd9f81845fb806bcfce9.m3u8,网络源,,2.412,未分组,,,,无音频,error,0.0,False,False,0,0
æ°‘è§†æ—…æ¸¸,https://tmxk.pp.ua/litv.php?token=tmxk&id=litv-ftv07,网络源,,7.087,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸‰æ²™å«è§†,https://t.freetv.fun/live/san-sha-wei-shi-6.m3u8,网络源,,0.905,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
ä¸‰æ²™å«è§†,https://stream1.freetv.fun/8bd6b69c423ac31e71c2311ad33f4f291e1314c69005ffb7b3b7defc2944adb2.m3u8,网络源,,1.666,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
å†…è’™å¤å«è§†,http://123.130.84.106:8154/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.797,未分组,h264,720x576,50.0,有音频,error,0.0,False,False,0,0
å‡¤å‡°èµ„è®¯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8,网络源,,0.067,未分组,,,,无音频,error,0.0,False,False,0,0
å‡¤å‡°èµ„è®¯,http://cdn5.1678520.xyz/live/?id=fhzx,网络源,,0.127,未分组,,,,无音频,error,0.0,False,False,0,0
å¤§æ¹¾åŒºå«è§†,http://tvbox6.icu/tv/migu.php?id=dwqws,网络源,,12.624,未分组,h264,1920x1080,30.0,有音频,疑似假源,0.5573,True,True,1.0,0.0
é‡åº†å«è§†,http://p2.ytelc.com/videojs.php?id=https://sjlivecdn9.cbg.cn/202601250401/app_2/_definst_/ls_2.stream/chunklist.m3u8,网络源,,1.581,未分组,,,,无音频,error,0.0,False,False,0,0
è¥¿è—å«è§†,http://221.2.148.205:8154/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,13.511,未分组,h264,1920x1080,50.0,有音频,error,0.0,False,False,0,0
Nowæ–°é—»,https://cdn.163189.xyz/163189/now,网络源,,0.122,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸‰æ²™å«è§†,http://139.196.151.191:2051/rtp/239.45.1.82:5140,网络源,,3.193,未分组,,,,无音频,error,0.0,False,False,0,0
TVBæ— çº¿æ–°é—»,http://r.jdshipin.com/CkuBd,网络源,,0.144,未分组,,,,无音频,error,0.0,False,False,0,0
å‡¤å‡°èµ„è®¯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8,网络源,,0.139,未分组,,,,无音频,error,0.0,False,False,0,0
é¦™æ¸¯å«è§†,https://stream1.freetv.fun/xiang-gang-wei-shi-7.m3u8,网络源,,2.481,未分组,,,,无音频,error,0.0,False,False,0,0
å°è§†æ–°é—»,http://222.128.55.152:9080/live/ts.m3u8,网络源,,2.655,未分组,h264,1920x1080,30.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
è´µå·å«è§†,http://drive.mxmy.net:8888/udp/239.3.1.149:8076,网络源,,0.661,未分组,,,,无音频,error,0.0,False,False,0,0
è¥¿è—å«è§†,https://stream1.freetv.fun/64010ab34856c09a42358882d2051c8f2fb12da8bc85e487c80b15d6d0757a38.m3u8,网络源,,1.663,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
å‡¤å‡°é¦™æ¸¯,https://mgev.188766.xyz/?migutoken=598deffc7b4e588249acd54e78408f32&id=fhhk&pp=1,网络源,,0.486,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
é’æµ·å«è§†,https://stream1.freetv.fun/700b3e5f41166e13fcf63757cb786ff68c7d8fd7289d72c8b36dc7c9fe9a8e82.m3u8,网络源,,1.694,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
å¤§æ¹¾åŒºå«è§†,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-7.m3u8,网络源,,2.533,未分组,,,,无音频,error,0.0,False,False,0,0
å‡¤å‡°ä¸­æ–‡,http://cdn5.1678520.xyz/live/?id=fhzw,网络源,,0.131,未分组,,,,无音频,error,0.0,False,False,0,0
è¥¿è—å«è§†,https://stream1.freetv.fun/ee3661cfce483816b64da8060841e5a59058dd4540de995d803fcc9260d816dc.m3u8,网络源,,1.668,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
è´µå·å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=uyvUXA&tk=FgM0vQMejxvG,网络源,,5.064,未分组,,,,无音频,error,0.0,False,False,0,0
TVBå¨±ä¹æ–°é—»,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw,网络源,,0.133,未分组,,,,无音频,error,0.0,False,False,0,0
è¥¿è—å«è§†,https://t.freetv.fun/live/xi-cang-wei-shi-7.m3u8,网络源,,2.530,未分组,,,,无音频,error,0.0,False,False,0,0
å†…è’™å¤å«è§†,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1348&tk=23a9aca1f79f,网络源,,0.219,未分组,,,,无音频,error,0.0,False,False,0,0
å‡¤å‡°ä¸­æ–‡,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzw,网络源,,0.130,未分组,,,,无音频,error,0.0,False,False,0,0
è´µå·å«è§†,http://tvlist.top/jd/index.php?id=gzws&qt=183.224.122.114:8014,网络源,,0.838,未分组,,,,无音频,error,0.0,False,False,0,0
