频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8,网络源,,2.487,未分组,h264,480x270,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]zoom,https://stream1.freetv.fun/zoom-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164604570567_51.png,2.827,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]телеканал мтм,https://stream1.freetv.fun/telekanal-mtm-1.ctv,网络源,https://epg.pw/media/images/channel/2021/10/16/large/20211016224755339636_86.png,3.145,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]广州新闻,https://stream1.freetv.fun/yan-zhou-xin-wen-26.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721135410645686_37.png,2.337,未分组,h264,,25.0,有音频,error,0.0
[BD]江苏体育[geo-blocked],https://stream1.freetv.fun/jiang-su-ti-yu-5.ctv,网络源,https://epg.pw/media/images/channel/2022/05/30/large/20220530230519981125_89.jpg,1.214,未分组,h264,1920x1080,28.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]广州竞赛[geo-blocked],https://stream1.freetv.fun/yan-zhou-jing-sai-36.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721135340570397_23.png,2.151,未分组,h264,,25.0,有音频,error,0.0
[BD]-汕头生活[geo-blocked],https://stream1.freetv.fun/shan-tou-sheng-huo-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/10/07/large/20231007180745847184_87.jpg,5.406,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8,网络源,,8.744,未分组,h264,1920x1080,25.0,有音频,error,0.0
[BD]360° новости,https://stream1.freetv.fun/360deg-novosti-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530210133774226_77.png,5.542,未分组,h264,1024x576,25.0,有音频,error,0.0
[BD]巩义新闻综合,https://stream1.freetv.fun/gong-yi-xin-wen-zong-he-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/02/large/20221102232436419268_89.jpg,7.355,未分组,h264,1920x1080,25.0,有音频,error,0.0
中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8,网络源,,2.907,未分组,h264,720x576,25.0,有音频,error,0.0
[BD]深圳卫视[geo-blocked],https://stream1.freetv.fun/shen-zhen-wei-shi-59.ctv,网络源,https://epg.pw/media/images/channel/2024/03/11/large/20240311112310613998_63.png,4.794,未分组,,,,无音频,error,0.0
[BD]zoom,https://stream1.freetv.fun/zoom-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164604570567_51.png,2.570,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
[VGA]西宁新闻,https://stream1.freetv.fun/xi-zhu-xin-wen-1.m3u8,网络源,https://epg.pw/media/img/logo/1_352.jpg,5.473,未分组,h264,10x10,15.0,有音频,ok; 伪源相似度: 1.0000,1.0
[SD]world poker tour,https://stream1.freetv.fun/world-poker-tour-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/01/19/large/20220119215837807839_96.png,1.901,未分组,h264,426x240,30.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]澳門體育,https://stream1.freetv.fun/ao-men-ti-yu-1.m3u8,网络源,https://epg.pw/media/images/channel/2016/07/19/large/20160719143523253830_24.png,6.349,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]univer tv[geo-blocked],https://stream1.freetv.fun/univer-tv-3.m3u8,网络源,https://epg.pw/media/img/logo/UNIVERSAL.PNG,17.576,未分组,h264,,,有音频,error,0.0
[BD]беларусь 5 интернет,https://stream1.freetv.fun/belarus--5-internet-3.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113232258940510_13.png,5.990,未分组,h264,640x360,25.0,无音频,ok; 伪源相似度: 1.0000,1.0
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8,网络源,,1.700,未分组,,,,无音频,error,0.0
电影丧尸片,http://live.metshop.top/huya/21059578?cdn=alicdn,网络源,,1.437,未分组,h264,1920x1080,25.0,有音频,error,0.0
[BD]广西卫视[geo-blocked],https://stream1.freetv.fun/yan-xi-wei-shi-9.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055652623222_35.jpg,4.378,未分组,,,,无音频,error,0.0
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8,网络源,,2.216,未分组,h264,720x306,24.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]广州法治,https://stream1.freetv.fun/yan-zhou-fa-zhi-7.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721135836291906_50.png,1.843,未分组,,,,无音频,error,0.0
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8,网络源,,1.949,未分组,h264,1282x694,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[HD]viutvsix *wj,https://stream1.freetv.fun/viutvsix--wj-2.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/31/large/20250131032218014298_55.png,2.750,未分组,h264,1280x720,50.0,有音频,error,0.0
寒战,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8,网络源,,1.692,未分组,,,,无音频,error,0.0
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8,网络源,,10.731,未分组,h264,1920x1080,25.0,有音频,error,0.0
兵团五师双河影,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8?zxinjd,网络源,,5.913,未分组,h264,1280x720,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]广州法治[geo-blocked],https://stream1.freetv.fun/yan-zhou-fa-zhi-13.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721135836291906_50.png,5.467,未分组,,,,无音频,error,0.0
[BD]к2,https://stream1.freetv.fun/k2-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/29/20170129014127831918_94.png,2.951,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8,网络源,,1.702,未分组,,,,无音频,error,0.0
[BD]ช่อง 澳視體育,https://stream1.freetv.fun/ch-ng-ao-shi-ti-yu-2.m3u8,网络源,https://epg.pw/media/images/channel/2016/07/19/large/20160719143523253830_24.png,5.920,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]佛山公共[geo-blocked],https://stream1.freetv.fun/fo-shan-gong-gong-22.ctv,网络源,https://epg.pw/media/images/channel/2022/06/11/large/20220611224108495634_55.jpg,2.108,未分组,h264,,25.0,有音频,error,0.0
[BD]к2,https://stream1.freetv.fun/k2-2.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/29/20170129014127831918_94.png,2.466,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8,网络源,,5.690,未分组,h264,1920x1080,25.0,有音频,error,0.0
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8,网络源,,2.715,未分组,h264,720x576,25.0,有音频,error,0.0
[BD]-汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-14.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/01/large/20231101223003485086_27.jpg,4.081,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]义马新闻综合,https://stream1.freetv.fun/yi-ma-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/02/large/20221102232436419268_89.jpg,9.187,未分组,h264,1920x1080,25.0,有音频,error,0.0
电影战争片,http://live.metshop.top/huya/21059574?cdn=alicdn,网络源,,1.397,未分组,h264,1280x720,30.0,有音频,error,0.0
[SD]天映經典 *wj,https://stream1.freetv.fun/tian-ying-jing-dian---wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/23/large/20190123002742257631_40.jpg,6.020,未分组,,,,无音频,error,0.0
[BD]翡翠[geo-blocked],https://stream1.freetv.fun/fei-cui-19.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,17.223,未分组,,,1000.0,有音频,error,0.0
车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8,网络源,,0.701,未分组,,,,无音频,error,0.0
[BD]广州南国都市,https://stream1.freetv.fun/yan-zhou-nan-guo-du-shi-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/19/large/20230719065040166476_47.jpg,7.496,未分组,h264,1920x1080,25.0,有音频,error,0.0
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8,网络源,,13.347,未分组,h264,1920x1080,25.0,有音频,error,0.0
[BD]广东影视,https://stream1.freetv.fun/yan-dong-ying-shi-15.ctv,网络源,https://epg.pw/media/images/channel/2024/01/14/large/20240114130217262909_90.png,2.258,未分组,h264,,25.0,有音频,error,0.0
[BD]翡翠[geo-blocked],https://stream1.freetv.fun/fei-cui-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,1.840,未分组,h264,1920x1080,60.0,无音频,ok; 伪源相似度: 1.0000,1.0
[HD]vevo regional mexicano,https://stream1.freetv.fun/vevo-regional-mexicano-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/08/12/20160812131347436928_29.jpg,3.370,未分组,h264,426x240,30.0,有音频,error,0.0
中国党员教育,http://12371ksc.v.kcdnvip.com/12371/dangyuanwang_1/index.m3u8,网络源,,1.223,未分组,,,,无音频,error,0.0
[BD]澳門綜藝,https://stream1.freetv.fun/ao-men-zong-yi-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/21/large/20220521133414352048_88.jpg,5.965,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 0.9844,0.9844
电影谍战,http://live.metshop.top/huya/21059585?cdn=alicdn,网络源,,1.651,未分组,h264,1280x720,25.0,有音频,error,0.0
潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8,网络源,,8.368,未分组,h264,1920x1080,25.0,有音频,error,0.0
[BD]获嘉新闻综合频道,https://stream1.freetv.fun/huo-jia-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/img/logo/3_102.jpg,10.627,未分组,h264,1920x1080,25.0,有音频,error,0.0
[BD]нтв[geo-blocked],https://stream1.freetv.fun/ntv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175050395781_63.png,1.356,未分组,,,,无音频,error,0.0
[BD]澳视综艺,https://stream1.freetv.fun/ao-shi-zong-yi-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/21/large/20220521133414352048_88.jpg,4.495,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 0.9844,0.9844
2025年春晚,https://svipsvip.ffzyread1.com/20250129/35458_c988286f/index.m3u8,网络源,,2.261,未分组,,,,无音频,error,0.0
[BD]东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-49.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,1.367,未分组,,,,无音频,error,0.0
[BD]перший,https://stream1.freetv.fun/pershii-4.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601223020220468_59.png,2.426,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
CCTV7,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8,网络源,,2.442,未分组,,,,无音频,error,0.0
地理中国,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8,网络源,,13.639,未分组,h264,480x270,25.0,有音频,error,0.0
[BD]星空国际[geo-blocked],https://stream1.freetv.fun/xing-kong-guo-ji-1.m3u8,网络源,https://epg.pw/media/,13.283,未分组,h264,1920x1080,25.0,有音频,error,0.0
电影功夫片,http://live.metshop.top/huya/11352941?cdn=alicdn,网络源,,2.121,未分组,h264,1280x720,25.0,有音频,error,0.0
[VGA]自贡综合[geo-blocked],https://stream1.freetv.fun/zi-gong-zong-he-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/03/15/20170315180040859436_26.jpg,2.379,未分组,,,,无音频,error,0.0
[BD]广州南国都市,https://stream1.freetv.fun/yan-zhou-nan-guo-du-shi-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/19/large/20230719065040166476_47.jpg,6.705,未分组,h264,1920x1080,25.0,有音频,error,0.0
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8,网络源,,3.052,未分组,h264,1920x1080,50.0,有音频,error,0.0
[BD]登封新闻综合频道,https://stream1.freetv.fun/deng-feng-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/img/logo/2_16.jpg,10.399,未分组,h264,1920x1080,25.0,有音频,error,0.0
[VGA]电影,https://stream1.freetv.fun/dian-ying-28.m3u8,网络源,https://epg.pw/media/,5.480,未分组,h264,1920x806,24.0,有音频,error,0.0
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8,网络源,,1.769,未分组,,,,无音频,error,0.0
[SD]рыжий,https://stream1.freetv.fun/ryzhii-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221516105322_42.png,9.428,未分组,h264,720x576,25.0,有音频,error,0.0
[BD]深圳都市,https://stream1.freetv.fun/shen-zhen-du-shi-9.ctv,网络源,https://epg.pw/media/images/channel/2022/05/19/large/20220519234446820820_32.jpg,2.331,未分组,h264,,50.0,有音频,error,0.0
靖洋卡通,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/4gtv-4gtv057,网络源,,13.474,未分组,,,,无音频,error,0.0
[HD]ช่อง usa network[geo-blocked],https://stream1.freetv.fun/ch-ng-usa-network-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020311345024_21.png,5.395,未分组,h264,1280x720,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8,网络源,,7.926,未分组,h264,1920x1080,25.0,有音频,error,0.0
电影嫣然影厅,http://live.metshop.top/huya/11601977?cdn=alicdn,网络源,,2.903,未分组,h264,1280x720,24.0,有音频,error,0.0
[BD]翡翠[geo-blocked],https://stream1.freetv.fun/fei-cui-4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,1.811,未分组,h264,1920x1080,60.0,无音频,ok; 伪源相似度: 1.0000,1.0
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8,网络源,,6.203,未分组,h264,1920x1080,25.0,有音频,error,0.0
[HD]viasat sport,https://stream1.freetv.fun/viasat-sport-3.ctv,网络源,https://epg.pw/media/,2.161,未分组,h264,1600x1058,30.0,有音频,ok; 伪源相似度: 1.0000,1.0
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8,网络源,,9.927,未分组,h264,1920x1080,25.0,有音频,error,0.0
[BD]咪咕体育31[geo-blocked],https://stream1.freetv.fun/mi-gu-ti-yu-31-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/07/28/large/20240728161129634808_70.png,1.166,未分组,,,,无音频,error,0.0
[BD]江苏影视[geo-blocked],https://stream1.freetv.fun/jiang-su-ying-shi-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/30/large/20220530230645676753_16.jpg,1.026,未分组,h264,1920x1080,28.0,有音频,ok; 伪源相似度: 1.0000,1.0
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8,网络源,,2.000,未分组,,,,无音频,error,0.0
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8,网络源,,1.679,未分组,,,,无音频,error,0.0
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8,网络源,,16.193,未分组,h264,1920x1080,25.0,有音频,error,0.0
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8,网络源,,16.467,未分组,h264,1920x1080,25.0,有音频,error,0.0
[HD]电影,https://stream1.freetv.fun/dian-ying-97.m3u8,网络源,https://epg.pw/media/,4.438,未分组,h264,1280x720,30.0,有音频,error,0.0
[HD]thairath tv[geo-blocked],https://stream1.freetv.fun/thairath-tv-1.m3u8,网络源,https://epg.pw/media/,6.626,未分组,h264,1280x720,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[HD]广州法治,https://stream1.freetv.fun/yan-zhou-fa-zhi-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721135836291906_50.png,7.228,未分组,h264,1280x720,25.0,有音频,error,0.0
优优宝贝,http://120.76.248.139/live/bfgd/4200000153.m3u8,网络源,,0.664,未分组,,,,无音频,error,0.0
中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8,网络源,,7.192,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-6.ctv,网络源,https://epg.pw/media/images/channel/2022/06/11/large/20220611224254627690_87.jpg,5.587,未分组,,,,无音频,error,0.0
广州法治,http://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=3e84cd8eba844b5dc2150612295c7a52&txTime=18d578f4493,网络源,,6.172,未分组,h264,1280x720,25.0,有音频,error,0.0
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8,网络源,,4.581,未分组,h264,480x270,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[HD]w-sport *wj[geo-blocked],https://stream1.freetv.fun/w-sport--wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/10/large/20230810214339931354_43.png,6.024,未分组,,,,无音频,error,0.0
[BD]徐州新闻综合[geo-blocked],https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-5.m3u8,网络源,https://epg.pw/media/images/channel/2019/08/06/large/20190806212024462835_94.png,1.414,未分组,,,,无音频,error,0.0
