频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度,是否假源,是否轮回,轮回相似度,轮回波动
Nick Germany (1080p) [Geo-blocked],https://0d26a00dfbb1.airspace-cdn.cbsivideo.com/nick1999/master/nick1999.m3u8,网络源,https://i.imgur.com/E84jnP8.png,0.619,未分组,,,,无音频,error,0.0,False,False,0,0
Pingviin (576p),https://void.greenhosting.ru/PingviinEE_Mpeg4/index.m3u8,网络源,https://i.imgur.com/b6xupqO.png,1.824,未分组,,,,无音频,error,0.0,False,False,0,0
ORTM 1 (540p) [Not 24/7],http://69.64.57.208/ortm/playlist.m3u8,网络源,https://i.imgur.com/eKUpcls.png,2.086,未分组,h264,718x480,25.0,有音频,疑似假源,0.6719,True,False,0.9766,0.0078
Parliament TV (720p),https://cdn4.skygo.mn/live/disk1/Parlament/HLSv3-FTA/Parlament.m3u8,网络源,https://i.imgur.com/OD7YKuz.jpeg,2.403,未分组,,,,无音频,error,0.0,False,False,0,0
NTV (1080p),https://cdn4.skygo.mn/live/disk1/NTVHD/DASH-FTA/NTVHD.mpd,网络源,https://i.imgur.com/2JbqbPY.png,1.470,未分组,,,,无音频,error,0.0,False,False,0,0
Multimedios Bajío (720p) [Not 24/7],https://mdstrm.com/live-stream-playlist/5d4b0fec848918070128c8cb.m3u8,网络源,https://i.imgur.com/4IGzNdq.png,0.151,未分组,,,,无音频,error,0.0,False,False,0,0
NBCU Telemundo Florida,https://nbcu-telemundoflorida-firetv.amagi.tv/playlist.m3u8,网络源,,2.879,未分组,,,,无音频,error,0.0,False,False,0,0
NHK World-Japan (1080p),https://livehub-voidnet.onrender.com/cluster/streamcore/jp/NHK_StreamOrchestrator.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/NHK_World_Japan.png,0.417,未分组,,,,无音频,error,0.0,False,False,0,0
NRK 1 (Vestlandsrevyen) (1080i) [Geo-blocked],https://nrk-live-no.akamaized.net/nrk1_dk6/muxed.m3u8,网络源,,0.083,未分组,,,,无音频,error,0.0,False,False,0,0
NBC Chicago News,https://nbcu-nbcchicagonews-firetv.amagi.tv/playlist.m3u8,网络源,,2.975,未分组,,,,无音频,error,0.0,False,False,0,0
Multivisión Sports (720p) [Not 24/7],https://stream.digitalgt.com:3605/live/multivisionsportslive.m3u8,网络源,https://i.imgur.com/wLjSSo2.jpg,1.792,未分组,h264,1280x720,29.97002997002997,有音频,error,0.0,False,False,0,0
Obieqtivi TV,https://live20.bozztv.com/dvrfl05/gin-obieqtivitv/index.m3u8,网络源,https://i.imgur.com/Kqc8H8X.png,0.406,未分组,,,,无音频,error,0.0,False,False,0,0
Nicktoons (576p),https://a1xs.vip/100054,网络源,https://i.postimg.cc/mZjCjNc5/nicktoons.png,1.019,未分组,,,,无音频,error,0.0,False,False,0,0
Multimedios Ciudad Juárez (720p) [Not 24/7],https://mdstrm.com/live-stream-playlist/5d9e440d675235586a92be7f.m3u8,网络源,https://i.imgur.com/4IGzNdq.png,0.191,未分组,,,,无音频,error,0.0,False,False,0,0
