频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度,是否假源,是否轮回,轮回相似度,轮回波动
ä¸œæ–¹å«è§†,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=2026012106435113dfc7ea9b8e40daa9138fcd82b7e405&mdspid=&spid=600697&netType=4&sid=5910022185&pid=2028597139&timestamp=20260121064351&Channel_ID=0116_2600001300-99000-201600010012608&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=124.152.76.44&SecurityKey=20260121064351&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0e6833656eb91ce8ce9626ff64a1cef0,网络源,,0.588,未分组,,,,无音频,error,0.0,False,False,0,0
CCTV15,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=202601210644531b9874e559fb4ee78fc3af00cc8e970a&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260121064453&Channel_ID=0116_2600001300-99000-201600010012610&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=124.152.76.35&SecurityKey=20260121064453&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0c32bc2fc4288a9629e1ec37a6974e0f,网络源,,0.863,未分组,,,,无音频,error,0.0,False,False,0,0
å¦é—¨å«è§†,https://stream1.freetv.fun/f8d1629f014d910f22eba5798df47afb57a1636020d0ef99783649dc37c7a627.m3u8,网络源,,0.994,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸œæ–¹å«è§†,http://8.138.7.223/tv/dl/sh.php?id=dfws,网络源,,1.055,未分组,,,,无音频,error,0.0,False,False,0,0
CCTV15,https://stream1.freetv.fun/9350a599d0593a4eb692e9a5c26a4b0777dc9758db460b4e02a9ffa970765999.m3u8,网络源,,2.020,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
å®‰å¾½å«è§†,https://stream1.freetv.fun/3b132909c51ece5bb6a4c50973030c42c593bd7b8c67c8914018a6250309efcb.m3u8,网络源,,2.038,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
ä¸œå—å«è§†,https://stream1.freetv.fun/f15a5eae2b1ff31b04ac49128210355c6eefafef8947578068c324a46f006cfe.m3u8,网络源,,2.162,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æµ·å—å«è§†,https://stream1.freetv.fun/fb1d0f729749f8b3c605962ba1033c627c55f4dc7c38a5f4a8f65e3ed0d1b814.m3u8,网络源,,2.181,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æ·±åœ³å«è§†,https://stream1.freetv.fun/4ed655f1d1af7f8c33f44b669f7c406c14598b23f2a6757c8ac938679ce9361a.m3u8,网络源,,2.184,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æ¹–å—å«è§†,https://t.freetv.fun/live/hu-nan-wei-shi-9.m3u8,网络源,,2.057,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸œæ–¹å«è§†,https://stream1.freetv.fun/dong-fang-wei-shi-gao-qing-6.ctv,网络源,,2.920,未分组,,,,无音频,error,0.0,False,False,0,0
æµ™æ±Ÿå«è§†,https://t.freetv.fun/live/zhe-jiang-wei-shi-14.m3u8,网络源,,3.037,未分组,h264,1920x1080,25.0,有音频,疑似假源,0.4896,True,True,1.0,0.0
æµ·å—å«è§†,https://t.freetv.fun/live/hai-nan-wei-shi-3.php,网络源,,2.056,未分组,,,,无音频,error,0.0,False,False,0,0
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=cd9ac55fddf5f22ac004018cec6a4046c41dd9f4fc2bf0d97a30aaddef8a88da0e984cf03e60fa6a6adcb81d784905e343fb6a9dae398827b1b71b5164b118d15f6762b07225d4764bce858c33,网络源,,1.534,未分组,h264,1920x1080,30.0,有音频,疑似假源,0.5,True,True,1.0,0.0
åŒ—äº¬å«è§†,https://stream1.freetv.fun/bfd48a0fc057ee1c7fc8b6cac592b9f9ca1cfd00b2ef04c0c68f6fea69970b27.m3u8,网络源,,1.372,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æ¹–å—å«è§†,https://stream1.freetv.fun/44742c201d98e08645e55d00b1eaf24e88106dfbf729a2c8e05b54d81231fcee.m3u8,网络源,,1.237,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æ±Ÿè‹å«è§†,http://111.61.236.247:9081/hls/26/index.m3u8,网络源,,4.226,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
æ¹–å—å«è§†,https://stream1.freetv.fun/a1f6a19e5c3cb69d177c2c23685c4f9a9fff147858f762c1f009ca40d91bd2aa.m3u8,网络源,,1.582,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
CCTV15,http://kkk.888.3116598.xyz/api.php?n=tttt&id=975jMH&tk=FgM0vQMejxvG,网络源,,5.535,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸œæ–¹å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=KpSK4i&tk=FgM0vQMejxvG,网络源,,5.554,未分组,,,,无音频,error,0.0,False,False,0,0
æµ·å—å«è§†,https://stream1.freetv.fun/eb41049bd834ddfb4cd47ed858ee349a815138cb85042afded58871be645cc67.m3u8,网络源,,0.717,未分组,,,,无音频,error,0.0,False,False,0,0
å‰æ—å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=pwftIV&tk=FgM0vQMejxvG,网络源,,5.825,未分组,,,,无音频,error,0.0,False,False,0,0
æ¹–å—å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=7S9SpX&tk=FgM0vQMejxvG,网络源,,5.842,未分组,,,,无音频,error,0.0,False,False,0,0
æ±Ÿè‹å«è§†,http://dms.yryyj.site:8188/udp/239.76.246.181:1234,网络源,,6.302,未分组,,,,无音频,error,0.0,False,False,0,0
æ±Ÿè‹å«è§†,https://t.freetv.fun/live/jiang-su-wei-shi-12.php,网络源,,1.867,未分组,,,,无音频,error,0.0,False,False,0,0
æµ™æ±Ÿå«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=6Wckpl&tk=FgM0vQMejxvG,网络源,,5.068,未分组,,,,无音频,error,0.0,False,False,0,0
æµ™æ±Ÿå«è§†,http://dms.yryyj.site:8188/udp/239.76.246.182:1234,网络源,,5.666,未分组,,,,无音频,error,0.0,False,False,0,0
æ·±åœ³å«è§†,https://t.freetv.fun/live/shen-zhen-wei-shi-9.php,网络源,,2.283,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸œæ–¹å«è§†,http://drive.mxmy.net:8888/udp/239.3.1.136:8032,网络源,,6.898,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
æµ·å—å«è§†,http://221.2.148.205:8154/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,10.482,未分组,h264,1920x1080,50.0,有音频,error,0.0,False,False,0,0
åŒ—äº¬å«è§†,http://dms.yryyj.site:8188/udp/239.76.246.184:1234,网络源,,5.857,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸œå—å«è§†,https://stream1.freetv.fun/3fa9797aa12d21a581dcf1534a15605ecaf7789df1803e2dd0543ae04897b95c.m3u8,网络源,,1.417,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æ±Ÿè‹å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=AKsteK&tk=FgM0vQMejxvG,网络源,,5.119,未分组,,,,无音频,error,0.0,False,False,0,0
å‰æ—å«è§†,https://stream1.freetv.fun/ec115ddb27069ec189cbd1363c4bc06def34d3a19b57c979b96ed9201bda04bb.m3u8,网络源,,1.400,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æµ™æ±Ÿå«è§†,https://tv.iill.top/migu/zjws&token=886bce813f2cd4e37742d034db073fb39288ecfa7b0e43b20307dd9a2b2d0bdc,网络源,,0.742,未分组,h264,1920x1080,25.0,有音频,疑似假源,0.526,True,True,1.0,0.0
ä¸œå—å«è§†,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,9.769,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
æµ™æ±Ÿå«è§†,https://t.freetv.fun/live/zhe-jiang-wei-shi-10.m3u8,网络源,,1.878,未分组,,,,无音频,error,0.0,False,False,0,0
æµ™æ±Ÿå«è§†,http://221.2.148.205:8154/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,12.584,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
CETV4,http://kkk.888.3116598.xyz/api.php?n=tttt&id=rhrCc8&tk=FgM0vQMejxvG,网络源,,5.058,未分组,,,,无音频,error,0.0,False,False,0,0
æµ™æ±Ÿå«è§†,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8,网络源,,1.853,未分组,h264,640x360,25.0,有音频,疑似假源,0.4844,True,True,1.0,0.0
æµ™æ±Ÿå«è§†,https://t.freetv.fun/live/zhe-jiang-wei-shi-17.m3u8,网络源,,1.941,未分组,,,,无音频,error,0.0,False,False,0,0
ä¸œå—å«è§†,https://t.freetv.fun/live/dong-nan-wei-shi-10.php,网络源,,1.844,未分组,,,,无音频,error,0.0,False,False,0,0
åŒ—äº¬å«è§†,https://stream1.freetv.fun/5836a93c4e0bc4d1b0cb3313e2dbe6ee812e31fbb2cbe5eb73b33d087ce62746.m3u8,网络源,,1.232,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15,网络源,,14.791,未分组,h264,1920x1080,30.0,有音频,疑似假源,0.5573,True,True,1.0,0.0
å®‰å¾½å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=8Cx5u9&tk=FgM0vQMejxvG,网络源,,5.058,未分组,,,,无音频,error,0.0,False,False,0,0
å®‰å¾½å«è§†,https://stream1.freetv.fun/ef0b1fb51498d187e9a02e3c98cf560b9b60c8059d49fb3a6c3e5548c84cc523.m3u8,网络源,,1.210,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
æµ™æ±Ÿå«è§†,http://123.130.84.106:8154/tsfile/live/0124_1.m3u8,网络源,,10.591,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
