频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度,是否假源,是否轮回,轮回相似度,轮回波动
TVBS,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv073,网络源,,1.263,未分组,,,,无音频,error,0.0,False,False,0,0
中視菁采台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv064,网络源,,1.253,未分组,,,,无音频,error,0.0,False,False,0,0
广水新闻综合 [Geo-blocked],http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8,网络源,,1.363,未分组,,,,无音频,error,0.0,False,False,0,0
中視新聞台,https://4gtv.dxjc.pp.ua/of-4gtv-4gtv074/index.m3u8,网络源,,1.530,未分组,,,,无音频,error,0.0,False,False,0,0
中視,https://4gtv.dxjc.pp.ua/of-4gtv-4gtv040/index.m3u8,网络源,,1.567,未分组,,,,无音频,error,0.0,False,False,0,0
Дон 24,https://donmedia.bonus-tv.ru/cdn/donmedia/playlist.m3u8,网络源,https://i.imgur.com/fW15la1.png,0.634,未分组,,,,无音频,error,0.0,False,False,0,0
萬州影視文藝 (576p) [Not 24/7],http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8,网络源,,2.176,未分组,h264,720x576,25.0,有音频,疑似假源,0.6458,True,True,1.0,0.0
Рен ТВ,https://streaming.televizor-24-tochka.ru/live/14.m3u8,网络源,https://i.imgur.com/0Tu5lte.png,2.246,未分组,,,,无音频,error,0.0,False,False,0,0
中視,https://4gtv.dxjc.pp.ua/4gtv-4gtv040/index.m3u8,网络源,,0.657,未分组,,,,无音频,error,0.0,False,False,0,0
中天新聞台 (1080p),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8,网络源,https://i.imgur.com/FZONZEr.png,0.168,未分组,,,,无音频,error,0.0,False,False,0,0
УТРК Спорт (480p) [Not 24/7],https://st2.mediabay.tv/KG_KTRK-Sport/index.m3u8,网络源,https://i.imgur.com/ORCu0w0.png,3.002,未分组,,,,无音频,error,0.0,False,False,0,0
УТРК Музыка (480p) [Not 24/7],https://st2.mediabay.tv/KG_KTRK-Muzika/index.m3u8,网络源,https://www.utrk.kg/img/stream/45.png,3.038,未分组,,,,无音频,error,0.0,False,False,0,0
福州电视台少儿频道 (FZTV-少儿) (1080p),http://live.zohi.tv/video/s10001-fztv-4/index.m3u8,网络源,,1.610,未分组,h264,1920x1080,25.0,有音频,疑似假源,0.5521,True,True,1.0,0.0
Телекафе,http://31.148.48.15/Telekafe/index.m3u8,网络源,https://i.imgur.com/1H3h1HL.png,3.505,未分组,h264,720x576,25.0,有音频,error,0.0,False,False,0,0
台視,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv066,网络源,,0.290,未分组,,,,无音频,error,0.0,False,False,0,0
民視綜藝台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv004,网络源,,0.309,未分组,,,,无音频,error,0.0,False,False,0,0
