频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
[HD]vice tv,https://stream1.freetv.fun/vice-tv-1.m3u8,网络源,https://epg.pw/media/,1.270,未分组,h264,1280x720,59.94005994005994,有音频
[BD]vsin,https://stream1.freetv.fun/vsin-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020730016588_22.png,1.425,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]tvb việt nam,https://stream1.freetv.fun/tvb-viet-nam-1.m3u8,网络源,https://epg.pw/media/,1.699,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]zoom,https://stream1.freetv.fun/zoom-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164604570567_51.png,1.817,未分组,h264,1920x1080,30.0,有音频
[BD]utv,https://stream1.freetv.fun/utv-7.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/05/03/20160503091955076168_68.jpg,1.875,未分组,h264,1920x1080,25.0,有音频
[VGA]cnews,https://stream1.freetv.fun/cnews-5.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/05/18/20160518053416189910_56.png,2.374,未分组,h264,512x288,25.0,有音频
[VGA]thai pbs,https://stream1.freetv.fun/thai-pbs-5.m3u8,网络源,https://epg.pw/media/images/channel/2015/10/22/large/20151022174602353216_74.jpg,2.356,未分组,h264,854x480,25.0,有音频
[BD]ten,https://stream1.freetv.fun/ten-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/06/30/20150630203313450143_82.jpg,2.551,未分组,h264,1920x1080,25.0,有音频
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8,网络源,,2.487,未分组,h264,480x270,25.0,有音频
[SD]русский бестселер,https://stream1.freetv.fun/russkii-bestseler-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/05/20170105005645520573_56.png,2.614,未分组,mpeg2video,720x576,25.0,有音频
[BD]zoom,https://stream1.freetv.fun/zoom-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164604570567_51.png,2.827,未分组,h264,1920x1080,50.0,有音频
[BD]telepace 2,https://stream1.freetv.fun/telepace-2-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601224354623131_90.png,2.887,未分组,h264,1920x1080,25.0,有音频
[SD]amedia 1,https://stream1.freetv.fun/amedia-1-5.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/03/19/20150319035456781661_69.png,2.765,未分组,h264,720x576,25.0,有音频
