频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=701afbfc9d2f77d62a9cc2f9479ecde3db6cef36d454660b5d2f0ffb3a1017d0e04c2e19dcbb7c344d80cfb64e43e90dd66c458476898ee612d0e2e9261645fcfc0d32fb90cdf2021d89c4877a,网络源,,1.312,未分组,,,,无音频
CCTV6,https://migu.188766.xyz/?migutoken=4b364320a01120486215d01412e20a8c&id=CCTV6&type=yy,网络源,,1.328,未分组,h264,1920x1080,28.0,有音频
CCTV5+,http://ygbh.site/php/bfgd.php?id=246,网络源,,1.522,未分组,,,,无音频
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8,网络源,,2.024,未分组,,,,无音频
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8,网络源,,1.956,未分组,h264,1920x1080,50.0,有音频
CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8,网络源,,2.428,未分组,h264,1920x1080,25.0,有音频
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8,网络源,,2.499,未分组,h264,1280x720,25.0,有音频
CCTV5+,https://stream1.freetv.fun/88ee08d5c5e75e963f46cba8142888798dde687981709eda707a0b192da8ad4d.ctv,网络源,,2.487,未分组,h264,1280x720,25.0,有音频
CCTV2,https://stream1.freetv.fun/68809609406abd57c725f3f7b967a186f14dbd28fb55a5ffffe71d769aa06954.m3u8,网络源,,2.313,未分组,h264,1280x720,25.0,有音频
CCTV2,https://stream1.freetv.fun/8a900bfee2c4c2a59e04380dbfec553120369718ab7b0d63f2f5361b99ffc41a.m3u8,网络源,,2.427,未分组,h264,1280x720,25.0,有音频
CCTV3,https://stream1.freetv.fun/33711cece64c9077907fa3caea452361f539772402550ca53ae2c9b00a3211b3.m3u8,网络源,,2.410,未分组,h264,1280x720,25.0,有音频
CCTV2,https://stream1.freetv.fun/8752f27902ce732a38212d0a9174e306b4ade352c88ab65ba1f59d23a0938c2f.m3u8,网络源,,2.531,未分组,h264,1280x720,25.0,有音频
CCTV3,http://113.25.252.226:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.826,未分组,h264,1920x1080,50.0,有音频
CCTV6,http://223.241.247.214:9901/tsfile/live/0006_1.m3u8,网络源,,2.804,未分组,h264,1920x1080,50.0,有音频
CCTV4,https://stream1.freetv.fun/4d07bdd45298f5188e1e215d557f8b1703d924d4e874e864fd160d4d7f3cae16.m3u8,网络源,,2.198,未分组,h264,1280x720,25.0,有音频
CCTV2,https://stream1.freetv.fun/168b88ec9bef56433abeed33488f73f6971f2d5667506068ef7c2ebcff851ff2.m3u8,网络源,,2.158,未分组,h264,1280x720,25.0,有音频
CCTV5,http://113.26.202.52:1299/tsfile/live/0005_1.m3u8,网络源,,3.559,未分组,h264,1920x1080,50.0,有音频
CCTV8,http://113.25.252.226:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.747,未分组,h264,1920x1080,50.0,有音频
CCTV5,https://www.freetv.top/migu/641886683.m3u8?migutoken=2bece701b98f5c84ec8d9ea06069bd63dad2f968685a0779662a836d3b8378d260f903a5c31c63829fa75e4e249929827442d37f115a4dce2e072de50dfce8d01528143fc8d22033301a6b4432,网络源,,1.305,未分组,h264,1920x1080,30.0,有音频
CCTV7,https://stream1.freetv.fun/f889cdbf4d2d3a70d08b3605611400b99378b308efa1290fba013383ba456ea9.m3u8,网络源,,2.102,未分组,h264,1280x720,25.0,有音频
CCTV7,https://stream1.freetv.fun/58d72b62f74628bb328aa0d827b32e44c3ef36b023db8b2a7b61dbc3058f19ea.m3u8,网络源,,1.962,未分组,h264,1280x720,25.0,有音频
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8,网络源,,1.719,未分组,h264,1920x1080,50.0,有音频
CCTV1,https://stream1.freetv.fun/ee6bfbbf6bd7448cd334ce598474b15c4179f9cf07a6980cd02389132eef0af0.m3u8,网络源,,1.955,未分组,h264,1280x720,25.0,有音频
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8,网络源,,4.331,未分组,h264,1920x1080,50.0,有音频
CCTV4,https://stream1.freetv.fun/a08330156a94fcf328198df9c025121caaf5cca68fe9e303fa936ae40cee5887.m3u8,网络源,,2.004,未分组,h264,1280x720,25.0,有音频
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8,网络源,,4.352,未分组,h264,1920x1080,50.0,有音频
CCTV5+,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8,网络源,,1.136,未分组,,,,无音频
CCTV8,https://stream1.freetv.fun/a6da9f1926138950681f95e748614ac225dd23892fe4e4682514cb4d8d8cda0c.m3u8,网络源,,2.244,未分组,h264,1280x720,25.0,有音频
CCTV2,https://stream1.freetv.fun/2396be1ac936b1b7a08d5b984d952a31c85f0d8e856b2615b4d8990e14076753.m3u8,网络源,,1.796,未分组,h264,1280x720,25.0,有音频
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8,网络源,,2.063,未分组,h264,1280x720,25.0,有音频
CCTV8,https://piccpndali.v.myalicdn.com/audio/cctv8_2.m3u8,网络源,,1.504,未分组,,,,有音频
CCTV5+,http://kkk.888.3116598.xyz/api.php?n=tttt&id=UHwStw&tk=FgM0vQMejxvG,网络源,,0.544,未分组,,,,无音频
CCTV9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1855&tk=f6cc1e0a0e1a,网络源,,5.435,未分组,,,,无音频
CCTV2,https://migu.188766.xyz/?migutoken=774f82fbaa4fae150ae614c08ed44159&id=CCTV2&type=yy,网络源,,0.798,未分组,h264,1920x1080,28.0,有音频
CCTV5+,http://218.17.33.178:53290/tsfile/live/1005_1.m3u8?key=txiptv,网络源,,2.218,未分组,h264,1920x1080,25.0,有音频
CCTV9,https://stream1.freetv.fun/5f98918e8819dcb80de3faf43c4aefeea65fb996dd58de52a2e803b03b7946de.m3u8,网络源,,2.021,未分组,h264,1280x720,25.0,有音频
CCTV2,https://stream1.freetv.fun/c63e00b6f6e11db0e25eba94d5c4c63b4af30261838b8c91652553fb0f8e7b8a.m3u8,网络源,,3.966,未分组,hevc,1920x1080,25.0,有音频
CCTV6,http://111.43.126.240:9003/hls/19/index.m3u8,网络源,,0.472,未分组,,,,无音频
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8,网络源,,1.691,未分组,h264,1920x1080,50.0,有音频
CCTV5,http://8.138.7.223/tv/migu3.php?id=cctv5,网络源,,1.063,未分组,,,,无音频
