频道名,地址,来源,图标,检测时间,分组,状态码
æ±Ÿè‹å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=qpngMC&tk=FgM0vQMejxvG,网络源,,324,未分组,200
æ±Ÿè‹å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=JIG6SZ&tk=FgM0vQMejxvG,网络源,,323,未分组,200
æ±Ÿè‹å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=AKsteK&tk=FgM0vQMejxvG,网络源,,317,未分组,200
æ¹–å—å«è§†,https://stream1.freetv.fun/de66f0e2a8ae04c059b513a80449d5cc48463d9bee3e01e241a7c776d420d13a.m3u8,网络源,,322,未分组,403
CCTV13,https://stream1.freetv.fun/3de70449cde3176a3ee598bc26020f02bd97aa698aaf148c0a9acd4a11e56d7e.ctv,网络源,,319,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/3addbcd2d23c56ddc32c16f652c4718410dc3e760468b4b14a33cfc2a7e84d52.m3u8,网络源,,323,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/617c2068ca028b4d07e68696983047275cd46704b115ff77f296339e05bc5080.m3u8,网络源,,320,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/6e1e8c8fa9c78b07103b13720938ec0762ed29ef240391c58de8287f6e030a9a.m3u8,网络源,,327,未分组,403
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/25a68374e38b69e4e0daef2fd294dc23f4a597d1e4f8dfd4ca5f447359b5cf17.m3u8,网络源,,329,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/44742c201d98e08645e55d00b1eaf24e88106dfbf729a2c8e05b54d81231fcee.m3u8,网络源,,327,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/95c362f9fa908fd8a2eb7b94303c480dd99e8de01244cb72ba5a85dcbc121437.m3u8,网络源,,11,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/98483d49b7664cad39569fa5fe740d789fc54ce26dda630432eefd8647a9885b.m3u8,网络源,,334,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/a1bdb73d7739fce77368508dc82aff2bf83a73441468e548a9004f0763f6cb35.m3u8,网络源,,334,未分组,403
å®‰å¾½å«è§†,https://stream1.freetv.fun/7350af12feb5b0d1d77261d1d2086d9f8c1374e5ef5f3ff7fb8fb7fd09692b2f.m3u8,网络源,,335,未分组,403
æ¹–å—å«è§†,https://stream1.freetv.fun/8109af647f56702f17e3fbffe6ca2766a6364dcaf3078e086513d7b6ed02b365.m3u8,网络源,,11,未分组,403
æ±Ÿè‹å«è§†,http://112.27.235.94:8000/hls/32/index.m3u8,网络源,,433,未分组,200
ä¸œæ–¹å«è§†,http://111.61.236.247:9081/hls/40/index.m3u8,网络源,,484,未分组,200
æ±Ÿè‹å«è§†,http://120.211.62.180:8000/hls/32/index.m3u8,网络源,,483,未分组,200
CCTV13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,514,未分组,200
CCTV12,http://113.57.93.165:9900/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,510,未分组,200
CCTV13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8,网络源,,544,未分组,200
æ±Ÿè‹å«è§†,http://120.202.94.181:9446/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,516,未分组,200
æ±Ÿè‹å«è§†,http://183.57.249.119:8183/tsfile/live/1009_1.m3u8,网络源,,522,未分组,200
ä¸œæ–¹å«è§†,http://112.46.85.60:8009/hls/31/index.m3u8,网络源,,522,未分组,200
æ±Ÿè‹å«è§†,https://t.freetv.fun/live/jiang-su-wei-shi-4.m3u8,网络源,,528,未分组,403
æµ™æ±Ÿå«è§†,http://123.130.84.106:8154/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,531,未分组,200
CCTV15,http://123.130.84.106:8154/tsfile/live/0015_1.m3u8,网络源,,532,未分组,200
CCTV12,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,534,未分组,200
ä¸œæ–¹å«è§†,http://223.145.224.76:8000/udp/239.76.253.186:9000,网络源,,534,未分组,200
å®‰å¾½å«è§†,https://t.freetv.fun/live/an-hui-wei-shi-1.m3u8,网络源,,534,未分组,403
CCTV13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8,网络源,,537,未分组,200
æ±Ÿè‹å«è§†,http://113.57.93.165:9900/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,540,未分组,200
CCTV12,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8,网络源,,535,未分组,200
CCTV14,http://123.130.84.106:8154/tsfile/live/0014_1.m3u8,网络源,,540,未分组,200
æ¹–å—å«è§†,https://stream1.freetv.fun/8f9c1b950218b09e8fb1b0d6b7416bdf4a4635a03c2f67f7880010d106038137.m3u8,网络源,,14,未分组,403
CCTV13,http://111.221.137.234:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,549,未分组,200
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://112.27.235.94:8000/hls/13/index.m3u8#http://60.16.0.216:5757/hls/13/index.m3u8,网络源,,547,未分组,200
CCTV14,http://1.24.39.180:9003/hls/14/index.m3u8,网络源,,554,未分组,200
æ¹–å—å«è§†,https://t.freetv.fun/live/hu-nan-wei-shi-12.m3u8,网络源,,8,未分组,403
CCTV12,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8,网络源,,586,未分组,200
CCTV12,http://61.136.172.236:9901/tsfile/live/0012_1.m3u8,网络源,,562,未分组,200
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8,网络源,,560,未分组,200
ä¸œæ–¹å«è§†,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,568,未分组,200
CCTV12,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8,网络源,,570,未分组,200
CCTV13,http://58.17.116.69:9903/tsfile/live/0013_2.m3u8?key=txiptv&playlive=0&authid=0,网络源,,577,未分组,200
ä¸œæ–¹å«è§†,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,576,未分组,200
CCTV17,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,581,未分组,200
æ¹–å—å«è§†,https://stream1.freetv.fun/02b28f4fff585b935f49eea8a227955acd8b076ffd2832dd2d46031f3925c31a.m3u8,网络源,,12,未分组,403
CCTV14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8,网络源,,621,未分组,200
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8,网络源,,610,未分组,200
CCTV15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8,网络源,,609,未分组,200
CCTV13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,609,未分组,200
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8,网络源,,607,未分组,200
CCTV17,http://221.2.148.205:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,617,未分组,200
ä¸œæ–¹å«è§†,http://221.2.148.205:8154/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,614,未分组,200
æ¹–å—å«è§†,http://120.76.248.139/live/bfgd/4200000086.m3u8,网络源,,620,未分组,200
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8,网络源,,622,未分组,200
