频道名,地址,来源,图标,检测时间,分组,状态码
KRCG-DT1 (720p),https://cvtv.cvalley.net/hls/KRCGCBS/KRCGCBS.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/CBS_logo_%282020%29.svg/512px-CBS_logo_%282020%29.svg.png,102,未分组,200
KPXE-DT1 (720p),https://cvtv.cvalley.net/hls/KPXEION/KPXEION.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Ion_logo.svg/512px-Ion_logo.svg.png,118,未分组,200
KQFX-LD1 (720p),https://cvtv.cvalley.net/hls/KQFXFOX/KQFXFOX.m3u8,网络源,,116,未分组,200
KRCG-DT2 (720p),https://cvtv.cvalley.net/hls/KRCGComet/KRCGComet.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Comet_logo.svg/512px-Comet_logo.svg.png,111,未分组,200
Motorvision.tv (French),https://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883047,网络源,,161,未分组,200
Keshet 12 (1080i) [Not 24/7],https://mako-streaming.akamaized.net/stream/hls/live/2033791/k12n12wad/profile/1/hdntl=exp=1757445516~acl=/*~data=hdntl~hmac=a8baf01127ae46cd6fd241cf61db8590d7eacc3406f4735ed2defef329496b8a/profileManifest.m3u8?_did=6cfbfc673e5d5f7f274bf96b6c72f28ce1a53f82&_uid=0195a46a-9f11-4704-a944-301512682f7d&rK=bn,网络源,https://i.imgur.com/fY3eakc.png,197,未分组,403
Lighting Lives Blessing Nations TV Korean (LLBN) (480p),https://brightstar-korean-pull-secure.akamaized.net/brightstarkorean/stream.m3u8,网络源,https://i.imgur.com/WsOfy19.png,214,未分组,200
Modern Marvels,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6540ff2d770cf1000866b90a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b17f3-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1b3230b6-e0bb-4431-bee9-87f6c6f5b2d2,网络源,,249,未分组,200
La 1 HEVC (1080p),http://176.65.146.237:8401/play/a095/index.m3u8,网络源,https://i.ibb.co/MxJNPHsn/La-1.png,235,未分组,200
Lighting Lives Blessing Nations TV Latino (LLBN) (480p),https://brightstar-latino-pull-secure.akamaized.net/brightstarlatino/stream.m3u8,网络源,https://i.imgur.com/WsOfy19.png,255,未分组,200
La 1 UHD (2160p),http://176.65.146.237:8401/play/a09u/index.m3u8,网络源,https://i.ibb.co/MxJNPHsn/La-1.png,225,未分组,200
KQED-DT2,https://kqeddt2.lls.pbs.org/kqeddt2-hls.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/8/89/PBS_logo_2019.svg,354,未分组,200
Modern Marvels Presented by HISTORY,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65775d29dfed030008cb3db2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c29dbd4-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1ed6ccc7-6463-4bcb-ac69-b4dfa479016d,网络源,,126,未分组,200
LoveWorld Arabic (360p),https://go5lm6a6dawb-hls-live.5centscdn.com/lwarabic/53132d996b4263ec0d7b602292c46eaf.sdp/playlist.m3u8,网络源,https://i.imgur.com/KYMjRjK.png,393,未分组,200
L'Equipe (1080p),https://dshn8inoshngm.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-gac2i63dmu8b7/LEquipe_FR.m3u8,网络源,https://i.imgur.com/t35zhM9.png,416,未分组,200
Merit Street [Geo-blocked],https://amg26296-amg26296c2-merit-worldwide-6642.playouts.now.amagi.tv/playlist/amg26296-meritstreetmediafast-meritplushd-meritworldwide/playlist.m3u8,网络源,https://static.wikia.nocookie.net/logopedia/images/1/1d/Merit_Street_Media_2024_1.svg/revision/latest/scale-to-width-down/512,427,未分组,200
Meridiano TV,https://e1.viginet.vectormax.com:5210/quickstart/114-934-21/index.m3u8,网络源,https://i.imgur.com/I6gsUqD.png,449,未分组,200
KHL Prime,http://194.143.148.28:8080/KHL_HD/index.m3u8,网络源,https://i.imgur.com/pwxT0ON.png,454,未分组,403
Ketchup TV (720p),https://stream.ads.ottera.tv/playlist.m3u8?network_id=13171,网络源,https://i.postimg.cc/SstfVNM1/ketchuptv.png,514,未分组,200
MBC Chungbuk (MBC 충북) (720p) [Not 24/7],http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8,网络源,https://i.imgur.com/uR0gScb.png,522,未分组,200
Lighting Lives Blessing Nations TV Romanian (LLBN) (480p),https://brightstar-romanian-pull-secure.akamaized.net/brightstarromanian/stream.m3u8,网络源,https://i.imgur.com/WsOfy19.png,738,未分组,200
Law & Crime (720p),https://a-cdn.klowdtv.com/live3/law_720p/playlist.m3u8,网络源,https://yt3.googleusercontent.com/CRP3YudPa55QypbDnIvuh3erLZTsn2HK8ESR-2fJFFiLJVf7US2CKQELCKK_UowmHA3wCjAdxg=s512-c-k-c0x00ffffff-no-rj,796,未分组,200
MK Six (720p) [Not 24/7],https://cdn-3.pishow.tv/live/1253/master.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/MK_Six.png,805,未分组,200
LoveworldSAT (1080p),https://cdnstack.internetmultimediaonline.org/lwsat/lwsat.stream/index.m3u8,网络源,https://i.postimg.cc/VN3VZW2M/loveworldsat.png,378,未分组,200
Malai Murasu TV (720p) [Not 24/7],https://cdn-3.pishow.tv/live/1606/master.m3u8,网络源,https://i.imgur.com/OC5TQxp.png,823,未分组,200
Malar TV (720p) [Not 24/7],https://cdn-3.pishow.tv/live/473/master.m3u8,网络源,https://www.lyngsat.com/logo/tv/mm/malar-tv-in.png,824,未分组,200
Makkal TV (576i),https://5k8q87azdy4v-hls-live.wmncdn.net/MAKKAL/271ddf829afeece44d8732757fba1a66.sdp/playlist.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_MAKKAL_TV/images/LOGO_HD/image.png,874,未分组,200
MBC Drama USA (1080p),https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-drama-usa/ea2f5db904aff224b7066e59c7f585a2/index.m3u8,网络源,https://i.imgur.com/g5PWnqp.png,777,未分组,200
Laura Dave Media TV (720p),https://streaming.lauradavemedia.com/ldm/index.m3u8,网络源,https://i.imgur.com/zzG1S2n.png,1011,未分组,200
MBC Bollywood (1080p) [Geo-blocked],https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-bollywood/546eb40d7dcf9a209255dd2496903764/index.m3u8,网络源,https://i.imgur.com/TTAGFHG.png,1012,未分组,200
