频道名,地址,来源,图标,检测时间,分组,状态码
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-24.m3u8,网络源,,80,未分组,403
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/jin-ying-qia-tong-21.m3u8,网络源,,78,未分组,403
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-5.m3u8,网络源,,83,未分组,403
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-11.ctv,网络源,,86,未分组,403
å†œæ—å«è§†,https://stream1.freetv.fun/fe99380ce76011ac28d24fb52afe030d6fb320bf5afe31a04fb2746964932ff7.m3u8,网络源,,92,未分组,403
å°è§†æ–°é—»,https://stream1.freetv.fun/tai-shi-xin-wen-17.m3u8,网络源,,88,未分组,403
å¤§çˆ±ç”µè§†,https://stream1.freetv.fun/da-ai-dian-shi-7.m3u8,网络源,,11,未分组,403
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-15.m3u8,网络源,,90,未分组,403
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-4.m3u8,网络源,,135,未分组,403
å˜‰ä½³å¡é€š,https://t.freetv.fun/live/jia-jia-qia-tong.m3u8,网络源,,133,未分组,403
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-9.m3u8,网络源,,131,未分组,403
é»‘é¾™æ±Ÿå«è§†,https://t.freetv.fun/live/hei-long-jiang-wei-shi-2.php,网络源,,134,未分组,403
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-11.php,网络源,,134,未分组,403
é»‘é¾™æ±Ÿå«è§†,https://t.freetv.fun/live/hei-long-jiang-wei-shi-4.m3u8,网络源,,136,未分组,403
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-gao-qing.m3u8,网络源,,135,未分组,403
å˜‰ä½³å¡é€š,https://t.freetv.fun/live/jia-jia-qia-tong-5.php,网络源,,134,未分组,403
å†œæ—å«è§†,https://t.freetv.fun/live/nong-lin-wei-shi.m3u8,网络源,,135,未分组,403
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-8.m3u8,网络源,,139,未分组,403
å†œæ—å«è§†,https://t.freetv.fun/live/nong-lin-wei-shi-1.php,网络源,,138,未分组,403
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-gao-qing-2.m3u8,网络源,,135,未分组,403
é»‘é¾™æ±Ÿå«è§†,https://t.freetv.fun/live/hei-long-jiang-wei-shi-13.php,网络源,,136,未分组,403
å°è§†æ–°é—»,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8,网络源,,142,未分组,200
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-5.m3u8,网络源,,148,未分组,403
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/jin-ying-qia-tong-44.m3u8,网络源,,14,未分组,403
å¹¿ä¸œä½“è‚²,https://t.freetv.fun/live/yan-dong-ti-yu-gao-qing-1.m3u8,网络源,,143,未分组,403
é»‘é¾™æ±Ÿå«è§†,https://t.freetv.fun/live/hei-long-jiang-wei-shi.m3u8,网络源,,145,未分组,403
é»‘é¾™æ±Ÿå«è§†,https://t.freetv.fun/live/hei-long-jiang-wei-shi-12.m3u8,网络源,,148,未分组,403
