频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
[BD]us oxygen,https://stream1.freetv.fun/us-oxygen-2.ctv,网络源,https://epg.pw/media/images/channel/2019/09/15/large/20190915010036981105_80.jpg,1.797,未分组,h264,1920x1080,29.97002997002997,有音频
[HD]spectrum sportsnet-,https://stream1.freetv.fun/spectrum-sportsnet-2.ctv,网络源,https://epg.pw/media/images/channel/2023/10/27/large/20231027181432143729_67.png,1.634,未分组,h264,1280x720,59.94005994005994,有音频
[BD]tsn 2 (usa) ==,https://stream1.freetv.fun/tsn-2-3.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821155424578482_92.png,1.810,未分组,h264,1920x1080,60.0,有音频
[BD]racer brasil,https://stream1.freetv.fun/racer-brasil-1.m3u8,网络源,https://epg.pw/media/,2.134,未分组,h264,640x360,29.97002997002997,有音频
[SD]qvc,https://stream1.freetv.fun/qvc-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174951942025_45.png,2.336,未分组,h264,640x360,30.0,有音频
[HD]pbs kids alaska,https://stream1.freetv.fun/pbs-kids-alaska-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2018/09/15/20180915122746104734_93.png,2.370,未分组,h264,416x234,29.97002997002997,有音频
[HD]tvj,https://stream1.freetv.fun/tvj-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,2.443,未分组,h264,1280x720,30.0,有音频
[VGA]tv one,https://stream1.freetv.fun/tv-one-3.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231053033929_49.png,2.396,未分组,h264,576x324,30.0,有音频
[HD]fanduel sports network north,https://stream1.freetv.fun/fanduel-sports-network-north-1.m3u8,网络源,https://epg.pw/media/images/channel/2017/01/05/large/20170105145517180728_73.png,2.372,未分组,h264,1280x720,59.94005994005994,有音频
[VGA]tvi internacional,https://stream1.freetv.fun/tvi-internacional-6.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173750013761_42.png,0.803,未分组,,,,无音频
[HD]ช่อง nesn,https://stream1.freetv.fun/ch-ng-nesn-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/01/large/20230601220959793959_91.png,2.565,未分组,h264,1280x720,25.0,有音频
[BD]star tve,https://stream1.freetv.fun/star-tve-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174525906561_91.png,2.570,未分组,h264,1920x1080,25.0,有音频
[BD]sportsnet one =,https://stream1.freetv.fun/sportsnet-one-6.ctv,网络源,https://epg.pw/media/images/channel/2023/09/10/large/20230910194953438917_10.png,1.038,未分组,h264,1920x1080,60.0,有音频
[HD]go2travel,https://stream1.freetv.fun/go2travel-1.m3u8,网络源,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,2.930,未分组,h264,1280x720,25.0,有音频
[BD]sky cinema select *m[geo-blocked],https://stream1.freetv.fun/sky-cinema-select--m-2.ctv,网络源,https://epg.pw/media/images/channel/2022/10/22/large/20221022002850610910_54.png,2.990,未分组,h264,1920x1080,25.0,有音频
[VGA]ca sportsnet ontario,https://stream1.freetv.fun/ca-sportsnet-ontario-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/31/large/20250131031730760929_90.png,0.957,未分组,h264,768x432,30.0,有音频
[BD]star,https://stream1.freetv.fun/star-5.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/10/20170210220150037360_96.png,3.270,未分组,h264,960x540,25.0,有音频
[HD]tsn5,https://stream1.freetv.fun/tsn5-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/01/large/20220301201717758353_67.png,3.354,未分组,h264,1280x720,30.0,有音频
[HD]one *wj,https://stream1.freetv.fun/one--wj-1.m3u8,网络源,https://epg.pw/media/img/logo/1_240.jpg,3.413,未分组,h264,1280x720,25.0,有音频
[BD]pll network,https://stream1.freetv.fun/pll-network-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/06/26/large/20220626164110274832_61.jpg,3.510,未分组,h264,1920x1080,30.0,有音频
[HD]t2 tv,https://stream1.freetv.fun/t2-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,3.605,未分组,h264,1280x720,25.0,有音频
[VGA]sportsnet ontario-,https://stream1.freetv.fun/sportsnet-ontario-3.ctv,网络源,https://epg.pw/media/images/channel/2025/01/31/large/20250131031730760929_90.png,0.619,未分组,h264,768x432,30.0,有音频
[HD]sportsnet pacific =,https://stream1.freetv.fun/sportsnet-pacific-11.ctv,网络源,https://epg.pw/media/images/channel/2023/09/10/large/20230910195234972796_16.png,1.078,未分组,h264,1280x720,60.0,有音频
[HD]mbc brasil tv,https://stream1.freetv.fun/mbc-brasil-tv-1.m3u8,网络源,https://epg.pw/media/,3.960,未分组,h264,1280x720,59.94005994005994,有音频
[HD]sky cinema premier *m[geo-blocked],https://stream1.freetv.fun/sky-cinema-premier--m-2.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/11/20150211203034200818_70.jpg,2.268,未分组,h264,1920x1080,25.0,有音频
[BD]nickelodeon,https://stream1.freetv.fun/nickelodeon-7.m3u8,网络源,https://epg.pw/media/,0.693,未分组,h264,1920x1080,59.94005994005994,有音频
[HD]hot rock,https://stream1.freetv.fun/hot-rock-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624004051287373_44.png,1.341,未分组,h264,1280x720,29.97002997002997,有音频
[HD]rai news 24,https://stream1.freetv.fun/rai-news-24-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174021801258_80.png,2.250,未分组,h264,768x432,25.0,有音频
[SD]noursat mariam,https://stream1.freetv.fun/noursat-mariam-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174257288016_34.png,1.521,未分组,h264,1024x576,25.0,有音频
[HD]sky news,https://stream1.freetv.fun/sky-news-12.m3u8,网络源,https://epg.pw/media/img/logo/1_215.jpg,2.415,未分组,h264,1280x720,30.0,有音频
[BD]nickelodeon[geo-blocked],https://stream1.freetv.fun/nickelodeon-33.m3u8,网络源,https://epg.pw/media/,2.642,未分组,h264,1920x1080,25.0,有音频
[BD]outdoor channel,https://stream1.freetv.fun/outdoor-channel-3.m3u8,网络源,https://epg.pw/media/img/logo/outdoor_channel_hd_1.png,4.954,未分组,h264,1920x1080,29.97002997002997,有音频
[SD]qvc uk,https://stream1.freetv.fun/qvc-uk-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174951942025_45.png,5.143,未分组,h264,960x540,25.0,有音频
[VGA]public senat 24/24,https://stream1.freetv.fun/public-senat-24-24-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175017403710_81.png,2.598,未分组,h264,848x480,25.0,有音频
