频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
长乐综合 [Geo-blocked],http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8,网络源,,0.975,未分组,,,,无音频
山东新闻 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/ggpd.m3u8,网络源,,1.031,未分组,,,,无音频
山东农科 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/nkpd.m3u8,网络源,https://i.imgur.com/EY2zH06.png,0.049,未分组,,,,无音频
Zee One Africa,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119051/zeeoneuk/playlist.m3u8,网络源,https://i.imgur.com/m0PYBQz.png,0.082,未分组,,,,无音频
Xtreme Outdoor Presented by HISTORY,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6000a6f4c3f8550008fc9b91/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d3736-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d082e15e-9214-4119-8638-15c2c0edce25,网络源,,1.128,未分组,h264,426x240,30.0,有音频
贝爷影厅,http://epg.112114.xyz/douyu/252802,网络源,,1.197,未分组,,,,无音频
ОТР,https://streaming.televizor-24-tochka.ru/live/12.m3u8,网络源,https://i.imgur.com/VaWlnjZ.png,1.391,未分组,,,,无音频
四川公共 (720p),http://scgctvshow.sctv.com/hdlive/sctv9/index.m3u8,网络源,,1.432,未分组,,,,无音频
山东体育 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/typd.m3u8,网络源,https://i.imgur.com/zX4RxvG.png,0.051,未分组,,,,无音频
НТВ +1,https://cdn.ntv.ru/ntv1/playlist.m3u8,网络源,https://i.imgur.com/9r1BKzK.png,1.586,未分组,,,,无音频
НТВ Право,https://cdn.ntv.ru/th_pravo/playlist.m3u8,网络源,https://i.imgur.com/3ChnWGg.png,1.660,未分组,,,,无音频
ZIZ TV (720p),https://media.slactech.com:1936/ZIZDirect/ZIZDirect/playlist.m3u8,网络源,https://i.imgur.com/fB09i6X.png,1.726,未分组,h264,1920x1080,29.97002997002997,有音频
ZAZ,https://cloud.fastchannel.es/mic/manifiest/hls/zaztv/zaztv.m3u8,网络源,,1.719,未分组,h264,1920x1080,50.0,有音频
Мир +7 (540p),http://hls.mirtv.cdnvideo.ru/mirtv-parampublish/mirtv7_2500/playlist.m3u8,网络源,https://i.imgur.com/AqWaJT8.png,0.251,未分组,,,,无音频
Zylo Cine Friki (1080p),https://zylo-cinefriki-rakuten.amagi.tv/playlist.m3u8,网络源,,2.460,未分组,h264,1920x1080,25.0,有音频
Югра,https://live-ugratv.cdnvideo.ru/ugratv/ugratv/playlist.m3u8,网络源,https://i.imgur.com/561FRwI.png,2.577,未分组,h264,1920x1080,25.0,有音频
Твое ТВ Юмор,http://tvoetv.space:8080/tvoetv_humor/index.m3u8,网络源,https://smotret.tv/images/tvoe-tv-yumor.webp,2.775,未分组,h264,1920x1080,25.0,有音频
Твое TV HD,http://tvoetv.space:8080/tvoetv/index.m3u8,网络源,https://i.imgur.com/kKAM7dP.png,2.831,未分组,h264,1920x1080,25.0,有音频
Россия 24 (576p) [Not 24/7],https://uiptv.do.am/1ufc/000000006/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Rossiya-24_Logo.svg/512px-Rossiya-24_Logo.svg.png,1.443,未分组,,,,无音频
Кинеко,http://194.143.148.28:8080/KINEKO/index.m3u8,网络源,https://i.imgur.com/Otfvlmf.png,2.112,未分组,h264,720x576,25.0,有音频
Z Nation,https://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883098,网络源,https://images-1.rakuten.tv/storage/global-live-channel/translation/artwork/dff3a92e-c4aa-49c4-b1b6-4a847428b8d5-width200-quality90.png,3.253,未分组,h264,1280x720,23.976023976023978,有音频
Открытый мир. Здоровье,https://v4.proofix.ru/0mir/index.m3u8,网络源,https://i.imgur.com/7orZOJA.png,3.731,未分组,h264,1024x576,25.0,有音频
万州三峡移民 (576p) [Not 24/7],http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8,网络源,,1.369,未分组,h264,720x576,25.0,有音频
Z One,https://89ec2d15e090480bb419d940b8793b9c.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RakutenTV-eu_ZeeWorld-1/playlist.m3u8,网络源,https://i.postimg.cc/QN5NkY1h/zeeone.png,0.168,未分组,,,,无音频
Zjarr TV (360p),https://zjarr.future.al/hls/playlist.m3u8,网络源,https://i.imgur.com/hNuWZWe.png,1.930,未分组,h264,640x360,25.0,有音频
宿州科教 (1080p) [Not 24/7],http://live.ahsz.tv/video/s10001-kxjy/index.m3u8,网络源,,3.321,未分组,h264,1920x1080,25.0,有音频
山东生活 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/shpd.m3u8,网络源,https://i.imgur.com/bWPiC14.png,0.048,未分组,,,,无音频
ZNBC TV 1,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119689/znbc1/playlist.m3u8,网络源,https://i.postimg.cc/5tYW9jmb/znbctv1.png,0.073,未分组,,,,无音频
CCTV-14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CCTV14.png,0.825,未分组,h264,1920x1080,30.0,有音频
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CCTV14.png,5.240,未分组,h264,1920x1080,25.0,有音频
Zylo Cine Western (1080p) [Geo-blocked],https://amg00711-zylo-amg00711c9-rakuten-es-5783.playouts.now.amagi.tv/playlist/amg00711-zylofast-cinewesternes-rakutenes/playlist.m3u8,网络源,,0.121,未分组,,,,无音频
Xtrem Sports,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/e0b81a5c-6ab5-48cd-aaa9-f82de4ab5bf9/manifest.m3u8,网络源,,5.433,未分组,h264,1920x1080,25.0,有音频
Zee One (1080p),https://amg17931-zee-amg17931c6-samsung-au-8872.playouts.now.amagi.tv/playlist/amg17931-asiatvusaltdfast-zeeworld-samsungau/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/2/24/Zee_One_Logo_2025.png,5.679,未分组,h264,1920x1080,29.97002997002997,有音频
ZNBC TV 2,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119689/znbc2/playlist.m3u8,网络源,https://i.imgur.com/buMjKaq.png,0.081,未分组,,,,无音频
Z (Запорожье) (1080p),https://stream.ztv.zp.ua/hls/live.m3u8,网络源,https://i.imgur.com/E5aV5aa.png,3.233,未分组,h264,1920x1080,25.0,有音频
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8,网络源,,0.825,未分组,,,,无音频
YourTime TV,https://hls.yourtime.live/hls/stream.m3u8,网络源,https://i.imgur.com/X38vWJ1.png,2.390,未分组,h264,1280x720,25.0,有音频
CCTV-8,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CCTV8.png,0.795,未分组,,,,无音频
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8,网络源,,4.738,未分组,h264,1920x1080,30.0,有音频
YTA TV,https://yta.unitedteleports.tv/hls/YTA.m3u8,网络源,https://upload.wikimedia.org/wikipedia/en/8/84/YouToo_America_logo.png,0.958,未分组,h264,1920x1080,59.94005994005994,有音频
Поехали!,http://31.148.48.15/Poehali/index.m3u8,网络源,https://i.imgur.com/ZNCpbII.png,6.754,未分组,h264,720x576,25.0,有音频
Домашний,https://streaming.televizor-24-tochka.ru/live/17.m3u8,网络源,https://i.imgur.com/XVRwgom.png,0.637,未分组,,,,无音频
CCTV-7,https://www.freetv.top/migu/673168121.m3u8?migutoken=44446ab398991313e6a822efdaec82f3b845a2e8f141c172aa857c477255724bbb28fc01d33f764c51106c446af1c57e8815b58822075b194f4cf55cde28fe55f54330d4586c92e75e8aa50a48,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CCTV7.png,1.267,未分组,h264,1920x1080,30.0,有音频
