频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
æµæºç”µè§†ä¸€å¥—,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµæºç”µè§†ä¸€å¥—.png,0.559,未分组,,,,无音频
è¥¿å®æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/xi-zhu-xin-wen-zong-he-2.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¥¿å®æ–°é—»ç»¼åˆ.png,0.703,未分组,,,,无音频
é™•è¥¿éƒ½å¸‚é’æ˜¥,https://migu.188766.xyz/?migutoken=a24ec2ab19e8d85e62a6a82d730c0176&id=%E9%99%95%E8%A5%BF%E9%83%BD%E5%B8%82%E9%9D%92%E6%98%A5%E9%A2%91%E9%81%93&type=yy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é™•è¥¿éƒ½å¸‚é’æ˜¥.png,1.312,未分组,h264,1920x1080,28.0,有音频
æµ·å—æ–°é—»,https://migu.188766.xyz/?migutoken=c695504b788326775b16d1b3e4eb4252&id=hn_xwpd&type=sz,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµ·å—æ–°é—».png,1.319,未分组,h264,1920x1080,28.0,有音频
æ±Ÿè‹æ•™è‚²,https://migu.188766.xyz/?migutoken=bfd96895aa8e3e9aa47561510518c058&id=%E6%B1%9F%E8%8B%8F%E6%95%99%E8%82%B2&type=yy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ±Ÿè‹æ•™è‚².png,1.354,未分组,h264,1920x1080,28.0,有音频
å«è¾‰ç»¼åˆ,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å«è¾‰ç»¼åˆ.png,0.141,未分组,,,,无音频
æµ·å—æ–‡æ—…,https://migu.188766.xyz/?migutoken=32bbe614ebd2e507d6fac6140ef1b138&id=hn_wlpd&type=sz,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµ·å—æ–‡æ—….png,1.499,未分组,h264,1920x1080,28.0,有音频
æ— é”¡å¨±ä¹,https://stream.thmz.com/wxtv2/playlist.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ— é”¡å¨±ä¹.png,1.597,未分组,,,,无音频
æ¹–å—å…¬å…±,https://stream1.freetv.fun/hu-nan-gong-gong-7.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ¹–å—å…¬å…±.png,1.693,未分组,h264,1280x720,25.0,有音频
æ¹–å—ç»è§†,https://stream1.freetv.fun/hu-nan-jing-shi-4.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ¹–å—ç»è§†.png,1.708,未分组,h264,1280x720,25.0,有音频
