频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
ä¸Šæµ·ç¬¬ä¸€è´¢ç»,https://migu.188766.xyz/?migutoken=b8d7dbd0bc89492df1c76fe83baa3f8d&id=%E4%B8%8A%E6%B5%B7%E7%AC%AC%E4%B8%80%E8%B4%A2%E7%BB%8F&type=yy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸Šæµ·ç¬¬ä¸€è´¢ç».png,1.100,未分组,,ok; 伪源相似度: 1.0000,1.0
é’æµ·å«è§†,http://j.x.bkpcp.top/jx/QHWS,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é’æµ·å«è§†.png,1.123,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸ƒå½©æˆå‰§,http://z.b.bkpcp.top/m.php?id=qcxj,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸ƒå½©æˆå‰§.png,1.471,未分组,,error,0.0
æ­å·æ˜ç,https://stream1.freetv.fun/hang-zhou-ming-zhu-1.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ­å·æ˜ç .png,1.618,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸Šæµ·éƒ½å¸‚,https://stream1.freetv.fun/shang-hai-du-shi-10.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸Šæµ·éƒ½å¸‚.png,1.638,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸œæ–¹å½±è§†,https://stream1.freetv.fun/dong-fang-ying-shi-4.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ–¹å½±è§†.png,1.734,未分组,,ok; 伪源相似度: 1.0000,1.0
æ­å·ç»¼åˆ,https://stream1.freetv.fun/hang-zhou-zong-he-2.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ­å·ç»¼åˆ.png,1.890,未分组,,ok; 伪源相似度: 1.0000,1.0
å—äº¬æ•™ç§‘,https://mgtv.ottiptv.cc/migu/838153729.m3u8?migutoken=0427a8c0867765b66984ce8ef774d494eeb52a2d6a7eefe17c4b03fa30923700917323b8951caa30617f3eecc1db2844cdff2f7470556533fbc072ad7a7cb0c6284344cc57983294a2b26f4303,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å—äº¬æ•™ç§‘.png,1.991,未分组,,error,0.0
å¹¿ä¸œæ–°é—»,https://stream1.freetv.fun/yan-dong-xin-wen-15.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å¹¿ä¸œæ–°é—».png,2.103,未分组,,ok; 伪源相似度: 1.0000,1.0
ç»å…´æ–‡åŒ–å½±é™¢,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-2.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç»å…´æ–‡åŒ–å½±é™¢.png,2.104,未分组,,ok; 伪源相似度: 1.0000,1.0
