频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
[BD]cctv14,https://stream1.freetv.fun/cctv14-75.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,1.729,未分组,,error,0.0
[HD]cctv9,https://stream1.freetv.fun/cctv9-22.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001710136564_30.png,4.165,未分组,,error,0.0
[BD]cetv1[geo-blocked],https://stream1.freetv.fun/cetv1-10.m3u8,网络源,https://epg.pw/media/images/channel/2020/03/22/large/20200322212610371208_90.png,1.129,未分组,,error,0.0
[BD]bloomberg fr[geo-blocked],https://stream1.freetv.fun/bloomberg-fr-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,4.710,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]cctv1,https://stream1.freetv.fun/cctv1-53.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001359645907_15.png,6.106,未分组,,error,0.0
[HD]cctv4,https://stream1.freetv.fun/cctv4-33.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001917639668_91.png,2.881,未分组,,error,0.0
[HD]ช่อง xy plus 2,https://stream1.freetv.fun/ch-ng-xy-plus-2-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,5.218,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]parnian tv,https://stream1.freetv.fun/parnian-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,1.395,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]cctv4,https://stream1.freetv.fun/cctv4-24.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,3.286,未分组,,error,0.0
[BD]cctv13[geo-blocked],https://stream1.freetv.fun/cctv13-50.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,11.714,未分组,,error,0.0
[BD]chc家庭影院[geo-blocked],https://stream1.freetv.fun/chcjia-ting-ying-yuan-21.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720204118595367_23.png,1.169,未分组,,ok; 伪源相似度: 1.0000,1.0
[VGA]canale 8,https://stream1.freetv.fun/canale-8-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173902257431_55.png,3.076,未分组,,ok; 伪源相似度: 1.0000,1.0
[SD]bridge,https://stream1.freetv.fun/bridge-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223041449844107_44.png,8.212,未分组,,error,0.0
[SD]bioskop indonesia,https://stream1.freetv.fun/bioskop-indonesia-2.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,5.492,未分组,,error,0.0
[HD]ช่อง a e,https://stream1.freetv.fun/ch-ng-a-e-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005928094199_61.png,1.512,未分组,,ok; 伪源相似度: 1.0000,1.0
