频道名,地址,来源,图标,检测时间,分组,视频信息
[BD]us amc,https://stream1.freetv.fun/us-amc-1.ctv,网络源,https://epg.pw/media/images/channel/2018/01/18/large/20180118210133904705_73.png,1.585,未分组,
[HD]atlanta channel,https://stream1.freetv.fun/atlanta-channel-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106151538465454_86.png,1.601,未分组,
[SD]people are awesome,https://stream1.freetv.fun/people-are-awesome-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/28/large/20231128184149398211_42.png,1.618,未分组,
[BD]boomerang ==[geo-blocked],https://stream1.freetv.fun/boomerang-12.ctv,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005610442704_21.png,1.705,未分组,
[BD]aghani aghani tv,https://stream1.freetv.fun/aghani-aghani-tv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/22/20150722070454775585_11.jpg,2.215,未分组,
[BD]alsharqiya,https://stream1.freetv.fun/alsharqiya-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/8edf68fca605a7b93c190c26e55838a3.png,2.292,未分组,
[SD]amg tv (1080p),https://stream1.freetv.fun/amg-tv-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613193241304394_95.png,0.906,未分组,
[HD]cbs sports network ==,https://stream1.freetv.fun/cbs-sports-network-3.ctv,网络源,https://epg.pw/media/images/channel/2022/08/17/large/20220817142130561573_49.png,1.059,未分组,
[VGA]cnn indonesia,https://stream1.freetv.fun/cnn-indonesia-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,2.807,未分组,
[BD]bbc news[geo-blocked],https://stream1.freetv.fun/bbc-news-4.ctv,网络源,https://epg.pw/media/images/channel/2016/06/13/large/20160613215356459079_10.png,2.859,未分组,
[BD]bbc news[geo-blocked],https://stream1.freetv.fun/bbc-news-2.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/13/large/20160613215356459079_10.png,2.930,未分组,
[HD]cbs news colorado (720p),https://stream1.freetv.fun/cbs-news-colorado-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,3.100,未分组,
[VGA]bride tv,https://stream1.freetv.fun/bride-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,3.427,未分组,
[SD]al masar tv,https://stream1.freetv.fun/al-masar-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613182249433693_39.png,3.560,未分组,
[HD]canal futura,https://stream1.freetv.fun/canal-futura-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,1.506,未分组,
[BD]monte carlo digital television (1080p),https://stream1.freetv.fun/monte-carlo-digital-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,3.960,未分组,
[BD]africa 24 english,https://stream1.freetv.fun/africa-24-english-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104534160761_51.png,4.211,未分组,
[HD]bbc world news *wj,https://stream1.freetv.fun/bbc-world-news--wj-1.m3u8,网络源,https://epg.pw/media/img/logo/1_189.jpg,2.007,未分组,
[HD]canal motor,https://stream1.freetv.fun/canal-motor-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,4.960,未分组,
[HD]animal planet =,https://stream1.freetv.fun/animal-planet-12.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128061020658752_30.png,0.894,未分组,
[SD]bfm business,https://stream1.freetv.fun/bfm-business-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/22/20150722023356555432_88.jpg,5.085,未分组,
[VGA]bloomberg tv europe,https://stream1.freetv.fun/bloomberg-tv-europe-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,1.030,未分组,
[SD]cctv8,https://stream1.freetv.fun/cctv8-3.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001717964200_12.png,5.258,未分组,
[HD]cnn indonesia,https://stream1.freetv.fun/cnn-indonesia-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,5.305,未分组,
[HD]television espoir 47,https://stream1.freetv.fun/television-espoir-47-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,3.132,未分组,
[SD]cbs network =,https://stream1.freetv.fun/cbs-network-3.ctv,网络源,https://epg.pw/media/images/channel/2017/09/17/large/20170917225055829014_84.jpg,0.665,未分组,
[HD]beverly hills television 35 (720p),https://stream1.freetv.fun/beverly-hills-television-35-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,0.964,未分组,
[BD]amc thrillers =,https://stream1.freetv.fun/amc-thrillers-3.ctv,网络源,https://epg.pw/media/images/channel/2022/04/01/large/20220401234506250664_19.png,0.709,未分组,
[HD]cbs news bay area,https://stream1.freetv.fun/cbs-news-bay-area-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,3.442,未分组,
[HD]aksu tv,https://stream1.freetv.fun/aksu-tv-1.m3u8,网络源,https://epg.pw/media/,6.362,未分组,
[SD]catholic tv,https://stream1.freetv.fun/catholic-tv-2.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/5ecf5c1d66f3f71ed8088b49e763c19c.png,2.636,未分组,
[HD]canal 56,https://stream1.freetv.fun/canal-56-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,3.828,未分组,
[HD]us bet,https://stream1.freetv.fun/us-bet-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2016/02/05/20160205110651673288_12.png,0.880,未分组,
[SD]actv,https://stream1.freetv.fun/actv-2.m3u8,网络源,https://epg.pw/media/img/logo/1_86.jpg,0.984,未分组,
[BD]cctv13[geo-blocked],https://stream1.freetv.fun/cctv13-47.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,6.568,未分组,
[BD]cctv4[geo-blocked],https://stream1.freetv.fun/cctv4-31.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001917639668_91.png,1.519,未分组,
[HD]coral gables television,https://stream1.freetv.fun/coral-gables-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.612,未分组,
[HD]bbc world news *wj,https://stream1.freetv.fun/bbc-world-news--wj-2.m3u8,网络源,https://epg.pw/media/img/logo/1_189.jpg,6.944,未分组,
[BD]gem shopping network,https://stream1.freetv.fun/gem-shopping-network-1.m3u8,网络源,https://epg.pw/media/,1.894,未分组,
[VGA]ช่อง billiards plus[geo-blocked],https://stream1.freetv.fun/ch-ng-billiards-plus-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224210657687848_92.jpeg,7.138,未分组,
[BD]berita rtm[geo-blocked],https://stream1.freetv.fun/berita-rtm-1.m3u8,网络源,https://epg.pw/media/images/channel/2020/01/17/large/20200117235234993475_81.PNG,5.522,未分组,
[HD]cnn brasil,https://stream1.freetv.fun/cnn-brasil-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020654244584_90.png,0.876,未分组,
[BD]ช่อง bein sports xtra,https://stream1.freetv.fun/ch-ng-bein-sports-xtra-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/06/10/large/20240610200314603206_72.png,1.941,未分组,
[VGA]kto,https://stream1.freetv.fun/kto-4.m3u8,网络源,https://epg.pw/media/images/channel/2024/11/11/large/20241111003555433916_83.png,8.071,未分组,
[HD]bein sports usa,https://stream1.freetv.fun/bein-sports-usa-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/25/large/20240825041356860019_82.png,2.144,未分组,
[BD]bollywood[geo-blocked],https://stream1.freetv.fun/bollywood-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164739314866_74.png,1.615,未分组,
[HD]thrillers 365,https://stream1.freetv.fun/thrillers-365-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/01/large/20220401234506250664_19.png,1.687,未分组,
[VGA]cj onstyle plus,https://stream1.freetv.fun/cj-onstyle-plus-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,5.751,未分组,
[VGA]atomic tv,https://stream1.freetv.fun/atomic-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/04/30/20170430212545690136_35.jpg,3.674,未分组,
[SD]bride tv (576p),https://stream1.freetv.fun/bride-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,2.575,未分组,
[HD]cartoon network uhd *m[geo-blocked],https://stream1.freetv.fun/cartoon-network-uhd--m-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060650320978_43.jpg,2.149,未分组,
[HD]csi,https://stream1.freetv.fun/csi-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/02/large/20211102205540041026_31.png,2.355,未分组,
[SD]accuweather now (1080p),https://stream1.freetv.fun/accuweather-now-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/06/large/20231106225416662165_46.png,3.108,未分组,
[BD]astro premier league *v[geo-blocked],https://stream1.freetv.fun/astro-premier-league--v-1.ctv,网络源,https://epg.pw/media/images/channel/2024/10/28/large/20241028154405349622_26.png,6.779,未分组,
[BD]al arabiya,https://stream1.freetv.fun/al-arabiya-2.m3u8,网络源,https://epg.pw/media/img/logo/AL_Arabiya.PNG,1.691,未分组,
[BD]amedia premium,https://stream1.freetv.fun/amedia-premium-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174418957960_87.png,2.746,未分组,
[BD]cbeebies uhd *m[geo-blocked],https://stream1.freetv.fun/cbeebies-uhd--m-2.ctv,网络源,https://epg.pw/media/images/channel/2017/03/06/large/20170306151945702456_36.png,2.407,未分组,
[HD]canal 6,https://stream1.freetv.fun/canal-6-2.m3u8,网络源,https://epg.pw/media/,2.049,未分组,
[HD]cctv2,https://stream1.freetv.fun/cctv2-35.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,0.816,未分组,
[BD]al arabiya,https://stream1.freetv.fun/al-arabiya-3.m3u8,网络源,https://epg.pw/media/img/logo/AL_Arabiya.PNG,4.532,未分组,
[BD]canal 26,https://stream1.freetv.fun/canal-26-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174553884913_72.png,4.661,未分组,
[BD]cgtn русский,https://stream1.freetv.fun/cgtn-russkii-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/20/large/20220520002527861002_28.jpg,2.828,未分组,
[BD]cnn int[geo-blocked],https://stream1.freetv.fun/cnn-int-2.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,4.724,未分组,
[HD]bloomberg tv mongolia,https://stream1.freetv.fun/bloomberg-tv-mongolia-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/e9a4a00ce4ffa3efdc4794971d99a6b6.png,11.965,未分组,
[HD]astro awani,https://stream1.freetv.fun/astro-awani-15.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/02/large/20230602231401396043_82.jpg,7.107,未分组,
[BD]la 1 uhd[geo-blocked],https://stream1.freetv.fun/la-1-uhd-2.m3u8,网络源,https://epg.pw/media/,2.614,未分组,
[BD]cctv5 plus[geo-blocked],https://stream1.freetv.fun/cctv5-plus-64.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001746078420_25.png,1.418,未分组,
[BD]alpha ard,https://stream1.freetv.fun/alpha-ard-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020443112628_58.png,9.909,未分组,
[BD]cnn brasil,https://stream1.freetv.fun/cnn-brasil-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020654244584_90.png,1.323,未分组,
[BD]bbc *s[geo-blocked],https://stream1.freetv.fun/bbc--s-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313161716574036_61.png,2.318,未分组,
[BD]cctv2[geo-blocked],https://stream1.freetv.fun/cctv2-55.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,4.890,未分组,
[BD]al sharqiya,https://stream1.freetv.fun/al-sharqiya-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174746429595_47.png,1.819,未分组,
[HD]abc news live 2,https://stream1.freetv.fun/abc-news-live-2-3.m3u8,网络源,https://epg.pw/media/,0.946,未分组,
[BD]cctv10,https://stream1.freetv.fun/cctv10-12.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,5.558,未分组,
