频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
APN (576p),https://yuppftalive.akamaized.net/080823/apnnews/playlist.m3u8,网络源,https://i.imgur.com/RhkbhZD.png,0.432,未分组,,error,0.0
A1 TV Rajasthan (576p),https://yuppftalive.akamaized.net/080823/a1tv/playlist.m3u8,网络源,https://i.imgur.com/XJA3bh1.png,0.092,未分组,,error,0.0
Arte (720p) [Geo-blocked],https://artesimulcast.akamaized.net/hls/live/2031003/artelive_fr/index.m3u8,网络源,https://i.imgur.com/ecXMjNl.png,0.728,未分组,,error,0.0
Adventure Sports TV (1080p),https://d3rl6ns7c3ilda.cloudfront.net/scheduler/scheduleMaster/438.m3u8,网络源,https://i.imgur.com/9oyc88J.png,0.757,未分组,,error,0.0
Al-Majd Holy Quran,https://edge66.magictvbox.com/liveApple/al_majd/tracks-v1a1/mono.m3u8,网络源,https://i.imgur.com/JBelAQj.png,0.859,未分组,,error,0.0
ACTV [Geo-blocked],https://tvlocales-live.freecaster.com/live/95d2f733-1bc2-4bd5-9b96-c53ed3fc450f/95d2f733-1bc2-4bd5-9b96-c53ed3fc450f.isml/master.m3u8,网络源,https://i.postimg.cc/wMPdf2BK/actv.png,0.105,未分组,,error,0.0
Afrique Media,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120428/afriquemedia/playlist.m3u8,网络源,https://i.imgur.com/spQgX7X.png,0.100,未分组,,error,0.0
Alhurra (720p),https://mbn-ingest-worldsafe.akamaized.net/hls/live/2038900/MBN_Alhurra_Worldsafe_HLS/master.m3u8,网络源,https://i.imgur.com/tiQp2sR.png,1.871,未分组,,ok; 伪源相似度: 1.0000,1.0
Alhurra Iraq (720p),https://mbn-ingest-worldsafe.akamaized.net/hls/live/2038899/MBN_Iraq_Worldsafe_HLS/master.m3u8,网络源,https://i.postimg.cc/d0MGPcf3/alhurrairaq.png,2.199,未分组,,error,0.0
AYV TV,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120429/ayvtv/playlist.m3u8,网络源,https://i.imgur.com/5fP7hT0.png,0.107,未分组,,error,0.0
Barca TV,https://live20.bozztv.com/dvrfl06/astv/astv-barca/index.m3u8,网络源,https://i.postimg.cc/7Z1tW9BF/barcatv.png,0.246,未分组,,error,0.0
Arise & Shine TV,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119692/ariseandshine/playlist.m3u8,网络源,https://i.imgur.com/umGHkag.png,0.126,未分组,,error,0.0
Balafon TV,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120430/balafontv/playlist.m3u8,网络源,https://i.imgur.com/EqOzhYw.png,0.107,未分组,,error,0.0
Bansal News (576p),https://yuppftalive.akamaized.net/080823/bansalnews/playlist.m3u8,网络源,https://i.imgur.com/8QL8SiB.png,0.109,未分组,,error,0.0
1+1 International,https://uvotv-aniview.global.ssl.fastly.net/10010/dvr/hls/11international/playlist.m3u8,网络源,https://i.imgur.com/LOY0rtp.png,0.119,未分组,,error,0.0
ABC 6 Boise ID (KIVI) (720p),https://livetv-fa.tubi.video/kivi/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/e/e5/KIVI-TV_Idaho_News_6_logo.png,1.167,未分组,,ok; 伪源相似度: 1.0000,1.0
Al Qahera News,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119196/alqaheranews/playlist.m3u8,网络源,https://i.postimg.cc/gj6YPQQc/alqaheranews.png,0.107,未分组,,error,0.0
Advocate Broadcasting Network (576p),https://viewmedia7219.bozztv.com/wmedia/viewmedia100/web_045/Stream/playlist.m3u8,网络源,https://i.imgur.com/ZkBEAp7.png,4.459,未分组,,ok; 伪源相似度: 1.0000,1.0
Apostrophe TV,https://uvotv-aniview.global.ssl.fastly.net/10010/dvr/hls/apostroftv/playlist.m3u8,网络源,https://i.imgur.com/LCXvbQX.png,0.119,未分组,,error,0.0
Az Clic,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119960/aztecaclic/playlist.m3u8,网络源,https://i.imgur.com/ClqIQ4M.png,0.103,未分组,,error,0.0
Arise News,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119194/arisenews/playlist.m3u8,网络源,https://i.imgur.com/B5IXKIb.png,0.107,未分组,,error,0.0
Bac Lieu TV (1080p),https://tv.thbl.vn/live/tv/tv.m3u8,网络源,,1.787,未分组,,error,0.0
Alau TV (576p),https://otv.wotom.net/alau/stream.m3u8,网络源,https://i.imgur.com/gK6ZRzp.png,3.803,未分组,,ok; 伪源相似度: 1.0000,1.0
Alfa Dramas (226p) [Not 24/7],https://www.hellasnet.tv/rest2.live.hn/w2r.alf/playlist.m3u8,网络源,https://i.imgur.com/wnVEvRM.png,2.694,未分组,,error,0.0
Arkansas PBS [Geo-blocked],https://ketsdt.lls.pbs.org/out/v1/03c094dbd7874a4a8c3fe9fb10081bdb/index.m3u8,网络源,https://i.imgur.com/dNBZLtD.png,0.177,未分组,,error,0.0
13 Entretención (720p),https://origin.dpsgo.com/ssai/event/BBp0VeP6QtOOlH8nu3bWTg/master.m3u8,网络源,https://i.imgur.com/utI1tJV.png,1.160,未分组,,error,0.0
1+1 Marafon,https://uvotv-aniview.global.ssl.fastly.net/10010/dvr/hls/11maraphon/playlist.m3u8,网络源,https://i.imgur.com/smQKa2G.png,0.114,未分组,,error,0.0
2M,https://viamotionhsi.netplus.ch/live/eds/2mmaroc/browser-dash/2mmaroc.mpd,网络源,https://i.imgur.com/PJYTfHi.png,0.660,未分组,,error,0.0
Access Sacramento Channel 17,https://reflect-access-sacramento.cablecast.tv/live-7/live/live.m3u8,网络源,https://i.imgur.com/j0UC4ke.png,0.501,未分组,,error,0.0
ABC News GH,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120428/abcnewsghana/playlist.m3u8,网络源,https://i.imgur.com/gzr9QLq.png,0.111,未分组,,error,0.0
Azteca 7 (720p) [Geo-blocked],https://mdstrm.com/live-stream-playlist/609ad46a7a441137107d7a81.m3u8,网络源,https://i.imgur.com/UtFXjIn.png,0.234,未分组,,error,0.0
Aspire TV Life (720p),https://uptv-aspiretvlife-klowdtv.amagi.tv/playlist.m3u8,网络源,,12.518,未分组,,error,0.0
BBC Four (540p) [Geo-blocked],https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_four_hd/pc_hd_abr_v2.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/BBC_Four_logo_2021.svg/512px-BBC_Four_logo_2021.svg.png,0.094,未分组,,error,0.0
Az Corazon,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119960/aztecacorazon/playlist.m3u8,网络源,https://i.imgur.com/KIpSdQC.png,0.101,未分组,,error,0.0
Alfa Sport (1080p) [Not 24/7],https://dev.aftermind.xyz/edge-hls/unitrust/alfasports/index.m3u8?token=8TXWzhY3h6jrzqEqx,网络源,https://i.imgur.com/vhMPYIW.png,0.685,未分组,,error,0.0
Axe Men (1080p),https://335e33e2.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Um9rdV9BeE1lbl9ITFM/playlist.m3u8,网络源,,0.105,未分组,,error,0.0
Arica TV (480p) [Not 24/7],https://5eff35271151c.streamlock.net:1936/8002/8002/playlist.m3u8,网络源,https://i.imgur.com/I67WOgT.png,0.869,未分组,,error,0.0
Alpha et Omega TV (720p),https://video1.getstreamhosting.com:1936/8318/8318/playlist.m3u8,网络源,https://i.imgur.com/s9EgQQI.jpg,0.667,未分组,,ok; 伪源相似度: 1.0000,1.0
Alkhuzama Radio (1080p),https://live.kwikmotion.com/sbrksakhuzamaradiolive/srpkhuzama/playlist.m3u8,网络源,https://shahid.mbc.net/mediaObject/61010cbc-91c5-4ce1-94a4-ed40adadb97b,1.659,未分组,,ok; 伪源相似度: 1.0000,1.0
ABP Ganga (1080p),https://abplivetv.akamaized.net/hls/live/2043013/ganga/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/ABP_Ganga.svg/512px-ABP_Ganga.svg.png,5.129,未分组,,error,0.0
