频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
[HD]ช่อง french lover,https://stream1.freetv.fun/ch-ng-french-lover-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/02/20150202092612069529_95.png,1.787,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]ช่อง nba tv,https://stream1.freetv.fun/ch-ng-nba-tv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/10/06/20151006162032850296_37.jpg,1.981,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]nbc news,https://stream1.freetv.fun/nbc-news-2.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/21/large/20190121225455145966_13.png,3.124,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]ช่อง dorcel orig,https://stream1.freetv.fun/ch-ng-dorcel-orig-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/02/20150202091657261430_91.png,1.314,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]itv,https://stream1.freetv.fun/itv-4.ctv,网络源,https://epg.pw/media/images/channel/2017/05/21/large/20170521223910040532_53.jpg,3.777,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]hbo[geo-blocked],https://stream1.freetv.fun/hbo-16.m3u8,网络源,https://epg.pw/media/images/channel/2024/06/10/large/20240610185422140004_63.png,3.819,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]1 plus 1 марафон,https://stream1.freetv.fun/1-plus-1-marafon-4.ctv,网络源,https://epg.pw/media/img/logo/K1_1.png,2.491,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]comedy central,https://stream1.freetv.fun/comedy-central-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,1.484,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]fnx[geo-blocked],https://stream1.freetv.fun/fnx-2.m3u8,网络源,https://epg.pw/media/images/channel/2020/02/29/large/20200229001608560661_60.png,0.934,未分组,,ok; 伪源相似度: 1.0000,1.0
[SD]minimax,https://stream1.freetv.fun/minimax-4.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003738282051_91.png,3.649,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]national geographic wild *m[geo-blocked],https://stream1.freetv.fun/national-geographic-wild--m-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055811930970_35.png,2.328,未分组,,error,0.0
