频道名,地址,来源,图标,检测时间,分组,视频信息
[SD]world poker tour (1080p),https://stream1.freetv.fun/world-poker-tour-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/01/19/large/20220119215837807839_96.png,1.936,未分组,
[BD]深圳都市,https://stream1.freetv.fun/shen-zhen-du-shi-15.ctv,网络源,https://epg.pw/media/images/channel/2022/05/19/large/20220519234446820820_32.jpg,2.312,未分组,
[BD]adinkra tv,https://stream1.freetv.fun/adinkra-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/06/20160106030244447703_58.png,2.659,未分组,
[SD]天映经典,https://stream1.freetv.fun/tian-ying-jing-dian-2.ctv,网络源,https://epg.pw/media/images/channel/2019/01/23/large/20190123002742257631_40.jpg,2.637,未分组,
[SD]vevo retro rock[geo-blocked],https://stream1.freetv.fun/vevo-retro-rock-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/08/12/20160812131347436928_29.jpg,3.368,未分组,
[SD]рыжий,https://stream1.freetv.fun/ryzhii-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221516105322_42.png,3.265,未分组,
[SD]albuk tv (1080p) [not 24/7],https://stream1.freetv.fun/albuk-tv-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/04/20170104010152658279_68.jpg,3.503,未分组,
[HD]vox 1,https://stream1.freetv.fun/vox-1-1.m3u8,网络源,https://epg.pw/media/images/channel/2017/10/09/large/20171009223023677680_81.jpg,3.922,未分组,
[SD]tvt,https://stream1.freetv.fun/tvt-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174422468344_76.png,4.005,未分组,
[HD]star trek,https://stream1.freetv.fun/star-trek-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701232704939472_76.png,4.051,未分组,
[BD]ufc,https://stream1.freetv.fun/ufc-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020637494753_10.png,4.046,未分组,
[BD]gb news[geo-blocked],https://stream1.freetv.fun/gb-news-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/05/18/20160518053416189910_56.png,4.251,未分组,
[HD]tv land,https://stream1.freetv.fun/tv-land-2.m3u8,网络源,https://epg.pw/media/,4.292,未分组,
[BD]vevo 70s,https://stream1.freetv.fun/vevo-70s-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/08/12/20160812131559629236_65.jpg,4.420,未分组,
[SD]the design network (1080p),https://stream1.freetv.fun/the-design-network-2.m3u8,网络源,https://epg.pw/media/images/channel/2020/03/10/large/20200310214144345483_94.png,4.625,未分组,
[BD]world fishing network =,https://stream1.freetv.fun/world-fishing-network-4.ctv,网络源,https://epg.pw/media/images/channel/2022/03/01/large/20220301205554812744_29.png,1.604,未分组,
[HD]top news,https://stream1.freetv.fun/top-news-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/05/18/20160518053416189910_56.png,4.841,未分组,
[VGA]telefuturo,https://stream1.freetv.fun/telefuturo-2.m3u8,网络源,https://epg.pw/media/,1.582,未分组,
[BD]西安商务资讯,https://stream1.freetv.fun/xi-an-shang-wu-zi-xun-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/06/11/large/20220611224831692755_47.jpg,5.257,未分组,
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8,网络源,,5.363,未分组,
[HD]东莞新闻综合,https://stream1.freetv.fun/dong-wan-xin-wen-zong-he-5.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720202619100011_24.png,1.966,未分组,
[BD]world fishing network--,https://stream1.freetv.fun/world-fishing-network-6.ctv,网络源,https://epg.pw/media/images/channel/2022/03/01/large/20220301205554812744_29.png,1.246,未分组,
[BD]广东少儿,https://stream1.freetv.fun/yan-dong-shao-er-6.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721133553685102_74.png,1.740,未分组,
[VGA]内江综合,https://stream1.freetv.fun/nei-jiang-zong-he-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722142242811328_18.png,6.524,未分组,
[SD]吉林新闻综合,https://stream1.freetv.fun/ji-lin-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527162205528949_87.jpg,3.315,未分组,
[SD]电影,https://stream1.freetv.fun/dian-ying-30.m3u8,网络源,https://epg.pw/media/,4.688,未分组,
[BD]江苏影视[geo-blocked],https://stream1.freetv.fun/jiang-su-ying-shi-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/30/large/20220530230645676753_16.jpg,7.488,未分组,
[SD]mbc bollywood (1080p) [geo-blocked],https://stream1.freetv.fun/mbc-bollywood-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/12/17/large/20221217154207468966_93.jpg,7.364,未分组,
[BD]the country network,https://stream1.freetv.fun/the-country-network-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/03/28/large/20190328111316129706_88.png,3.273,未分组,
