频道名,地址,来源,图标,检测时间,分组,视频信息,相似度
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/yan-dong-wei-shi-51.ctv,网络源,,1.896,未分组,,0.5
æ²³å—å«è§†,http://60.174.40.117:85/tsfile/live/1034_1.m3u8?key=txiptv,网络源,,2.564,未分组,,0.25
å±±è¥¿å«è§†,https://stream1.freetv.fun/shan-xi-wei-shi-18.m3u8,网络源,,3.058,未分组,,0.5938
æ–°ç–†å«è§†,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8,网络源,,3.276,未分组,,0.4688
æ±Ÿè¥¿å«è§†,https://stream1.freetv.fun/jiang-xi-wei-shi-93.ctv,网络源,,3.465,未分组,,0.875
å®å¤å«è§†,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8,网络源,,4.256,未分组,,0.6094
æ–°ç–†å«è§†,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8,网络源,,2.915,未分组,,0.4531
äº‘å—å«è§†,https://stream1.freetv.fun/yun-nan-wei-shi-36.m3u8,网络源,,2.933,未分组,,0.5938
æ¹–åŒ—å«è§†,https://stream1.freetv.fun/hu-bei-wei-shi-97.m3u8,网络源,,6.118,未分组,,0.0
æ¹–åŒ—å«è§†,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.305,未分组,,0.5156
æ±Ÿè¥¿å«è§†,http://116.128.242.83:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.290,未分组,,0.5781
å±±è¥¿å«è§†,http://60.174.40.117:85/tsfile/live/0118_1.m3u8?key=txiptv,网络源,,6.532,未分组,,0.7969
å±±è¥¿å«è§†,https://stream1.freetv.fun/shan-xi-wei-shi-69.ctv,网络源,,4.661,未分组,,0.0
å¹¿ä¸œå«è§†,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.830,未分组,,0.2812
å±±ä¸œå«è§†,http://60.174.40.117:85/tsfile/live/1036_1.m3u8?key=txiptv,网络源,,6.120,未分组,,0.3125
å®å¤å«è§†,https://stream1.freetv.fun/6ea01271e67dd0f466bb5612f9a657cc251714f39d3155863d07ad6991512535.m3u8,网络源,,3.861,未分组,,0.5625
å±±è¥¿å«è§†,https://stream1.freetv.fun/shan-xi-wei-shi-90.m3u8,网络源,,6.457,未分组,,0.4531
