频道名,地址,来源,图标,检测时间,分组,视频信息,相似度
CCTV10,https://migu.188766.xyz/?migutoken=18b469d32dea38f615fbd8f9f0c1255c&id=CCTV10&type=yy,网络源,,1.287,未分组,,0.0
CCTV11,https://shyd.695847.xyz/cms001/ch00000090990000001309/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,2.214,未分组,,0.0
CCTV16,https://shyd.695847.xyz/cms001/ch00000090990000001248/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,1.104,未分组,,0.0
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8,网络源,,2.764,未分组,,0.4375
CCTV9,http://223.241.247.214:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.869,未分组,,0.5312
CCTV17,http://218.17.33.178:53290/tsfile/live/1016_1.m3u8?key=txiptv,网络源,,3.339,未分组,,0.4062
CCTV9,https://migu.188766.xyz/?migutoken=1bd254e8c5b223653a628d4e647eabae&id=CCTV9&type=yy,网络源,,5.078,未分组,,0.0
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-39.m3u8,网络源,,6.096,未分组,,0.5
CCTV14,http://220.170.241.204:9901/tsfile/live/0014_1.m3u8,网络源,,4.638,未分组,,0.0
CCTVå¤®è§†æ–‡åŒ–ç²¾å“,http://sh.lnott.top:880/dx104.m3u8,网络源,,3.170,未分组,,0.0
CCTV17,https://migu.188766.xyz/?migutoken=0c2643dc8272c5703a779c574f96f8e8&id=CCTV17&type=yy,网络源,,3.848,未分组,,0.0
CCTV15,http://sh.lnott.top:880/dx15.m3u8,网络源,,3.499,未分组,,0.2812
CCTV13,https://migu.188766.xyz/?migutoken=3fe93126aa7ad3be6cb3400f5393d171&id=CCTV13&type=yy,网络源,,4.119,未分组,,0.0
