频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
Ici Radio-Canada Télé Manitoba (CBWFT-DT) [Geo-blocked],https://rcavlive.akamaized.net/hls/live/704018/cancbwft/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/ICI_Manitoba_logo_2018.svg/512px-ICI_Manitoba_logo_2018.svg.png,0.563,未分组,,error,0.0
Ici Radio-Canada Télé Est du Québec (CJBR-DT) [Geo-blocked],https://rcavlive.akamaized.net/hls/live/704024/cancjbr/master.m3u8,网络源,https://i.imgur.com/1B3d8Jc.png,0.584,未分组,,error,0.0
Ici Radio-Canada Télé Estrie (CKSH-DT) [Geo-blocked],https://rcavlive.akamaized.net/hls/live/704016/cancksh/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/SRC-TV.svg/512px-SRC-TV.svg.png,0.598,未分组,,error,0.0
ITN [Not 24/7],https://ca-rt.onetv.app:8443/ITN/index-0.m3u8,网络源,https://i.imgur.com/U4sKHWy.png,0.806,未分组,,error,0.0
GEM Drama,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gemdrama/index-0.m3u8,网络源,https://i.imgur.com/k2pGyRH.png,0.139,未分组,,error,0.0
Fire TV,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120428/firetv/playlist.m3u8,网络源,https://i.imgur.com/om2y5Bp.png,0.148,未分组,,error,0.0
GEM Bollywood,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gembollywood/index-0.m3u8,网络源,https://i.imgur.com/2XASeBk.png,0.196,未分组,,error,0.0
Gabon 24,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120686/gabon24/playlist.m3u8,网络源,https://i.imgur.com/0Zq2brb.png,0.142,未分组,,error,0.0
GOOD TV CH27 空中聖經學院 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech27.m3u8,网络源,,2.658,未分组,,error,0.0
GEM Film,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gemfilm/index-0.m3u8,网络源,https://i.imgur.com/nrFz3LU.png,0.171,未分组,,error,0.0
Gólya TV (480p) [Geo-blocked],https://stream.streaming4u.hu/GolyaTV/index.m3u8,网络源,https://i.imgur.com/TeK6Pzb.png,0.855,未分组,,error,0.0
Home.Made.Nation,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5dc1cb279c91420009db261d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c293f93-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=5d04cbed-3ba0-4e3b-9baf-dc4eb838fa1c,网络源,https://i.imgur.com/IdGNIoB.png,1.840,未分组,,error,0.0
FREEDOM,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119693/freedomchannels/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/FreeDOMUAlogo.svg/512px-FreeDOMUAlogo.svg.png,0.101,未分组,,error,0.0
GEM Classic,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gemclassic/index-0.m3u8,网络源,https://i.imgur.com/25BhuOf.png,0.163,未分组,,error,0.0
GEM River,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gemriver/index-0.m3u8,网络源,https://i.imgur.com/yJ6f1B6.png,0.147,未分组,,error,0.0
Helwa TV (1080p),https://raw.githubusercontent.com/ipstreet312/freeiptv/master/ressources/dzflix/helwa.m3u8,网络源,,1.553,未分组,,error,0.0
Ici Radio-Canada Télé Québec (CBVT-DT) [Geo-blocked],https://rcavlive.akamaized.net/hls/live/664045/cancbvt/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Current_Logo_of_Ici_Radio-Canada_T%C3%A9l%C3%A9_%282016-present%29.svg/512px-Current_Logo_of_Ici_Radio-Canada_T%C3%A9l%C3%A9_%282016-present%29.svg.png,0.098,未分组,,error,0.0
GOOD TV CH16 葉光明 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech16.m3u8,网络源,,6.200,未分组,,error,0.0
GOOD TV CH20 恩典時分 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech20.m3u8,网络源,,5.068,未分组,,error,0.0
Goldstar TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6192396135f3910007fc5fc7/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc841a93-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=75107b1a-6063-4c0b-ba4a-37ea8ecf5809,网络源,,2.193,未分组,,error,0.0
Ice Road Truckers (1080p),https://3787c49a.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Um9rdV9JY2VSb2FkVHJ1Y2tlcnNfSExT/playlist.m3u8,网络源,,0.144,未分组,,error,0.0
Info Media News,https://uvotv-aniview.global.ssl.fastly.net/10010/live/hls/infomedianews/playlist.m3u8,网络源,https://i.imgur.com/uFSDnOr.png,0.119,未分组,,error,0.0
HanoiTV1 (1080p) [Geo-blocked],https://cloudstreamhntv.tek4tv.vn/capture/smil:HN1.smil/playlist.m3u8,网络源,https://i.imgur.com/Je3K25E.png,1.490,未分组,,error,0.0
Intermedia TV (576p) [Not 24/7],http://83.103.150.198:8080,网络源,https://i.imgur.com/cNXM4Mu.png,0.325,未分组,,error,0.0
FORMedia TV (1080p),https://svs.itworkscdn.net/formediatvlive/formediatv.smil/playlist.m3u8,网络源,https://i.imgur.com/8FcJ2I9.png,0.332,未分组,,error,0.0
HanoiTV2 (2160p) [Geo-blocked],https://cloudstreamhntv.tek4tv.vn/events/HN2/playlist.m3u8,网络源,https://i.imgur.com/szivqh2.png,1.198,未分组,,error,0.0
