频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
Bonaire.tv (1080p) [Not 24/7],https://media.streambrothers.com:1936/8506/8506/playlist.m3u8,网络源,https://i.ibb.co/rG8pHh9/bonaire-tv-logo-596x150.png,20.002,未分组,,,,无音频,timeout
BVN,https://viamotionhsi.netplus.ch/live/eds/bvn/browser-dash/bvn.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/BVN_logo.svg/512px-BVN_logo.svg.png,20.002,未分组,,,,无音频,timeout
Channel 8 Kurdish (720p),https://live.channel8.com/Channel8-Kurdish/index.fmp4.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Channel8corp.png/480px-Channel8corp.png,20.004,未分组,,,,无音频,timeout
BRIDGE Deluxe,http://31.148.48.15/Bridge_TV_HD/index.m3u8,网络源,https://i.imgur.com/EazL8w7.png,20.005,未分组,,,,无音频,timeout
Canal 33 Madrid,https://media2.streambrothers.com:1936/8140/8140/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Logo_Canal_33_Madrid_2025.jpg/512px-Logo_Canal_33_Madrid_2025.jpg,20.010,未分组,,,,无音频,timeout
City TV Capital City Connection [Not 24/7],https://capitalcityconnection.cablecast.tv/live/stream-1/live.m3u8,网络源,https://image.roku.com/developer_channels/prod/a2cb55884ff88035ebbbb32ef9c60a228314d0a2ac4c86722aff5ea1cb9abcd8.png,20.002,未分组,,,,无音频,timeout
Carac 5 SD,https://viamotionhsi.netplus.ch/live/eds/teleswizz/browser-dash/teleswizz.mpd,网络源,https://i.imgur.com/giDfku4.png,20.006,未分组,,,,无音频,timeout
Canale 5 HD,https://viamotionhsi.netplus.ch/live/eds/canale5/browser-dash/canale5.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Canale_5_-_2018_logo.svg/512px-Canale_5_-_2018_logo.svg.png,20.002,未分组,,,,无音频,timeout
Capital TV (1080p),https://streaming.tvnepal.com:19360/capitaltv/capitaltv.m3u8,网络源,https://i.imgur.com/hb4bq1t.png,20.002,未分组,,,,无音频,timeout
Bir TV (720p),https://live.artidijitalmedya.com/artidijital_birtv/birtv/playlist.m3u8,网络源,https://birtv.tv/assets/upload/637f83951df60.png,20.005,未分组,,,,无音频,timeout
