频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
å¤§æ—¶ä»£,http://cfss.cc/cdn/hy/23865161.m3u8,网络源,,20.288,未分组,,,,无音频,timeout
é‡‘é¹°å¡é€š,http://www.cdnstv.com:6398/hls/1149/index.m3u8,网络源,,20.239,未分组,,,,无音频,timeout
ç”Ÿæ´»æ—¶å°š,http://www.cdnstv.com:6398/hls/1186/index.m3u8,网络源,,20.001,未分组,,,,无音频,timeout
å¹¿ä¸œæ–°é—»,https://stream1.freetv.fun/yan-dong-xin-wen-5.ctv,网络源,,20.009,未分组,,,,无音频,timeout
å¼€ç«¯,http://cfss.cc/cdn/hy/11342397.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-36.ctv,网络源,,20.002,未分组,,,,无音频,timeout
é£è™ä¹‹æ½œè¡Œææˆ˜,https://live.metshop.top/yy/1354932420,网络源,,20.003,未分组,,,,无音频,timeout
çºªå®äººæ–‡,http://www.cdnstv.com:6398/hls/1175/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
çºªæ™“å²š,https://live.metshop.top/yy/1382781415,网络源,,20.002,未分组,,,,无音频,timeout
é‡‘é¹°å¡é€š,http://58.57.40.22:9901/tsfile/live/1059_1.m3u8,网络源,,20.001,未分组,,,,无音频,timeout
æµ™æ±Ÿå°‘å„¿,https://stream1.freetv.fun/zhe-jiang-shao-er-1.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
åŠ¨æ¼«ç§€åœº,http://www.cdnstv.com:6398/hls/1180/index.m3u8,网络源,,20.004,未分组,,,,无音频,timeout
CHCå®¶åº­å½±é™¢,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8,网络源,,20.007,未分组,,,,无音频,timeout
ä¸–ç•Œåœ°ç†,http://183.11.239.36:808/hls/11/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
å¹¿ä¸œæ–°é—»,https://stream1.freetv.fun/yan-dong-xin-wen-23.m3u8,网络源,,20.003,未分组,,,,无音频,timeout
ç”µå½±_ç„å¹»,http://cfss.cc/cdn/hy/11342414.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
å¹¿ä¸œä½“è‚²,http://kkk.888.3116598.xyz/api.php?n=tttt&id=kNP855&tk=FgM0vQMejxvG,网络源,,20.002,未分组,,,,无音频,timeout
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-21.ctv,网络源,,20.004,未分组,,,,无音频,timeout
å¹¿ä¸œä½“è‚²,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
æ¬¢ç¬‘å‰§åœº,http://www.cdnstv.com:6398/hls/1171/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-21.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
å˜‰ä½³å¡é€š,http://183.11.239.36:808/hls/8/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
é‡‘é¹°å¡é€š,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,20.002,未分组,,,,无音频,timeout
ç”„å­ä¸¹,https://stream1.freetv.fun/zhen-zi-dan-2.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
ç›å½©ç¯®çƒ,http://kkk.888.3116598.xyz/api.php?n=tttt&id=imBKNx&tk=FgM0vQMejxvG,网络源,,20.001,未分组,,,,无音频,timeout
éƒ½å¸‚å‰§åœº,http://www.cdnstv.com:6398/hls/1179/index.m3u8,网络源,,20.004,未分组,,,,无音频,timeout
é£äº‘è¶³çƒ,http://183.11.239.36:808/hls/133/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
å¹¿ä¸œä½“è‚²,http://183.11.239.36:808/hls/2/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
é¹¿é¼è®°,https://lunbo.freetv.top/yy/1382736920,网络源,,20.002,未分组,,,,无音频,timeout
æ¸¸æˆé£äº‘,http://www.cdnstv.com:6398/hls/1184/index.m3u8,网络源,,20.001,未分组,,,,无音频,timeout
å¡é…·å°‘å„¿,http://58.57.40.22:9901/tsfile/live/1060_1.m3u8,网络源,,20.001,未分组,,,,无音频,timeout
é­…åŠ›è¶³çƒ,http://www.cdnstv.com:6398/hls/1185/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-13.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
å˜‰ä½³å¡é€š,https://mgev.188766.xyz/?migutoken=6e7623350322319f6796d5bd334f96af&id=gd_jjkt&type=sz,网络源,,20.002,未分组,,,,无音频,timeout
å˜‰ä½³å¡é€š,https://stream1.freetv.fun/jia-jia-qia-tong-19.ctv,网络源,,20.002,未分组,,,,无音频,timeout
