频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
[BD]镇江新闻综合,https://t.freetv.fun/live/zhen-jiang-xin-wen-zong-he.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/01/large/20221101022911570371_38.jpg,20.001,未分组,,,,无音频,timeout
[BD]电影,https://t.freetv.fun/live/dian-ying-12.m3u8,网络源,https://epg.pw/media/,20.001,未分组,,,,无音频,timeout
武汉新闻,http://vapi.91kds.cc/live2/hbwhtv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=hbwhtv1,网络源,,20.002,未分组,,,,无音频,timeout
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
CCTV13,http://8.138.7.223/【公众号：榴芒电视】/cctv13.m3u8,网络源,,20.003,未分组,,,,无音频,timeout
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8,网络源,,20.003,未分组,,,,无音频,timeout
内蒙古卫视,http://183.11.239.36:808/hls/60/index.m3u8,网络源,,20.005,未分组,,,,无音频,timeout
中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
[BD]电影,https://t.freetv.fun/live/dian-ying-2.m3u8,网络源,https://epg.pw/media/,20.002,未分组,,,,无音频,timeout
[HD]电影,https://t.freetv.fun/live/dian-ying-3.m3u8,网络源,https://epg.pw/media/,20.004,未分组,,,,无音频,timeout
