频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
Colors Kannada Cinema (576p),http://103.140.254.2:3500/live/1632.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_KANNADA_CINEMA/images/LOGO_HD/image.png,20.025,未分组,,,,无音频,timeout
France 3 HD (720p),https://viamotionhsi.netplus.ch/live/eds/france3hd/browser-dash/france3hd.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/France_3_2018.svg/512px-France_3_2018.svg.png,20.002,未分组,,,,无音频,timeout
Disney Channel (1080p),https://liveovh011.cda.pl/enc103/disneychannelhdraw/disneychannelhdraw.m3u8,网络源,https://i.postimg.cc/854KwmH1/disneychannel.png,20.002,未分组,,,,无音频,timeout
Colors Marathi (1080p),http://103.140.254.2:3500/live/755.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_MARATHI/images/LOGO_HD/image.png,20.002,未分组,,,,无音频,timeout
Filamchi Bhojpuri (1080p),https://epiconvh.akamaized.net/live/filamchi/master.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_FILAMCHI_BHOJPURI/images/LOGO_HD/image.png,20.002,未分组,,,,无音频,timeout
France 2 HD (720p),https://viamotionhsi.netplus.ch/live/eds/france2hd/browser-dash/france2hd.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/France_2_2018.svg/512px-France_2_2018.svg.png,20.003,未分组,,,,无音频,timeout
Colors Infinity (576p),http://103.140.254.2:3500/live/1325.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_INFINITY/images/LOGO_HD/image.png,20.002,未分组,,,,无音频,timeout
Colors Super (1080p),http://103.140.254.2:3500/live/785.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_SUPER/images/LOGO_HD/image.png,20.002,未分组,,,,无音频,timeout
Colors Marathi (576p),http://103.140.254.2:3500/live/1326.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_MARATHI/images/LOGO_HD/image.png,20.002,未分组,,,,无音频,timeout
DM Sat,https://viamotionhsi.netplus.ch/live/eds/dmsat/browser-dash/dmsat.mpd,网络源,https://i.imgur.com/LdeA1Cn.png,20.002,未分组,,,,无音频,timeout
ČT Sport (720p),http://88.212.15.19/live/test_ctsport_25p/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/%C4%8CT_sport_logo.png/512px-%C4%8CT_sport_logo.png,20.001,未分组,,,,无音频,timeout
Duna (720p),https://viamotionhsi.netplus.ch/live/eds/duna/browser-dash/duna.mpd,网络源,https://i.imgur.com/oPbsSlp.png,20.002,未分组,,,,无音频,timeout
Epic TV (1080p),https://epiconvh.akamaized.net/live/epic/master.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_EPIC/images/LOGO_HD/image.png,20.002,未分组,,,,无音频,timeout
ČT:D/ČT art (1080p),http://88.212.15.19/live/ct_art_avc_25p/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/%C4%8CT-D_logo.svg/512px-%C4%8CT-D_logo.svg.png,20.002,未分组,,,,无音频,timeout
Fars,https://lenz.splus.ir/PLTV/88888888/224/3221226701/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/fa/7/7b/Iribfars.png,20.002,未分组,,,,无音频,timeout
Comedy Central (1080i),https://liveovh010.cda.pl/enc006/comedycentralhdraw/comedycentralhdraw.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Comedy_Central_2018.svg/512px-Comedy_Central_2018.svg.png,20.004,未分组,,,,无音频,timeout
Digital809 TV (720p),https://inliveserver.com:1936/digital809tv/digital809tv/playlist.m3u8,网络源,https://i.imgur.com/NKdV8b1.png,20.003,未分组,,,,无音频,timeout
Colors Kannada (576p),http://103.140.254.2:3500/live/1370.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_KANNADA/images/LOGO_HD/image.png,20.008,未分组,,,,无音频,timeout
