频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
[SD]tvri world,https://stream1.freetv.fun/tvri-world-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164224699889_88.png,20.344,未分组,,,,无音频,timeout
[SD]cctv-02[geo-blocked],https://stream1.freetv.fun/cctv-02-1.ctv,网络源,https://epg.pw/media/img/logo/1_124.jpg,20.003,未分组,,,,无音频,timeout
[BD]tvri nasional,https://stream1.freetv.fun/tvri-nasional-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173857976881_92.png,20.001,未分组,,,,无音频,timeout
[BD]nile family =[geo-blocked],https://stream1.freetv.fun/nile-family-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613191131893280_64.png,20.002,未分组,,,,无音频,timeout
[BD]sky movies modern greats uk =,https://stream1.freetv.fun/sky-movies-modern-greats-uk-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/11/20150211203004933496_22.jpg,20.003,未分组,,,,无音频,timeout
[BD]times brasil[geo-blocked],https://stream1.freetv.fun/times-brasil-2.m3u8,网络源,https://epg.pw/media/,20.002,未分组,,,,无音频,timeout
[BD]ndr international[geo-blocked],https://stream1.freetv.fun/ndr-international-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214937210461_54.jpg,20.002,未分组,,,,无音频,timeout
[BD]tvri jakarta,https://stream1.freetv.fun/tvri-jakarta-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/05/20160105173027825099_15.jpg,20.002,未分组,,,,无音频,timeout
[BD]tvri nasional,https://stream1.freetv.fun/tvri-nasional-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173857976881_92.png,20.002,未分组,,,,无音频,timeout
[BD]tvri yogyakarta[geo-blocked],https://stream1.freetv.fun/tvri-yogyakarta-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/05/20160105173027825099_15.jpg,20.002,未分组,,,,无音频,timeout
[VGA]start world,https://stream1.freetv.fun/start-world-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/18/large/20220518163307542906_12.png,20.006,未分组,,,,无音频,timeout
[BD]tv nova[geo-blocked],https://stream1.freetv.fun/tv-nova-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020656023544_31.png,20.007,未分组,,,,无音频,timeout
[BD]tvri yogyakarta[geo-blocked],https://stream1.freetv.fun/tvri-yogyakarta-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/05/20160105173027825099_15.jpg,20.002,未分组,,,,无音频,timeout
[BD]tvp 1,https://stream1.freetv.fun/tvp-1-3.m3u8,网络源,https://epg.pw/media/,20.002,未分组,,,,无音频,timeout
[BD]tvri world,https://stream1.freetv.fun/tvri-world-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164224699889_88.png,20.004,未分组,,,,无音频,timeout
[BD]tvri sport,https://stream1.freetv.fun/tvri-sport-1.m3u8,网络源,https://epg.pw/media/img/logo/1_129.jpg,20.005,未分组,,,,无音频,timeout
[BD]cctv-2[geo-blocked],https://stream1.freetv.fun/cctv-2-1.ctv,网络源,https://epg.pw/media/img/logo/1_124.jpg,20.007,未分组,,,,无音频,timeout
