频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
CCTV10,http://182.150.23.74:808/hls/10/index.m3u8,网络源,,20.083,未分组,,,,无音频,timeout
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8,网络源,,20.004,未分组,,,,无音频,timeout
湖南卫视,http://183.11.239.36:808/hls/36/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
陕西新闻咨询,http://112.46.105.20:8009/hls/18/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
[BD]电影[geo-blocked],https://stream1.freetv.fun/dian-ying-72.m3u8,网络源,https://epg.pw/media/,20.004,未分组,,,,无音频,timeout
陕西秦腔,http://112.46.105.20:8009/hls/22/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
安徽卫视,http://182.150.23.74:808/hls/25/index.m3u8,网络源,,20.002,未分组,,,,无音频,timeout
[SD]电影[geo-blocked],https://stream1.freetv.fun/dian-ying-47.m3u8,网络源,https://epg.pw/media/,20.002,未分组,,,,无音频,timeout
[HD]电影,https://stream1.freetv.fun/dian-ying-69.m3u8,网络源,https://epg.pw/media/,20.002,未分组,,,,无音频,timeout
[HD]电影[geo-blocked],https://stream1.freetv.fun/dian-ying-49.m3u8,网络源,https://epg.pw/media/,20.001,未分组,,,,无音频,timeout
西安新闻,http://112.46.105.20:8009/hls/28/index.m3u8,网络源,,20.001,未分组,,,,无音频,timeout
江苏卫视,http://182.150.23.74:808/hls/18/index.m3u8,网络源,,20.004,未分组,,,,无音频,timeout
