频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
Antena 3 Internacional (576p),http://38.180.133.31:8000/play/a0ki,网络源,https://upload.wikimedia.org/wikipedia/commons/8/83/Antena3Internacional2025.png,20.056,未分组,,,,无音频,timeout
Bab Al Hara (1080p),https://shls-live-enc.edgenextcdn.net/out/v1/948c54279b594944adde578c95f1d7d1/index.m3u8,网络源,https://i.imgur.com/QtlnZbq.png,20.001,未分组,,,,无音频,timeout
Anime (1080p),https://shls-live-enc.edgenextcdn.net/out/v1/e7350ddf46c94dddafe14b099394ff56/index.m3u8,网络源,https://shahid.mbc.net/mediaObject/a5893f8d-8488-4c21-ab97-a627f99c7676?height=auto&width=512&croppingPoint=&version=1&type=png,20.002,未分组,,,,无音频,timeout
Almagd TV North America (1080p),https://5aafcc5de91f1.streamlock.net/almagd.tv/almagd.smil/playlist.m3u8,网络源,https://i.imgur.com/3pUik3b.png,20.002,未分组,,,,无音频,timeout
92 News HD (720p),http://92news.vdn.dstreamone.net/92newshd/92hd/playlist.m3u8,网络源,https://i.imgur.com/gp1Ao4s.jpeg,20.001,未分组,,,,无音频,timeout
Bábolnai TV (360p),https://cloudfront44.lexanetwork.com:1344/freerelay/babolnatv.sdp/playlist.m3u8,网络源,https://i.imgur.com/0PKqn3V.png,20.002,未分组,,,,无音频,timeout
Antena HD (1080p),https://liveovh009.cda.pl/enc114/antenatvhdraw/antenatvhdraw.m3u8,网络源,https://i.imgur.com/obwYQZC.png,20.001,未分组,,,,无音频,timeout
Aaj Tak (1080p),https://livehub-voidnet.onrender.com/cluster/streamcore/in/AAJTAK_REDIS.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_AAJ_TAK/images/LOGO_HD/image.png,20.002,未分组,,,,无音频,timeout
Angel TV (720p),https://janya-digimix.akamaized.net/vglive-sk-394914/india/ngrp:angelindia_all/playlist.m3u8,网络源,https://i.imgur.com/qKLEGU7.png,20.003,未分组,,,,无音频,timeout
Al-Iman TV (720p),https://tv.aliman.id/aliman/live.m3u8,网络源,https://i.imgur.com/Qj1EFf1.png,20.002,未分组,,,,无音频,timeout
