频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,失败原因
GOOD TV CH2 真理台 (720p),https://live.streamingfast.net/osmflivech2.m3u8,网络源,https://i.imgur.com/YxFRoft.png,20.019,未分组,,,,无音频,timeout
Junior Music HD (1080p),https://liveovh011.cda.pl/enc117/topkidsjrhdraw/topkidsjrhdraw.m3u8,网络源,https://i.imgur.com/RE2RXQJ.png,20.002,未分组,,,,无音频,timeout
Hobby Maker (720p),https://lo3.gemporia.com/abrhobbymakerukgfx/smil:livestreamFullHD.smil/playlist.m3u8,网络源,https://i.imgur.com/VWHp5Tl.png,20.004,未分组,,,,无音频,timeout
Italia 1 HD,https://viamotionhsi.netplus.ch/live/eds/italia1/browser-dash/italia1.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Italia_1_logo.svg/512px-Italia_1_logo.svg.png,20.002,未分组,,,,无音频,timeout
Gloob (576p),http://45.235.0.78/Gloob/playlist.m3u8,网络源,https://i.imgur.com/N1BUULh.png,20.002,未分组,,,,无音频,timeout
IRINN,https://lenz.splus.ir/PLTV/88888888/224/3221226142/index.m3u8,网络源,https://i.imgur.com/8tzsC9h.png,20.002,未分组,,,,无音频,timeout
hr-fernsehen (1080p),https://hrhls.akamaized.net/hls/live/2024525/hrhls/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/HR-Fernsehen_Logo_2023.svg/512px-HR-Fernsehen_Logo_2023.svg.png,20.006,未分组,,,,无音频,timeout
IRIB4,https://lenz.splus.ir/PLTV/88888888/224/3221226140/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/IRIB_TV4_logo.svg/240px-IRIB_TV4_logo.svg.png,20.002,未分组,,,,无音频,timeout
ITV2,https://viamotionhsi.netplus.ch/live/eds/itv2/browser-dash/itv2.mpd,网络源,https://i.imgur.com/2BpUK0W.png,20.001,未分组,,,,无音频,timeout
IRIB3 (1080p),https://lenz.splus.ir/PLTV/88888888/224/3221226868/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/IRIB_TV3_LOGO.svg/320px-IRIB_TV3_LOGO.svg.png,20.001,未分组,,,,无音频,timeout
IRIB2,https://lenz.splus.ir/PLTV/88888888/224/3221226176/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/IRIB_TV2_logo.svg/278px-IRIB_TV2_logo.svg.png,20.002,未分组,,,,无音频,timeout
GTV,https://allcutv.rctiplus.id/gtv2023.m3u8,网络源,https://i.imgur.com/jjuKnYs.png,20.002,未分组,,,,无音频,timeout
France 4 HD (720p),https://viamotionhsi.netplus.ch/live/eds/france4hd/browser-dash/france4hd.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/France_4_2018.svg/512px-France_4_2018.svg.png,20.002,未分组,,,,无音频,timeout
France 2 HD (720p),https://viamotionhsi.netplus.ch/live/eds/france2hd/browser-dash/france2hd.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/France_2_2018.svg/512px-France_2_2018.svg.png,20.005,未分组,,,,无音频,timeout
France 5 HD (720p),https://viamotionhsi.netplus.ch/live/eds/france5hd/browser-dash/france5hd.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/France_5_2018.svg/512px-France_5_2018.svg.png,20.003,未分组,,,,无音频,timeout
France 3 HD (720p),https://viamotionhsi.netplus.ch/live/eds/france3hd/browser-dash/france3hd.mpd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/France_3_2018.svg/512px-France_3_2018.svg.png,20.002,未分组,,,,无音频,timeout
India Today (720p) [Not 24/7],https://indiatodaylive.akamaized.net/hls/live/2014320/indiatoday/indiatodaylive/playlist.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_INDIA_TODAY/images/LOGO_HD/image.png,20.004,未分组,,,,无音频,timeout
Helwa TV (1080p),https://raw.githubusercontent.com/ipstreet312/freeiptv/master/ressources/dzflix/helwa.m3u8,网络源,,20.007,未分组,,,,无音频,timeout
