频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
[BD]calcala 10 ערוץ,https://stream1.freetv.fun/calcala-10--rvts-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/12/12/20151212033736253761_80.jpg,19.049,未分组,,error,0.0
ä¸œæ–¹å«è§†,https://stream1.freetv.fun/d49c42e377a3c69a6dbd4489265b8d89168a6cd39cd418df86ed141b58d05c39.m3u8,网络源,,1.900,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸œæ–¹å«è§†,https://stream1.freetv.fun/56fc198d7ec4a227f6311d4ade4aad1840b5e88ec1217be3f57f765ac0355c1f.m3u8,网络源,,1.897,未分组,,ok; 伪源相似度: 1.0000,1.0
åŒ—äº¬è´¢ç»,https://migu.188766.xyz/?migutoken=9a912c56f4e7584752a9642be68dc2db&id=%E5%8C%97%E4%BA%AC%E8%B4%A2%E7%BB%8F&type=yy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/åŒ—äº¬è´¢ç».png,0.583,未分组,,ok; 伪源相似度: 1.0000,1.0
ä½™æ­æœªæ¥E,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed,网络源,,2.034,未分组,,ok; 伪源相似度: 1.0000,1.0
Bushehr,https://ncdn.telewebion.com/bushehr/live/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/fa/thumb/9/94/Bushehr_TV.svg/200px-Bushehr_TV.svg.png,6.686,未分组,,error,0.0
[BD]sky movies drama romance uk ==[geo-blocked],https://stream1.freetv.fun/sky-movies-drama-romance-uk-3.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/11/20150211202848047428_79.jpg,0.711,未分组,,error,0.0
åŒ—äº¬é’å¹´,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/åŒ—äº¬é’å¹´.png,0.517,未分组,,error,0.0
å†…è’™å¤å«è§†,https://epg.pw/stream/4771a189ad19420bb986b757be6eebee1b68d9f586e1580a742e4a63d015a966.m3u8,网络源,,5.844,未分组,,error,0.0
ä¸œæ–¹å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=DvmNwq&tk=FgM0vQMejxvG,网络源,,0.254,未分组,,error,0.0
Perform (1080p),https://4a72da62.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Um9rdV9QZXJmb3JtX0hMUw/playlist.m3u8,网络源,,0.240,未分组,,error,0.0
CCTV4,https://stream1.freetv.fun/54376a4d22fadd3ac7fb8fcc0b92321f9a5736c597ad6f68cacb0a2e835cf92b.m3u8,网络源,,0.936,未分组,,error,0.0
YMGæœªæ¥,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?,网络源,,2.076,未分组,,ok; 伪源相似度: 1.0000,1.0
