频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
Informe TV [Not 24/7],https://vdo1.streamgato.us:3986/live/informetvlive.m3u8,网络源,https://imgur.com/TmJaXrO.jpg,0.492,未分组,,error,0.0
è§£è¯´_äº®å“¥è®²ç”µå½±,http://live.nctv.top/huya.php?id=16144175,网络源,,1.574,未分组,,error,0.0
éƒ¸åŸæ–°é—»ç»¼åˆ,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/éƒ¸åŸæ–°é—»ç»¼åˆ.png,0.340,未分组,,error,0.0
é’æµ·å«è§†,https://stream1.freetv.fun/2641af214b8dfbc68796c19888a6819d8f84fdc9facd9a13379f8ed12c91f5ed.ctv,网络源,,1.707,未分组,,ok; 伪源相似度: 1.0000,1.0
CCTV12,https://piccpndali.v.myalicdn.com/audio/cctv12_2.m3u8,网络源,,1.942,未分组,,error,0.0
éƒ¸åŸæ–°é—»ç»¼åˆ,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/éƒ¸åŸæ–°é—»ç»¼åˆ.png,0.064,未分组,,error,0.0
CCTV12,http://www.freetv.top/migu/673168185.m3u8?migutoken=21a3954b28c73a4240272889ec94c3318c23068f666c79e61379cb154a890e4e7e3c998a578b29a381972f128751898531cb713221ff95385afec91149321ad772e31489fa01e553c8223e976a,网络源,,2.487,未分组,,ok; 伪源相似度: 1.0000,1.0
é’æµ·å«è§†,http://lt.hxtre.com:35455/itv/1000000002000013359.m3u8?cdn=ystenlive,网络源,,0.789,未分组,,error,0.0
ä¸œæ–¹å«è§†,https://live.lalifeier.eu.org/kankanews/dfws.m3u8?t=1746372302&key=04c79ed1fd72dbd3188040c54dc3858b,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ–¹å«è§†.png,1.630,未分组,,error,0.0
ä¸œæ–¹å«è§†,https://live.lalifeier.eu.org/kankanews/dfws.m3u8?t=1746379256&key=19bcfc963d4ae84eb8beb4f01087a8ab,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ–¹å«è§†.png,1.085,未分组,,error,0.0
Cufo,https://digitalb-live.morescreens.com/DAL_1_005/playlist.m3u8?application_id=backoffice1&application_installation_id=1&authority_instance_id=spectar-prd-digitalb&detected_delivery_method=hls&id=DAL_1_005&playlist_template=nginx&profile_id=1&ps=94d0066599d8f74d1c090e93ac4617b6491d3629d2e2d770870fcef1f7effa25b204aa53b3821da5e9e65bee8e94331bcae2cb344d0739ca3a938b4ef2051cc8&subscriber_id=1&token=142cda7d50870275a9ca7988ff001b32ab30709b&uuid=backoffice1&vh=7ab82e63aae8510c6b37ea16da502e54e441a5a1a88bce0c8ed63da99bce948d86253d64ae00424dda8b9c8b6e2cd0f6cd79d8b0a56e10759210cdf4f6761d11&video_id=12498,网络源,https://i.imgur.com/GbBHtwD.png,0.468,未分组,,error,0.0
éƒ¸åŸæ–°é—»ç»¼åˆ,https://stream1.freetv.fun/dan-cheng-xin-wen-zong-he-1.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/éƒ¸åŸæ–°é—»ç»¼åˆ.png,11.077,未分组,,error,0.0
ä¸œæ–¹å«è§†,https://live.lalifeier.eu.org/kankanews/dfws.m3u8?t=1746393735&key=ebd80a46e19064eb1a305a39fe3d15d2,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ–¹å«è§†.png,1.488,未分组,,error,0.0
InfoWars Network (1080p),https://freespeech.akamaized.net/hls/live/2016712/live1/playlist.m3u8,网络源,https://i.imgur.com/a7h9epj.png,2.842,未分组,,error,0.0
é„¢é™µç»¼åˆ,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é„¢é™µç»¼åˆ.png,0.063,未分组,,error,0.0
é’æµ·å«è§†,https://epg.pw/stream/fad5348a9b285c835736b9f812f4785acff0120fc543ca59063b87dca13e7229.m3u8,网络源,,2.021,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸œæ–¹å«è§†,https://bp-cdn-ali.bestv.cn/enhance/bestvdfws_enhance.m3u8?auth_key=1746334807-ddb61092a75249868c8bd1834313f437-0-8a760296d281d86bc4612f5fc4f85247,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ–¹å«è§†.png,1.866,未分组,,error,0.0
