频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
广东卫视,http://42.238.237.114:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,9.481,未分组,,error,0.0
CCTV12,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8,网络源,,12.816,未分组,,error,0.0
江西卫视,http://42.238.237.114:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.780,未分组,,error,0.0
é‡‘é¹°å¡é€š,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2015&tk=e640d0a1bf70,网络源,,0.259,未分组,,error,0.0
CCTV13,https://stream1.freetv.fun/5e0c514e6ba3d091c01c511c50880499f6584b993ae7c5de863424917928ece8.ctv,网络源,,7.378,未分组,,error,0.0
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/ipv6-jin-ying-qia-tong-6.m3u8,网络源,,1.259,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]nickelodeon,https://stream1.freetv.fun/nickelodeon-29.m3u8,网络源,https://epg.pw/media/,17.196,未分组,,error,0.0
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/yan-dong-wei-shi-15.m3u8,网络源,,1.081,未分组,,error,0.0
CCTV13,http://123.130.84.106:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,12.737,未分组,,error,0.0
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/jin-ying-qia-tong-43.m3u8,网络源,,1.254,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/d2589ead2fb42babba3a2b80930b04d6da9272d2c5f125d60cd57a204a3e7e2d.m3u8,网络源,,1.640,未分组,,ok; 伪源相似度: 1.0000,1.0
CCTV11,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8,网络源,,13.115,未分组,,error,0.0
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/jin-ying-qia-tong-gao-qing-2.ctv,网络源,,1.267,未分组,,ok; 伪源相似度: 1.0000,1.0
Nile Culture,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120977/nileculture/playlist.m3u8,网络源,https://i.imgur.com/fcIuSiX.png,0.130,未分组,,error,0.0
Nickelodeon (576p),http://185.236.229.62:9981/play/a067,网络源,https://i.imgur.com/E84jnP8.png,5.772,未分组,,error,0.0
å†…è’™å¤å«è§†,http://z.b.bkpcp.top/m.php?id=nmws,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å†…è’™å¤å«è§†.png,0.918,未分组,,error,0.0
Nile News,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119198/alnilenews/playlist.m3u8,网络源,https://i.ibb.co/Kz0H3mLP/Nile-News.png,0.149,未分组,,error,0.0
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/7032dd2b86126b125a4a42c63b1c2c175975b401a309f3c31722542ede60c7d7.m3u8,网络源,,1.619,未分组,,ok; 伪源相似度: 1.0000,1.0
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/jin-ying-qia-tong-34.m3u8,网络源,,1.256,未分组,,ok; 伪源相似度: 1.0000,1.0
