频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
CCTV8,http://lt.hxtre.com:35455/gaoma/cctv8k_36m.m3u8,网络源,,0.688,未分组,,error,0.0
[BD]tvb翡翠,https://stream1.freetv.fun/tvbfei-cui-3.ctv,网络源,https://epg.pw/media/images/channel/2024/01/13/large/20240113205212260838_77.png,1.483,未分组,,ok; 伪源相似度: 0.9844,0.9844
æ±Ÿè‹-æ— é”¡é¼‹å¤´æ¸šèµæ¨±é˜,https://gcalic.v.myalicdn.com/gc/pshdxg01_1/index.m3u8?contentid=2820180516001,网络源,,4.327,未分组,,ok; 伪源相似度: 0.9844,0.9844
CHCåŠ¨ä½œç”µå½±,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-7.m3u8,网络源,,1.267,未分组,,ok; 伪源相似度: 1.0000,1.0
GOOD TV CH31 福音佈道音樂會 (720p),https://live.streamingfast.net/osmflivech31.m3u8,网络源,,5.060,未分组,,error,0.0
è´µå·å«è§†,https://stream1.freetv.fun/20e35282ec1add7f7dd29b172633eba2e15e6c81a17136019a5b487fc76fd9d0.m3u8,网络源,,1.613,未分组,,ok; 伪源相似度: 1.0000,1.0
æµ·å—å«è§†,https://www.freetv.top/migu/947472502.m3u8?migutoken=b49395c0adad3f977a69d9555b7ec0e60a9f6076a9bd17687472774c39f5e60c68b55ab46fdf0d73b68a871b71b438163c9ae6604499693eb260ed04ebe98df3f12124410b199e0741f3429b11,网络源,,1.179,未分组,,ok; 伪源相似度: 1.0000,1.0
RÚV (720p),https://ruv-web-live.akamaized.net/streymi/ruverl/ruverl.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/R%C3%9AV_ohf_2019_logo.svg/512px-R%C3%9AV_ohf_2019_logo.svg.png,7.172,未分组,,ok; 伪源相似度: 1.0000,1.0
è´µå·å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=A2bDrQ&tk=FgM0vQMejxvG,网络源,,0.255,未分组,,error,0.0
GOOD TV CH32 特會系列：禱告與轉化 (720p) [Not 24/7],https://live.streamingfast.net/osmflivech32.m3u8,网络源,,5.077,未分组,,error,0.0
