频道名,地址,来源,图标
战争电影,https://live.ottiptv.cc/huya/21059574,网络源,
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8,网络源,
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8,网络源,
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv,网络源,
收藏天下,http://www.cdnstv.com:6398/hls/1118/index.m3u8,网络源,
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8,网络源,
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8,网络源,
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8,网络源,
无心法师,http://www.douzhicloud.site:35455/huya/30080233,网络源,
李连杰电影,https://live.ottiptv.cc/huya/11342390,网络源,
林正英电影,https://live.ottiptv.cc/huya/11342421,网络源,
楚汉骄雄,http://www.douzhicloud.site:35455/huya/29465854,网络源,
武侠电影,https://live.ottiptv.cc/huya/11342427,网络源,
沈腾电影,https://live.ottiptv.cc/huya/11601968,网络源,
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8,网络源,
河南乡村,http://www.cdnstv.com:6398/hls/1116/index.m3u8,网络源,
河南戏曲,http://www.cdnstv.com:6398/hls/1119/index.m3u8,网络源,
河南新闻,http://www.cdnstv.com:6398/hls/1114/index.m3u8,网络源,
河南法治,http://www.cdnstv.com:6398/hls/1112/index.m3u8,网络源,
河南电视剧,http://www.cdnstv.com:6398/hls/1113/index.m3u8,网络源,
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8,网络源,
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8,网络源,
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8,网络源,
活佛济公3,http://www.douzhicloud.site:35455/huya/23903123,网络源,
海峡卫视,http://8.138.7.223/tv/hxws.m3u8,网络源,
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8,网络源,
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8,网络源,
海峡卫视,http://r.jdshipin.com/WtYt3,网络源,
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8,网络源,
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8,网络源,
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8,网络源,
湖北卫视,http://182.150.23.74:808/hls/28/index.m3u8,网络源,
潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8,网络源,
熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8,网络源,
狄仁杰电影,https://live.ottiptv.cc/huya/30080229,网络源,
玄幻电影,https://live.ottiptv.cc/huya/11342414,网络源,
王晶电影,https://live.ottiptv.cc/huya/11602058,网络源,
环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8,网络源,
甄子丹电影,https://live.ottiptv.cc/huya/11352935,网络源,
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv,网络源,
生态环境,http://120.76.248.139/live/bfgd/4200000149.m3u8,网络源,
电影丧尸片,http://live.metshop.top/huya/21059578?cdn=alicdn,网络源,
电影八点档,http://live.metshop.top/huya/880261?cdn=alicdn,网络源,
电影刘德华,http://live.metshop.top/huya/11342424?cdn=alicdn,网络源,
电影功夫片,http://live.metshop.top/huya/11352941?cdn=alicdn,网络源,
电影周星星,http://live.metshop.top/huya/11336587?cdn=alicdn,网络源,
电影战争片,http://live.metshop.top/huya/21059574?cdn=alicdn,网络源,
电影梁家辉,http://live.metshop.top/huya/11342429?cdn=alicdn,网络源,
电影犯罪片,http://live.metshop.top/huya/11352974?cdn=alicdn,网络源,
电影蜘蛛侠,http://live.metshop.top/huya/21059599?cdn=alicdn,网络源,
电影谍战,http://live.metshop.top/huya/21059585?cdn=alicdn,网络源,
电影谍战片,http://live.metshop.top/huya/21059587?cdn=alicdn,网络源,
电影高分动作,http://live.metshop.top/huya/11352884?cdn=alicdn,网络源,
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv,网络源,
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8,网络源,
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild,网络源,
神雕侠侣,http://www.douzhicloud.site:35455/huya/23865171,网络源,
纪实科教8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8,网络源,
纬来电影台,http://live4play.uk/livehttpplay?channel_id=20199,网络源,
罪犯电影,https://live.ottiptv.cc/huya/11352962,网络源,
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8,网络源,
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8,网络源,
茶频道,http://drive.mxmy.net:8888/udp/239.3.1.165:8001,网络源,
西华综合,http://live.dxhmt.cn:9081/tv/11622-1.m3u8,网络源,
西安新闻,http://112.46.105.20:8009/hls/28/index.m3u8,网络源,
西安都市,http://112.46.105.20:8009/hls/29/index.m3u8,网络源,
西游记2,http://www.douzhicloud.site:35455/huya/29465859,网络源,
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8,网络源,
谍战电影,https://live.ottiptv.cc/huya/21059585,网络源,
贺岁电影,https://live.ottiptv.cc/huya/11601986,网络源,
车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8,网络源,
邢台生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8,网络源,
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8,网络源,
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd,网络源,
鄢陵综合,http://live.dxhmt.cn:9081/tv/11024-1.m3u8,网络源,
重庆卫视,http://124.128.73.58:9901/tsfile/live/0142_1.m3u8,网络源,
野蛮亲家,http://www.douzhicloud.site:35455/huya/23863796,网络源,
鉴证实录,http://www.douzhicloud.site:35455/huya/23903183,网络源,
镇江新闻综合,http://cm-wshls.homecdn.com/live/2aa50.m3u8,网络源,
长影频道,http://tpc.x3322.net:9901/tsfile/live/1010_1.m3u8,网络源,
陀枪师姐,http://www.douzhicloud.site:35455/huya/29465857,网络源,
陕西新闻咨询,http://112.46.105.20:8009/hls/18/index.m3u8,网络源,
陕西秦腔,http://112.46.105.20:8009/hls/22/index.m3u8,网络源,
陕西银龄,http://112.46.105.20:8009/hls/20/index.m3u8,网络源,
青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8,网络源,
靖洋卡通,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/4gtv-4gtv057,网络源,
韩国EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8,网络源,
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595,网络源,
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743,网络源,
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8,网络源,
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8,网络源,
鹿泉二套,https://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8,网络源,
黄渤电影,https://live.ottiptv.cc/huya/11352876,网络源,
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8,网络源,
