频道名,地址,来源,图标,检测时间,分组,状态,状态码
Girasol TV (720p),https://video.misistemareseller.com/Girasoltv/Girasoltv/playlist.m3u8,网络源,https://i.imgur.com/2t7A2yg.png,,未分组,失败(404),404
Indosiar (1080p),http://203.77.246.58:4500/udp/239.1.1.110:5000,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Indosiar_2015.svg/512px-Indosiar_2015.svg.png,,未分组,失败(None),
Galaxy (432p) [Geo-blocked],https://ssh101.bozztv.com/ssh101/galaxygr/playlist.m3u8,网络源,https://i.imgur.com/YgGSEeT.png,,未分组,失败(404),404
GIT (720p),https://stream.uagit.tv/gittv.m3u8,网络源,https://i.imgur.com/b5K5Uwh.png,,未分组,失败(None),
Italia 1 [Geo-blocked],https://live3-mediaset-it.akamaized.net/Content/hls_h0_clr_vos/live/channel(i1)/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Italia_1_logo.svg/512px-Italia_1_logo.svg.png,,未分组,失败(None),
Hours to Kill – Zeitachse des Todes,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/656064e74261ca00081812a9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1dfff5-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a3ceee80-9777-46f1-8004-ade52d4f7837,网络源,,,未分组,失败(404),404
Hours to Kill Zeitachse des Todes,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/656064e74261ca00081812a9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc841a98-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fc6fd09c-f448-42a1-aba4-ead7f641967b,网络源,,,未分组,失败(404),404
Host TV (720p),https://panel.freedomflixtv.org:3994/hybrid/play.m3u8,网络源,https://i.imgur.com/quKplFg.jpg,,未分组,失败(None),
Hours to Kill Zeitachse des Todes,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/656064e74261ca00081812a9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ad8f12-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=57f69955-40a5-48e8-9937-db609244fdd4,网络源,,,未分组,失败(404),404
IT-3 (720p),http://cdn10.live-tv.od.ua:8081/it3od/720p/playlist.m3u8,网络源,https://i.imgur.com/8rNbbY7.png,,未分组,失败(404),404
Galaxy TV (576p),https://5d846bfda90fc.streamlock.net:1935/live/galaxytv/playlist.m3u8,网络源,https://i.imgur.com/BV0JuyX.png,,未分组,失败(404),404
Infamous TV [Geo-blocked],https://amg01324-infamous-amg01324c1-cineverse-us-1102.playouts.now.amagi.tv/playlist/amg01324-infamousmedia-infamoustv-cineverseus/playlist.m3u8,网络源,,,未分组,失败(None),
Just for Laughs (1080p),https://distributionsjustepourrire-justforlaughstv-1-eu.rakuten.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/YoK4vcm.png,,未分组,失败(None),
Jazz Club (Radio) [Geo-blocked],http://80.79.6.221:25461/smash/public/25,网络源,,,未分组,失败(401),401
Italianissimo (360p) [Not 24/7],https://vcp.myplaytv.com/italianissimo/italianissimo/playlist.m3u8,网络源,https://i.imgur.com/JCpbUZB.png,,未分组,失败(404),404
