频道名,地址,来源,图标,检测时间,分组,状态,状态码
å±±ä¸œå°‘å„¿,http://111.14.181.15:9901/tsfile/live/1005_1.m3u8,网络源,,,未分组,失败(404),404
æ­™å¿ç»¼åˆ,http://8.138.7.223/ã€å…¬ä¼—å·ï¼šæ¦´èŠ’ç”µè§†ã€‘/ahwanyun.php?id=xxzh,网络源,,,未分组,失败(404),404
å››å·ç§‘æ•™,http://8.138.7.223/ã€å…¬ä¼—å·ï¼šæ¦´èŠ’ç”µè§†ã€‘/å››å·ç§‘æ•™.m3u8,网络源,,,未分组,失败(404),404
å±±ä¸œé½é²,http://111.14.181.15:9901/tsfile/live/1000_1.m3u8?key=tvbox6_com&playlive=1&authid=0,网络源,,,未分组,失败(404),404
å±±ä¸œä½“è‚²,http://111.14.181.15:9901/tsfile/live/1022_1.m3u8?key=tvbox6_com&playlive=1&authid=0,网络源,,,未分组,失败(404),404
å±±ä¸œç»¼è‰º,http://111.14.181.15:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0,网络源,,,未分组,失败(404),404
ä¸‡å·ä¸‰å³¡ç§»æ°‘,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8?zzhongqd,网络源,,,未分组,失败(400),400
ä¸‡å·ç»¼åˆ,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8?zzhongqd,网络源,,,未分组,失败(400),400
å±±ä¸œæ•™è‚²,http://gslbmgsplive.miguvideo.com/migu/kailu/sdjyws/51/20250915/index.m3u8?msisdn=202511070000404c81517d23f14305ad2d55dc228c264f&mdspid=&spid=600697&netType=0&sid=5910022199&pid=2028597139&timestamp=20251107000040&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609154353&ParentNodeID=-99&assertID=5910022199&client_ip=106.13.250.90&SecurityKey=20251107000040&promotionId=&mvid=2200208305&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d235adcdd2341d317c3cc2a24e75a044&ddCalcu=4d42e030a595a07dec4d2da223c4c13dc371,网络源,,,未分组,失败(660),660
å±±ä¸œæ•™è‚²,http://gslbmgsplive.miguvideo.com/migu/kailu/sdjyws/51/20250915/index.m3u8?msisdn=2025111104003393cade9d23774d2783d42690354ef913&mdspid=&spid=600697&netType=0&sid=5910022199&pid=2028597139&timestamp=20251111040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609154353&ParentNodeID=-99&assertID=5910022199&client_ip=106.13.250.83&SecurityKey=20251111040033&promotionId=&mvid=2200208305&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=add6f886fe6b9a5f4b800c4b48446c02&ddCalcu=2a0decd16694f0488846bf4ec60b098ab54f,网络源,,,未分组,失败(660),660
