频道名,地址,来源,图标,检测时间,分组,状态,状态码
Puttinu [Geo-blocked],http://80.79.6.221:25461/smash/public/5,网络源,,,未分组,失败(401),401
Presencia TV (720p) [Not 24/7],https://cdn.streamhispanatv.net:3473/live/presenciatvlive.m3u8,网络源,https://i.imgur.com/SVho6El.png,,未分组,失败(None),
Q'hubo TV (410p) [Not 24/7],https://5e85d90130e77.streamlock.net/6024/6024/playlist.m3u8,网络源,https://i.imgur.com/yZmnfvj.png,,未分组,失败(404),404
PMCS TV (720p),https://cdn.streamhispanatv.net:3787/live/pmcstvlive.m3u8,网络源,https://i.imgur.com/dgzuhLo.png,,未分组,失败(None),
Prima TV Napoli (720p),https://stream1.aswifi.it/primatvnapoli/live/index.m3u8,网络源,https://i.imgur.com/48BCOUZ.png,,未分组,失败(404),404
Plymouth Rock TV (1080p),https://vse2-eu-all59.secdn.net/barakyah-channel/live/plymouthtv/playlist.m3u8,网络源,https://i.imgur.com/KO3cVav.png,,未分组,失败(410),410
Prima TV Sicilia (720p),https://5db313b643fd8.streamlock.net/PrimaTV/PrimaTV/playlist.m3u8,网络源,https://i.imgur.com/HE9c8Sk.png,,未分组,失败(404),404
Pluto TV Rap,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65d4be214e01740008991d3b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e074d46-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7259af3a-5d9c-4d37-ba1b-3afdd9ec3b10,网络源,,,未分组,失败(404),404
Play Television (720p),https://vivo.solumedia.com:19360/playtv/playtv.m3u8,网络源,https://i.ibb.co/nR85vvb/2021-01-03.jpg,,未分组,失败(404),404
PNN (720p),https://live.kh.malimarcdn.com/live/pnntvhd.stream/playlist.m3u8,网络源,https://i.imgur.com/ObtFGBW.png,,未分组,失败(404),404
Rakuten TV Trailers France (720p),https://a01cb16df2c946afa72d661622953cad.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-4546/master.m3u8,网络源,,,未分组,失败(404),404
Red Carpet TV International,https://fast-rakuten.okast.tv/channels/1a6ecfaa-40c6-41b8-8634-595c424f856e/21f67fd1-4d21-43ba-8ad8-3afac9982c25/master.m3u8,网络源,https://images-0.rakuten.tv/storage/global-live-channel/translation/artwork/a52f843a-9a9c-4d96-8f77-57f3ec96acb0-width200-quality90.jpeg,,未分组,失败(404),404
Rakuten TV Trailers Germany (1080p),https://7ebdf1136a8b4992acc6d9d06f8567b3.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-4547/master.m3u8,网络源,,,未分组,失败(404),404
Rakuten TV Trailers Italy (1080p),https://73e5474be2ae422487b18295a9782482.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-4548/master.m3u8,网络源,,,未分组,失败(404),404
Plenitud TV (360p),https://stream.oursnetworktv.com/latin/PlenitudGtm/playlist.m3u8,网络源,https://i.imgur.com/BFJ7EGj.png,,未分组,失败(404),404
Prime News TV (720p),https://vdo.alphaserver.gr:3411/stream/play.m3u8,网络源,https://i.ibb.co/YtJdmNk/IMG-20230706-152637.jpg,,未分组,失败(None),
Rakuten TV Trailers Spain (1080p),https://1c4952408fa947df9b6aee4225ff9fd3.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-4452/master.m3u8,网络源,,,未分组,失败(404),404
Rakuten TV Trailers UK (1080p),https://26b638b2564d41f8b6a36b6dd59e8d4f.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-4313/master.m3u8,网络源,,,未分组,失败(404),404
Rewmi TV (720p),https://mamoch.me/hls/rewmitv/index.m3u8,网络源,https://i.imgur.com/HSpj83I.png,,未分组,失败(None),
Roma TV 82 (576p),https://streaming.softwarecreation.it/RomaCH71/RomaCH71/playlist.m3u8,网络源,https://i.imgur.com/tCVlMcj.png,,未分组,失败(404),404
Red Social Códi TV (360p),https://video.misistemareseller.com/redsocial/redsocial/playlist.m3u8,网络源,https://i.imgur.com/Yb4lhpG.png,,未分组,失败(404),404
Radio La Original TV (1080p),https://cloudvideo.servers10.com:8081/8216/index.m3u8,网络源,https://i.imgur.com/niPTXLQ.jpg,,未分组,失败(404),404
PLTV (614p),https://vcp2.myplaytv.com/pltv/pltv/playlist.m3u8,网络源,https://i.imgur.com/ftblZ6f.jpg,,未分组,失败(404),404
Plus TV (720p) [Not 24/7],https://plustv.streamseguro.com:5443/LiveApp/streams/streaming.m3u8,网络源,https://i.imgur.com/TZqOINg.png,,未分组,失败(404),404
PNN News (720p),https://cdn.bmstudiopk.com/pnn/smil:PNN.smil/playlist.m3u8,网络源,https://i.imgur.com/edKutxd.png,,未分组,失败(None),
Red Uno Santa Cruz,https://master.tucableip.com/muxredunosc/index.m3u8,网络源,https://i.imgur.com/pqVzZQ9.png,,未分组,失败(400),400
Proclamación TV [Not 24/7],https://video2.getstreamhosting.com:19360/8000/8000.m3u8,网络源,https://i.imgur.com/8dt7awY.jpeg,,未分组,失败(404),404
pocket.watch,https://pocketwatch-xumo.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/T0V90Lz.png,,未分组,失败(None),
