频道名,地址,来源,图标,检测时间,分组,状态,状态码
CCTV1,http://[2409:8087:1e02:20::10]/000000001000PLTV/11/224/3221226163/1.m3u8,网络源,https://kakaxi-1.asia/LOGO/CCTV1.png,,未分组,失败(None),
CCTV2,http://[2409:8087:1e02:20::10]/000000001000PLTV/11/224/3221226122/1.m3u8,网络源,https://kakaxi-1.asia/LOGO/CCTV2.png,,未分组,失败(None),
CCTV3,http://[2409:8087:1e02:20::10]/000000001000PLTV/11/224/3221226165/1.m3u8,网络源,https://kakaxi-1.asia/LOGO/CCTV3.png,,未分组,失败(None),
耀才财经,http://202.69.67.66/webcast/bshdlive-pc/playlist.m3u8,网络源,,,未分组,失败(None),
洪雅新闻综合 (1080p),http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.m3u8,网络源,,,未分组,失败(None),
山西卫视 (2160p),http://118.81.195.79:9003/hls/19/index.m3u8,网络源,https://i.imgur.com/UfKJBWW.png,,未分组,失败(None),
河南卫视 (2160p),http://118.81.195.79:9003/hls/30/index.m3u8,网络源,https://i.imgur.com/IBW26kV.png,,未分组,失败(None),
CCTV4,http://[2409:8087:1e02:20::10]/000000001000PLTV/11/224/3221226124/1.m3u8,网络源,https://kakaxi-1.asia/LOGO/CCTV4.png,,未分组,失败(None),
河北卫视 (2160p),http://118.81.195.79:9003/hls/29/index.m3u8,网络源,https://i.imgur.com/Z5Ppzbi.png,,未分组,失败(None),
CCTV5,http://[2409:8087:1e02:20::10]/000000001000PLTV/11/224/3221226146/1.m3u8,网络源,https://kakaxi-1.asia/LOGO/CCTV5.png,,未分组,失败(None),
CCTV6,http://[2409:8087:1e02:20::10]/000000001000PLTV/11/224/3221226148/1.m3u8,网络源,https://kakaxi-1.asia/LOGO/CCTV6.png,,未分组,失败(None),
寰宇新聞台灣台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv156/index.m3u8?proxy=true,网络源,,,未分组,失败(None),
中視菁采台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv064/index.m3u8?proxy=true,网络源,,,未分组,失败(None),
中天亞洲台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv109/index.m3u8?proxy=true,网络源,,,未分组,失败(None),
中国教育4台,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv4/51/20240709/index.m3u8?msisdn=202511151800366aabc8e0244f4e89b63f90fa3080e546&mdspid=&spid=699004&netType=0&sid=5910022154&pid=2028597139&timestamp=20251115180036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287339&ParentNodeID=-99&assertID=5910022154&client_ip=106.13.250.89&SecurityKey=20251115180036&promotionId=&mvid=5900006640&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=1c45f9e5d6b8c594cfac9fe7ddd820de&ddCalcu=e1dce0412538f0d9ded57de6fb98cca5f9c4,网络源,,,未分组,失败(660),660
