频道名,地址,来源,图标,检测时间,分组,状态,状态码
Candelaria TV (720p) [Not 24/7],https://cdn.streamhispanatv.net:3921/live/candetvlive.m3u8,网络源,https://i.imgur.com/Mq1yoUQ.png,,未分组,失败(None),
Canal 51 (720p),https://tvcn51.com/hls/cn51480.m3u8,网络源,https://i.imgur.com/xhVEEA1.png,,未分组,失败(None),
Canal 6 Nicaragüense (480p) [Not 24/7],http://138.117.4.70:8075/Canal06_CooTel/playlist.m3u8,网络源,https://i.imgur.com/6BWAZdq.png,,未分组,失败(404),404
Big Time Rush,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/663385cd06839f0008e00e93/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc833030-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b826dcb5-d6a4-4aca-9fe8-bfa327685060,网络源,,,未分组,失败(404),404
Big Time Rush,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/663385cd06839f0008e00e93/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ac7da3-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4b885ec0-86a3-4a1e-b3cb-90a1f041ddf9,网络源,https://i.imgur.com/7RVcgiv.png,,未分组,失败(404),404
Big Time Rush,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/663385cd06839f0008e00e93/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1cc774-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=6d0aa27c-1d61-4798-84aa-6423e65a4423,网络源,https://i.imgur.com/7RVcgiv.png,,未分组,失败(404),404
Canela Kids,https://stream.ads.ottera.tv/playlist.m3u8?network_id=654,网络源,,,未分组,失败(400),400
CanelaTV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=119,网络源,https://i.imgur.com/8Hllkpk.png,,未分组,失败(400),400
Canela Hits,https://stream.ads.ottera.tv/playlist.m3u8?network_id=1058,网络源,,,未分组,失败(400),400
Canela Clasicos,https://stream.ads.ottera.tv/playlist.m3u8?network_id=652,网络源,,,未分组,失败(400),400
Canela Telenovelas,https://stream.ads.ottera.tv/playlist.m3u8?network_id=1152,网络源,,,未分组,失败(400),400
Canela Music Presents,https://stream.ads.ottera.tv/playlist.m3u8?network_id=2548,网络源,,,未分组,失败(400),400
Billiard TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65df0cff66eec8000897b3a4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc833031-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=91cdf5e0-4b15-4ce9-af99-0d9a95c16ff7,网络源,,,未分组,失败(404),404
Champion TV (1080p),https://canal.mediaserver.com.co/live/ChampionTv.m3u8,网络源,https://i.imgur.com/A144MfR.png,,未分组,失败(404),404
BD Televisión (720p),https://stream.oursnetworktv.com/latin/telegtmb/playlist.m3u8,网络源,https://i.ibb.co/VBJhHkJ/Fda27b8e352949c39c8d88de33a284a4.png,,未分组,失败(404),404
Canal 7 Talanga Visión (720p),https://stream.oursnetworktv.com/latin/talangatv/playlist.m3u8,网络源,https://i.ibb.co/0cqcyz4/Logo-2020-azul-El-lider-de-la-zona.png,,未分组,失败(404),404
Billiard TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65df0cff66eec8000897b3a4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1cc775-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=36e4c683-680e-486f-91f0-ce1f0f88c4b6,网络源,https://i.imgur.com/BZijfKh.png,,未分组,失败(404),404
Champion TV,https://stream.berosat.live:19360/champion-tv/720p.m3u8,网络源,https://i.imgur.com/WjHSrHN.png,,未分组,失败(404),404
