频道名,地址,来源,图标,检测时间,分组,状态,状态码
Megavisión Canal 19 (720p),https://mgv-channel19.akamaized.net/hls/live/2093190/MGV_CHANNEL19/master.m3u8,网络源,https://i.imgur.com/voyVP6X.png,,未分组,失败(400),400
LaOtra (720p),https://laotra-1-23-secure2.akamaized.net/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/La_Otra_logo_%282017%29.svg/512px-La_Otra_logo_%282017%29.svg.png,,未分组,失败(400),400
KC2 (720p) [Not 24/7],http://197.243.19.131:1935/kc2/kc2/chunklist.m3u8,网络源,https://i.imgur.com/PsYPzNc.png,,未分组,失败(404),404
K-Content by CJ ENM,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6176ff3ba00900000763710f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2966a4-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=783bd025-4cbc-40c4-a742-b70d428fd035,网络源,https://i.imgur.com/lRy231d.png,,未分组,失败(404),404
Love & Hip Hop 2,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f7787e802a7ee0007a08d20/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c29b4c1-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=66c414bd-1010-44ae-b6c9-44092aedbaf8,网络源,,,未分组,失败(404),404
Maya TV (480p) [Not 24/7],https://media.streambrothers.com:19360/8356/8356.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Maya_TV_logo.png/512px-Maya_TV_logo.png,,未分组,失败(404),404
Lotus Macau HD (1080p) [Not 24/7],https://cdn1.skygo.mn/live/disk1/Lotus/HLS-FTA/Lotus.m3u8,网络源,https://i.imgur.com/7j8Lnog.png,,未分组,失败(404),404
Megavisión Canal 21 (720p),https://mgv-channel21.akamaized.net/hls/live/2093191/MGV_CHANNEL21/master.m3u8,网络源,https://i.imgur.com/HbdYU9k.png,,未分组,失败(400),400
L1,http://148.72.155.144:8000/play/a01i/index.m3u8,网络源,https://i.imgur.com/eRmXneK.png,,未分组,失败(404),404
Jeevan TV (396p),https://yupplivefragcp5.yuppcdn.net/030523/smil:jeevan.smil/playlist.m3u8,网络源,https://i.imgur.com/zKDrzDq.png,,未分组,失败(None),
