频道名,地址,来源,图标,检测时间,分组,状态,状态码
çº¬æ¥ç”µå½±,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8,网络源,çº¬æ¥ç”µå½±.png,,未分组,失败(None),
å®‰å¾½å›½é™…,http://36.35.16.98:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,å®‰å¾½å›½é™….png,,未分组,失败(None),
æ¸¸æˆé£äº‘,http://home.wwang.pw:35455/itv/5000000011000031114.m3u8?cdn=bestzb,网络源,æ¸¸æˆé£äº‘.png,,未分组,失败(None),
é¹¤å²—æ–°é—»ç»¼åˆ,http://[2409:8087:1a01:df::4059]:80/TVOD/88888888/224/3221226073/main.m3u8,网络源,é¹¤å²—æ–°é—»ç»¼åˆ.png,,未分组,失败(None),
ä½“è‚²èµ›äº‹,http://221.221.153.193:8888/rtp/239.3.1.157:8176,网络源,ä½“è‚²èµ›äº‹.png,,未分组,失败(None),
äº”æ˜Ÿä½“è‚²,http://home.wwang.pw:35455/itv/5000000010000017540.m3u8?cdn=bestzb,网络源,äº”æ˜Ÿä½“è‚².png,,未分组,失败(None),
é¹¤å²—æ–°é—»ç»¼åˆ,http://[2409:8087:1a01:df::4060]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8,网络源,é¹¤å²—æ–°é—»ç»¼åˆ.png,,未分组,失败(None),
æ–°ç–†å«è§†,http://39.164.160.249:9901/tsfile/live/0110_1.m3u8,网络源,æ–°ç–†å«è§†.png,,未分组,失败(404),404
é¹¤å²—æ–°é—»ç»¼åˆ,http://[2409:8087:1a01:df::4060]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8,网络源,é¹¤å²—æ–°é—»ç»¼åˆ.png,,未分组,失败(None),
ç›å½©å¹¿åœºèˆ,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8,网络源,ç›å½©å¹¿åœºèˆ.png,,未分组,失败(None),
æ–°ç–†å«è§†,http://101.35.240.114:88/live.php?id=æ–°ç–†å«è§†,网络源,æ–°ç–†å«è§†.png,,未分组,失败(404),404
äº”æ˜Ÿä½“è‚²,http://101.35.240.114:88/live.php?id=äº”æ˜Ÿä½“è‚²,网络源,äº”æ˜Ÿä½“è‚².png,,未分组,失败(404),404
åŠ²çˆ†ä½“è‚²,http://111.22.153.159:35455/itv/5000000002000029972.m3u8?cdn=bestzb,网络源,åŠ²çˆ†ä½“è‚².png,,未分组,失败(None),
å±±ä¸œå°‘å„¿,http://111.14.181.15:9901/tsfile/live/1005_1.m3u8,网络源,å±±ä¸œå°‘å„¿.png,,未分组,失败(404),404
é½é½å“ˆå°”æ–°é—»ç»¼åˆ,http://[2409:8087:1a15:10d1::31]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8,网络源,é½é½å“ˆå°”æ–°é—»ç»¼åˆ.png,,未分组,失败(None),
ç›å½©å¹¿åœºèˆ,http://zjzcf.synology.me:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive,网络源,ç›å½©å¹¿åœºèˆ.png,,未分组,失败(None),
ç›å½©å¹¿åœºèˆ,http://13937899.xyz:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive,网络源,ç›å½©å¹¿åœºèˆ.png,,未分组,失败(None),
åŠ²çˆ†ä½“è‚²,http://home.wwang.pw:35455/itv/5000000002000029972.m3u8?cdn=bestzb,网络源,åŠ²çˆ†ä½“è‚².png,,未分组,失败(None),
æ–°ç–†å«è§†,http://dsj.motem.top:8880/bptv/10000100000000050000000003887448.m3u8,网络源,æ–°ç–†å«è§†.png,,未分组,失败(None),
æµ·å—å°‘å„¿,http://nn.7x9d.cn/åœ°æ–¹å°8563/æµ·å—.php?id=sepd,网络源,æµ·å—å°‘å„¿.png,,未分组,失败(404),404
æµ·å—å…¬å…±,http://nn.7x9d.cn/åœ°æ–¹å°8563/æµ·å—.php?id=ggpd,网络源,æµ·å—å…¬å…±.png,,未分组,失败(404),404
ç›å½©å¹¿åœºèˆ,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226139/index.m3u8,网络源,ç›å½©å¹¿åœºèˆ.png,,未分组,失败(None),
çˆ±åŠ¨æ¼«,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000059/index.m3u8,网络源,çˆ±åŠ¨æ¼«.png,,未分组,失败(None),
äº”æ˜Ÿä½“è‚²,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8,网络源,äº”æ˜Ÿä½“è‚².png,,未分组,失败(None),
é‚¢å°ç»¼åˆ,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd,网络源,é‚¢å°ç»¼åˆ.png,,未分组,失败(404),404
é‚¢å°ç»¼åˆ,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8,网络源,é‚¢å°ç»¼åˆ.png,,未分组,失败(404),404
çº¬æ¥ç”µå½±,http://api.mytv666.top/api/qwt.php?t=å½±è§†é¢‘é“&id=çº¬æ¥ç”µå½±,网络源,çº¬æ¥ç”µå½±.png,,未分组,失败(404),404
æµ·å—æ–°é—»,http://nn.7x9d.cn/åœ°æ–¹å°8563/æµ·å—.php?id=xwpd,网络源,æµ·å—æ–°é—».png,,未分组,失败(404),404
çˆ±åŠ¨æ¼«,http://home.wwang.pw:35455/itv/2000000004000000059.m3u8?cdn=hnbblive,网络源,çˆ±åŠ¨æ¼«.png,,未分组,失败(None),
