频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
Geb Tv (KBPX LD5) (1080p),https://edge1.lifestreamcdn.com/live/geb/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/GEB_logo_blue.png/512px-GEB_logo_blue.png,1.463,未分组,h264,1920x1080,29.97002997002997,有音频,0.4844,False,False,0.4896,0.0156
Glendale 11 AZ (360p),https://edge-f.swagit.com/live/glendaleaz/live-1-a-1/playlist.m3u8,网络源,https://i.imgur.com/jehiyV7.png,0.689,未分组,h264,1920x1080,29.97002997002997,有音频,0.5417,False,False,0.5417,0.0677
Horse and Country (720p),https://hncfree-samsungau.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/1x6zYZr.png,1.805,未分组,h264,1280x720,25.0,有音频,0.5365,False,False,0.5521,0.0417
FX Latin America (1080p),http://38.199.6.1:17001/play/a04u/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/FX_International_logo.svg/512px-FX_International_logo.svg.png,1.909,未分组,h264,1920x1080,29.97002997002997,有音频,1.0,False,False,0,0
Garfield and Friends,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60faf9ddfcc1f200070a5932/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28f176-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=68c3c9ce-0e68-43fa-ade2-43491d9d88e2,网络源,https://i.imgur.com/evzfe9C.png,2.960,未分组,h264,426x240,30.0,有音频,0.5677,False,False,0.5156,0.0625
Joshua TV (720p),https://livecdn.live247stream.com/joshua/tv/playlist.m3u8,网络源,https://i.imgur.com/x9xPR2h.png,3.530,未分组,h264,1280x720,29.97002997002997,有音频,0.5417,False,False,0.4609,0.0026
JČ1 (1080p),https://stream.jc1.cz/hls/jc1.m3u8,网络源,https://i.imgur.com/AM8YtcV.png,3.602,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.4635,0.0417
Holvoet TV (Copiapó) (720p) [Not 24/7],https://unlimited1-us.dps.live/holvoettv/holvoettv.smil/playlist.m3u8,网络源,https://i.imgur.com/9JKRO3R.png,3.843,未分组,h264,426x240,29.97002997002997,有音频,0.5573,False,False,0.4844,0.0469
KABC-DT1 (360p) [Not 24/7],https://tvpass.org/live/abc-kabc-los-angeles-ca/sd,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/KABC-TV-Logo-2021.png/512px-KABC-TV-Logo-2021.png,3.918,未分组,h264,640x360,59.94005994005994,有音频,0.5521,False,False,0.5078,0.0286
Juice TV (1080p) [Not 24/7],https://juicex.nz/hls/mystream.m3u8,网络源,https://i.imgur.com/WaaaW0w.png,4.079,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.6224,0.0755
IBC Tamil (1080p),https://ibc.massstream.net/IBC/index.m3u8,网络源,https://i.postimg.cc/K8kgN7bt/ibctamil.png,3.416,未分组,h264,1280x720,50.0,有音频,0.5729,False,False,0.638,0.0182
Hunt Fish TV,https://streams2.sofast.tv/sofastplayout/WiseM3U8_2/master.m3u8,网络源,,4.370,未分组,h264,1920x1080,25.0,有音频,0.5312,False,False,0.5521,0.0521
FUEL TV (1080p),https://amg01074-fueltv-fueltvemeaen-rakuten-b6j62.amagi.tv/hls/amagi_hls_data_rakutenAA-fueltvemeaen/CDN/master.m3u8,网络源,https://i.imgur.com/I8mviBy.png,4.503,未分组,h264,1920x1080,25.0,有音频,0.5729,False,False,0.5781,0.0729
GSG TV (720p),https://schurch1.bozztv.com/livecdn69/live/playlist.m3u8,网络源,https://i.imgur.com/8fZnNu0.png,1.810,未分组,h264,1280x720,29.97002997002997,有音频,0.5365,False,False,0.6693,0.0339
IasiTV Life (1080p) [Not 24/7],https://tv.streambox.ro/hls/itv/index.m3u8,网络源,https://i.imgur.com/HY7EL5e.png,4.869,未分组,h264,1280x720,25.0,有音频,0.5781,False,False,0.5885,0.0781
Galveston County TV (720p) [Not 24/7],https://edge-f.swagit.com/live/galvestontx/smil:hd-16x9-1-a/playlist.m3u8,网络源,https://i.imgur.com/uzjuxdI.png,1.370,未分组,h264,426x240,29.97002997002997,有音频,0.5625,False,False,0.7188,0.0156
INA 70,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/639b54404cfdf7000729b3c1/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e06ff21-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=95c3471a-db5b-4447-994a-2655607bc4b2,网络源,,5.357,未分组,h264,426x240,30.0,有音频,0.5052,False,False,0.6458,0.0
K News India (1080p),https://knews.livebox.co.in/youtubehls/live.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/K_News_India.png,5.754,未分组,h264,1920x1080,30.0,有音频,0.5781,False,False,0.5391,0.0078
Imam Hussein TV 4 (1080p) [Not 24/7],https://live.imamhossaintv.com/live/ih4.m3u8,网络源,https://i.imgur.com/0UYcylY.png,5.966,未分组,h264,426x240,25.0,有音频,0.5156,False,False,0.5807,0.0026
Imam Hussein TV 3 (1080p) [Not 24/7],https://live.imamhossaintv.com/live/ih3.m3u8,网络源,https://i.imgur.com/emQRHQZ.png,5.971,未分组,h264,426x240,25.0,有音频,0.5156,False,False,0.4766,0.0234
Imam Hussein TV 2 (1080p) [Not 24/7],https://live.imamhossaintv.com/live/ih2.m3u8,网络源,https://i.imgur.com/IXVSPdJ.png,6.046,未分组,h264,426x240,25.0,有音频,0.5156,False,False,0.5521,0.0052
IBC Bakthi (1080p),https://ibc.massstream.net/IBC2/index.m3u8,网络源,https://i.imgur.com/ZNEz5Wx.png,3.148,未分组,h264,1280x720,50.0,有音频,0.5417,False,False,0.4583,0.0521
FS1 Salzburg (720p) [Not 24/7],http://stream.fs1.tv:8080/hls/webstream.m3u8,网络源,https://i.imgur.com/74gMaPK.png,2.277,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.5078,0.0599
France 24 English (1080p),https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/playlist/amg00106-france24-france24-samsunguk/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/France_24_logo_%282013%29.svg/512px-France_24_logo_%282013%29.svg.png,4.967,未分组,h264,1920x1080,25.0,有音频,0.5312,False,False,0.4844,0.0312
Imam Hussein TV 1 (1080p) [Not 24/7],https://live.imamhossaintv.com/live/ih1.m3u8,网络源,https://i.imgur.com/pDdUvz7.png,5.655,未分组,h264,426x240,25.0,有音频,0.5677,False,False,0.526,0.0052
Huntington Beach TV Channel 3 (720p),https://reflect-huntingtonbeach.cablecast.tv/live-4/live/stream-1/live.m3u8,网络源,https://i.imgur.com/xADoSqE.png,5.602,未分组,h264,480x270,30.0,有音频,0.5104,False,False,0.4974,0.0651
Grit (720p),https://fl1.moveonjoy.com/GRIT_TV/index.m3u8,网络源,https://i.imgur.com/6w1Wj3j.png,3.519,未分组,h264,1280x720,29.97002997002997,有音频,0.5469,False,False,0.5365,0.0885
GH Canada TV,https://stream.bozztv.com/tvstat-tamar/tvstat-tamar/playlist.m3u8,网络源,https://www.lyngsat.com/logo/tv/gg/gh-canada-tv-ca.png,1.190,未分组,h264,1280x720,23.976023976023978,有音频,0.5729,False,False,0.5625,0.0365
Kaloopy TV (720p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/kaloopy/master.m3u8,网络源,https://i.ibb.co/Kcg56MFt/long-logo-kaloopy.jpg,2.110,未分组,h264,1280x720,23.976023976023978,有音频,0.5,False,False,0.4844,0.0104
Fox Sports (720p),https://live-manifest.production-public.tubi.io/live/6035c7fd-efff-4ec7-93dc-aa0c7a58ba47/playlist.m3u8,网络源,,4.232,未分组,h264,1280x720,59.94005994005994,有音频,0.526,False,False,0.5234,0.0286
Franken Fernsehen (Nürnberg) (1080p) [Not 24/7],https://frankentv.iptv-playoutcenter.de/frankentv/frankentv.stream_1/playlist.m3u8,网络源,https://i.imgur.com/3pGGLLD.png,4.088,未分组,h264,1920x1080,25.0,有音频,0.6042,False,False,0.513,0.0339
Impacto Televisión (360p) [Not 24/7],https://cloudvideo.servers10.com:8081/impactotv/index.m3u8,网络源,https://i.imgur.com/bkpCGP6.png,3.650,未分组,h264,854x480,23.976023976023978,有音频,0.6146,False,False,0.513,0.0807
Guangzhou TV,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8,网络源,https://i.imgur.com/ff3KQXp.png,3.485,未分组,h264,1280x720,25.0,有音频,0.5156,False,False,0.5,0.0052
Haber61 TV (720p) [Not 24/7],https://cdn-haber61tv.yayin.com.tr/haber61tv/smil:haber61tv.smil/index.m3u8,网络源,https://i.imgur.com/2a2XUKl.png,8.316,未分组,h264,854x480,30.0,有音频,0.5677,False,False,0.4818,0.1432
Iran Nama,https://iran613hls.wns.live/hls/stream.m3u8,网络源,https://i.postimg.cc/kgZwjW5W/iran-nama.jpg,2.342,未分组,h264,1280x720,25.0,有音频,0.5885,False,False,0.5443,0.0078
HTV3 (576p) [Geo-blocked],https://live.fptplay53.net/epzhd1/htv3_hls.smil/chunklist.m3u8,网络源,https://i.postimg.cc/Zq4xXNZs/HTV3-logo-2018.png,6.920,未分组,h264,1280x720,25.0,有音频,0.0,False,False,0.0,0.0
Hévízi TV (1080p),https://cloudfront44.lexanetwork.com:1344/relay03/livestream003.sdp/playlist.m3u8,网络源,https://i.imgur.com/zuWQKDm.png,3.889,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.4844,0.0365
Intuitiva TV (720p),https://video2.lhdserver.es/cableperu/live.m3u8,网络源,https://i.imgur.com/zcehR4M.png,2.946,未分组,h264,1280x720,29.97002997002997,有音频,0.5156,False,False,0.4922,0.0547
Juwelo (720p),https://sdn-global-live-streaming-packager-cache.3qsdn.com/7441/7441_264_live.m3u8,网络源,https://i.imgur.com/vmX8Qin.png,9.503,未分组,h264,1280x720,50.0,有音频,0.599,False,False,0.5833,0.0156
Fox Weather (720p),https://247wlive.foxweather.com/stream/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Fox_Weather_logo.svg/512px-Fox_Weather_logo.svg.png,2.633,未分组,h264,1280x720,30.0,有音频,0.5312,False,False,0.4609,0.0078
