频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
TV Éxitos (720p),https://streaming.grupomediosdelnorte.com:19360/tvexitos/tvexitos.m3u8,网络源,https://i.imgur.com/ahz7X7u.png,0.623,未分组,,,,无音频,0.5625,False,False,0.5182,0.0911
The Walk TV (720p),https://cdn-unified-hls.streamspot.com/ingest1/8b0796adaf/playlist.m3u8?origin=1,网络源,https://i.imgur.com/p3RAxjp.png,0.969,未分组,h264,1280x720,30.0,有音频,0.5677,False,False,0.5286,0.0078
Top FM TV (240p) [Not 24/7],https://tvdatta.com:3084/live/toptvaguaytialive.m3u8,网络源,https://i.imgur.com/tiNvihZ.png,1.035,未分组,h264,1280x720,29.97002997002997,有音频,0.5208,False,False,0.6589,0.0703
Totalmusic 2000s (720p),https://cdn.global.elektamedia.com/live/c7eds/Totalmusic_00s/SA_LIVE_hls_enc/master.m3u8,网络源,https://static.elektamedia.com/ch/tmc_00s.png,1.288,未分组,h264,1920x1080,,有音频,0.5052,False,False,0.5052,0.0365
Telecanal 12 (720p) [Not 24/7],https://mlb.essastream.com:8081/telecanal12/tracks-v1a1/mono.m3u8,网络源,https://i.imgur.com/90cTK8S.png,1.353,未分组,h264,1280x720,29.97002997002997,有音频,0.4896,False,False,0.4661,0.0339
Thrillers 365,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62fb6da41afad500077e9178/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c7786-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=26fc9e3f-7675-48b8-bf64-46d20af3ec80,网络源,,1.878,未分组,h264,426x240,30.0,有音频,0.5052,False,False,0.5443,0.0234
TV Sur Canal 9 (620p) [Not 24/7],http://tv.ticosmedia.com:1935/TVSUR/TVSUR/playlist.m3u8,网络源,https://i.imgur.com/7HbISMV.png,1.399,未分组,h264,720x480,29.97002997002997,有音频,0.5417,False,False,0.0,0.0
TV Centro HD (720p),https://cloud2.streaminglivehd.com:1936/8032/8032/playlist.m3u8,网络源,https://i.imgur.com/bcfmqHb.png,1.910,未分组,h264,1280x720,,有音频,0.5156,False,False,0.4948,0.0677
The Pet Collective International (720p),https://the-pet-collective-international-mx.samsung.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/yH7n2dF.png,1.964,未分组,h264,1280x720,29.97002997002997,有音频,0.5833,False,False,0.5469,0.0677
Travelxp (720p),https://travelxp-travelxp-1-au.samsung.wurl.tv/playlist.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_TRAVELXP/images/LOGO_HD/image.png,1.996,未分组,h264,1280x720,29.97002997002997,有音频,0.5781,False,False,0.4792,0.0156
TV Punjab (720p),https://932y483pdjv8-hls-live.5centscdn.com/stream/deb10bae362f810630ec3abedcae5894.sdp/playlist.m3u8,网络源,https://en.tvpunjab.com/storage/2022/03/logo-2022.png,1.177,未分组,h264,1280x720,59.94005994005994,有音频,0.5208,False,False,0.375,0.0
Telemax (XEWH-TDT) (1080p),https://s5.mexside.net:1936/telemax/telemax/playlist.m3u8,网络源,https://i.imgur.com/klhTyDU.png,1.685,未分组,h264,1920x1080,29.97002997002997,有音频,0.5521,False,False,0.4844,0.026
The Jack Hannah Channel,https://littonjackhannah-samsungca.amagi.tv/playlist.m3u8,网络源,,2.421,未分组,h264,1920x1080,29.97002997002997,有音频,0.5781,False,False,0.487,0.0339
Telemundo Noticias Ahora,https://xumo-xumoent-ch827-uj0ch.fast.nbcuni.com/live/master.m3u8,网络源,,1.829,未分组,h264,426x240,30.0,有音频,0.526,False,False,0.5365,0.0885
The Chat Show Channel (1080p),https://amg00426-lds-amg00426c11-rakuten-uk-3888.playouts.now.amagi.tv/playlist.m3u8,网络源,,1.933,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.5495,0.013
TV Cuatro 4.1 (1080p),https://5f1af61612fb5.streamlock.net/tv4/tv4.smil/.m3u8,网络源,https://i.imgur.com/Of044Jx.png,2.951,未分组,h264,1920x1080,29.97002997002997,有音频,0.5417,False,False,0.5703,0.013
TV Paraná Turismo (720p) [Not 24/7],http://200.189.113.201/hls/tve.m3u8,网络源,https://i.imgur.com/I6pKoBd.png,1.738,未分组,h264,1920x1080,60.0,有音频,0.526,False,False,0.5156,0.0208
TV Clube (720p),https://5c483b9d1019c.streamlock.net/8186/8186/playlist.m3u8,网络源,https://i.imgur.com/CpXjcyE.png,0.835,未分组,h264,1280x720,30.0,有音频,0.526,False,False,0.5443,0.0234
Telepacífico (1080p) [Geo-blocked],https://play.cdn.enetres.net/6E5C615AA5FF4123ACAF0DAB57B7B8DC021/022/playlist.m3u8,网络源,https://i.imgur.com/39hy97J.png,3.237,未分组,h264,1920x1080,30.0,有音频,0.4948,False,False,0.0,0.0
TV4 (360p),https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/bullheadcity/G0860_002/playlist.m3u8,网络源,https://i.imgur.com/CRvQ6sF.png,1.007,未分组,h264,640x360,25.0,有音频,0.5365,False,False,0.6589,0.1068
