频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
[HD]espn =,https://stream1.freetv.fun/espn-8.ctv,网络源,https://epg.pw/media/images/channel/2014/11/25/large/20141125170114178278_47.jpg,2.092,未分组,h264,1280x720,59.94005994005994,有音频,0.4062
[VGA]atv colombia,https://stream1.freetv.fun/atv-colombia-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173813571454_94.png,2.529,未分组,h264,854x480,29.97002997002997,有音频,0.5312
[SD]nrb tv (480p),https://stream1.freetv.fun/nrb-tv-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/10/06/20151006162032850296_37.jpg,3.100,未分组,h264,1280x720,29.97002997002997,有音频,0.4375
[BD]world fashion channel en,https://stream1.freetv.fun/world-fashion-channel-en-1.m3u8,网络源,https://epg.pw/media/images/channel/2020/03/03/large/20200303232008412011_84.png,3.172,未分组,h264,1920x1080,25.0,有音频,0.8594
[HD]cg entertainment,https://stream1.freetv.fun/cg-entertainment-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/28/20150928130124974134_62.jpg,3.474,未分组,h264,1280x720,29.97002997002997,有音频,0.3281
[SD]black cinema,https://stream1.freetv.fun/black-cinema-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223014334664873_51.png,3.600,未分组,h264,426x240,30.0,有音频,0.5156
[HD]bbc news arabia,https://stream1.freetv.fun/bbc-news-arabia-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/20/20150720034537705743_38.jpg,3.770,未分组,h264,1280x720,50.0,有音频,0.7344
[BD]hbo east *m[geo-blocked],https://stream1.freetv.fun/hbo-east--m-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020554404518_29.png,3.901,未分组,h264,1920x1080,29.97002997002997,有音频,0.5625
[HD]can tv,https://stream1.freetv.fun/can-tv-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175033520459_95.png,4.161,未分组,h264,1280x720,30.0,有音频,0.5156
[HD]tve 24 h,https://stream1.freetv.fun/tve-24-h-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/05/07/20160507094444820333_82.png,4.177,未分组,h264,640x360,25.0,有音频,0.625
[HD]failarmy international,https://stream1.freetv.fun/failarmy-international-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174912035196_59.png,4.200,未分组,h264,1280x720,29.97002997002997,有音频,0.3125
[HD]hsn2,https://stream1.freetv.fun/hsn2-1.m3u8,网络源,https://epg.pw/media/images/channel/2020/11/14/large/20201114212249621443_45.png,1.734,未分组,h264,640x360,30.0,有音频,0.5469
[BD]dubai tv,https://stream1.freetv.fun/dubai-tv-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506163800003846_85.png,4.277,未分组,h264,1920x1080,25.0,有音频,0.3906
[HD]icnet 2,https://stream1.freetv.fun/icnet-2-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318085647468875_50.png,4.267,未分组,h264,1280x720,25.0,有音频,0.2031
[BD]dijlah tv,https://stream1.freetv.fun/dijlah-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174601163962_10.png,4.481,未分组,h264,1920x1080,25.0,有音频,0.4688
[BD]cbn family,https://stream1.freetv.fun/cbn-family-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/24/large/20220524233028154751_25.png,4.609,未分组,h264,1920x1080,29.97002997002997,有音频,0.5156
[HD]nbc news,https://stream1.freetv.fun/nbc-news-2.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/21/large/20190121225455145966_13.png,1.453,未分组,h264,1280x720,30.0,有音频,0.3281
[HD]hmong tv network,https://stream1.freetv.fun/hmong-tv-network-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/28/20140528160602880583_13.png,1.171,未分组,h264,1280x720,29.97002997002997,有音频,0.625
[HD]history *wj,https://stream1.freetv.fun/history--wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,2.366,未分组,h264,1280x720,25.0,有音频,0.0
[BD]dubai sports 3,https://stream1.freetv.fun/dubai-sports-3-4.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313161442698741_15.png,6.015,未分组,h264,1920x1080,25.0,有音频,0.4375
[HD]filmzie,https://stream1.freetv.fun/filmzie-1.m3u8,网络源,https://epg.pw/media/img/logo/Filmazia.png,2.899,未分组,h264,1280x720,29.97002997002997,有音频,0.5781
[SD]hungama tv,https://stream1.freetv.fun/hungama-tv-1.ctv,网络源,https://epg.pw/media/images/channel/2021/10/16/large/20211016152149214400_38.png,6.455,未分组,h264,704x576,25.0,有音频,0.4688
[BD]hbo(tw) *s[geo-blocked],https://stream1.freetv.fun/hbo--s-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/06/10/large/20240610185422140004_63.png,2.321,未分组,h264,960x540,29.97002997002997,有音频,0.5625
[BD]th hải phòng,https://stream1.freetv.fun/th-hai-phong-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/21/20140521153956794124_41.jpg,6.404,未分组,h264,1920x1080,25.0,有音频,0.6875
[VGA]melody,https://stream1.freetv.fun/melody-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/03/06/20170306082532761148_82.jpg,2.235,未分组,h264,320x184,30.0,有音频,0.3125
[HD]eet tv,https://stream1.freetv.fun/eet-tv-3.m3u8,网络源,https://epg.pw/media/,2.482,未分组,h264,1280x720,59.94005994005994,有音频,0.5312
[SD]msnbc (720p),https://stream1.freetv.fun/msnbc-5.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/23/large/20190123012009812276_31.jpg,2.886,未分组,h264,1920x1080,25.0,有音频,0.5781
[BD]sgtv,https://stream1.freetv.fun/sgtv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/10/19/20151019150514143371_66.jpg,6.987,未分组,h264,480x270,30.0,有音频,0.75
[HD]diy network *m[geo-blocked],https://stream1.freetv.fun/diy-network--m-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2018/01/08/20180108144049183051_96.jpg,2.532,未分组,h264,960x540,29.97002997002997,有音频,0.4531
[BD]fox now[geo-blocked],https://stream1.freetv.fun/fox-now-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/01/large/20230901185447289662_51.jpg,1.859,未分组,h264,1920x1080,30.0,有音频,0.4219
[HD]life tv,https://stream1.freetv.fun/life-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174200364717_15.png,8.332,未分组,h264,1280x720,25.0,有音频,0.4219
[BD]dubai sports 2,https://stream1.freetv.fun/dubai-sports-2-13.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313161442698741_15.png,8.383,未分组,h264,1920x1080,25.0,有音频,0.5312
[HD]global news winnipeg,https://stream1.freetv.fun/global-news-winnipeg-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/22/large/20240422035430526505_15.png,8.570,未分组,h264,426x240,30.0,有音频,0.5781
[HD]lemar tv,https://stream1.freetv.fun/lemar-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222252166727_36.png,2.184,未分组,h264,1280x720,25.0,有音频,0.5156
[HD]cbs news los angeles (720p),https://stream1.freetv.fun/cbs-news-los-angeles-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/07/09/large/20250709173008580029_37.png,2.616,未分组,h264,1280x720,29.97002997002997,有音频,0.5156
[HD]artflix movie classics,https://stream1.freetv.fun/artflix-movie-classics-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,2.701,未分组,h264,1280x720,29.97002997002997,有音频,0.7188
[BD]france 24 español,https://stream1.freetv.fun/france-24-espanol-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104841185612_92.png,2.745,未分组,h264,1920x1080,25.0,有音频,0.5781
[VGA]mihan tv,https://stream1.freetv.fun/mihan-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175033520459_95.png,2.600,未分组,h264,480x270,30.0,有音频,0.3594
[HD]history 1,https://stream1.freetv.fun/history-1-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,0.946,未分组,h264,1280x720,29.97002997002997,有音频,0.0
[BD]motorvision.tv,https://stream1.freetv.fun/motorvision-tv-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174441707554_46.png,4.843,未分组,h264,1920x1080,25.0,有音频,0.3906
[HD]global news kingston,https://stream1.freetv.fun/global-news-kingston-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/22/large/20240422035430526505_15.png,5.316,未分组,h264,426x240,30.0,有音频,0.5312
[BD]mbc masr 1,https://stream1.freetv.fun/mbc-masr-1-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/12/17/large/20221217223933265568_25.jpg,7.389,未分组,h264,1920x1080,25.0,有音频,0.75
[HD]kanal 58,https://stream1.freetv.fun/kanal-58-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,6.140,未分组,h264,1280x720,25.0,有音频,0.5625
[BD]rotana pnc drama[geo-blocked],https://stream1.freetv.fun/rotana-pnc-drama-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174532875254_91.png,1.956,未分组,h264,1920x1080,25.0,有音频,0.4844
[BD]rakuten tv comedy movies[geo-blocked],https://stream1.freetv.fun/rakuten-tv-comedy-movies-5.m3u8,网络源,https://epg.pw/media/,8.732,未分组,h264,1920x1080,25.0,有音频,0.4531
[SD]discovery science *m[geo-blocked],https://stream1.freetv.fun/discovery-science--m-2.ctv,网络源,https://epg.pw/media/images/channel/2022/05/03/large/20220503230558671809_71.png,2.378,未分组,h264,720x576,25.0,有音频,0.5781
[BD]comedy central *m[geo-blocked],https://stream1.freetv.fun/comedy-central--m-2.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,2.492,未分组,h264,1920x1080,25.0,有音频,0.6406
[BD]Dunia Sinema **,https://stream1.freetv.fun/dunia-sinema-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003758720047_55.png,4.678,未分组,h264,1920x1080,25.0,有音频,0.5312
[VGA]ebse,https://stream1.freetv.fun/ebse-1.ctv,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224164727683631_93.jpeg,3.120,未分组,h264,720x400,29.97002997002997,有音频,0.4688
[VGA]clubbing tv[geo-blocked],https://stream1.freetv.fun/clubbing-tv-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174803292147_74.png,7.735,未分组,h264,,,有音频,0.6094
[HD]fx ==,https://stream1.freetv.fun/fx-10.ctv,网络源,https://epg.pw/media/images/channel/2020/02/29/large/20200229001608560661_60.png,1.522,未分组,h264,1280x720,59.94005994005994,有音频,0.0
[SD]entertainment tonight (720p),https://stream1.freetv.fun/entertainment-tonight-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/28/20150928130124974134_62.jpg,2.590,未分组,h264,1920x1080,30.0,有音频,0.5469
[BD]悬疑movie,https://stream1.freetv.fun/xuan-yi-movie-1.ctv,网络源,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,5.723,未分组,h264,1920x1080,25.0,有音频,0.5312
[BD]hbo zone *m[geo-blocked],https://stream1.freetv.fun/hbo-zone--m-1.ctv,网络源,https://epg.pw/media/images/channel/2024/04/11/large/20240411180058847905_35.png,3.161,未分组,h264,1920x1080,30.0,有音频,0.4844
[SD]kctv-dt1 [geo-blocked],https://stream1.freetv.fun/kctv-dt1-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/12/20/large/20221220162448157210_12.jpg,3.540,未分组,h264,416x234,29.97002997002997,有音频,0.5781
[BD]kiro-dt1,https://stream1.freetv.fun/kiro-dt1-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/04/27/20170427091104011697_65.jpg,6.150,未分组,h264,384x216,29.97002997002997,有音频,0.4531
[HD]music pop,https://stream1.freetv.fun/music-pop-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220204308565025_88.jpg,2.095,未分组,h264,1280x720,25.0,有音频,0.5312
[BD]HBO Xtreme,https://stream1.freetv.fun/hbo-xtreme-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/10/17/large/20221017223448453393_14.jpg,1.691,未分组,h264,1280x720,29.97002997002997,有音频,0.5156
[BD]history 2 *m[geo-blocked],https://stream1.freetv.fun/history-2--m-1.ctv,网络源,https://epg.pw/media/images/channel/2024/10/15/large/20241015165651638130_86.jpg,2.507,未分组,h264,1920x1080,25.0,有音频,0.4688
[HD]us ion,https://stream1.freetv.fun/us-ion-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/04/04/20150404015929608784_86.jpg,1.548,未分组,h264,1280x720,59.94005994005994,有音频,0.5469
[VGA]kuwait tv 1,https://stream1.freetv.fun/kuwait-tv-1-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/20/20150720042746549850_95.jpg,4.558,未分组,h264,480x360,25.0,有音频,0.8438
[HD]seven channel,https://stream1.freetv.fun/seven-channel-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/10/16/large/20211016152142382416_72.png,14.183,未分组,h264,1280x720,25.0,有音频,0.375
[BD]ktv,https://stream1.freetv.fun/ktv-2.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174430182357_32.png,5.883,未分组,h264,1920x1080,25.0,有音频,0.4688
[BD]hope channel north america (1080p),https://stream1.freetv.fun/hope-channel-north-america-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/5d7eccbbdd8e762ee0929f30b598677a.png,2.967,未分组,h264,640x360,30.0,有音频,0.6562
[HD]hmong tv network,https://stream1.freetv.fun/hmong-tv-network-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/28/20140528160602880583_13.png,1.077,未分组,h264,1280x720,29.97002997002997,有音频,0.4062
[SD]id investigation discovery европа,https://stream1.freetv.fun/id-investigation-discovery-evropa-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/11/large/20220411222823732042_44.png,4.421,未分组,h264,1024x576,25.0,有音频,0.5469
[BD]mega,https://stream1.freetv.fun/mega-2.m3u8,网络源,https://epg.pw/media/,3.073,未分组,h264,1920x1080,25.0,有音频,0.5312
[HD]juwelo,https://stream1.freetv.fun/juwelo-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201632689820_95.png,9.913,未分组,h264,1280x720,50.0,有音频,0.7344
[VGA]ebs1,https://stream1.freetv.fun/ebs1-2.ctv,网络源,https://epg.pw/media/images/channel/2022/09/30/large/20220930173234951785_34.jpg,2.305,未分组,h264,720x400,29.97002997002997,有音频,0.3438
[BD]ktv,https://stream1.freetv.fun/ktv-4.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174430182357_32.png,5.877,未分组,h264,1920x1080,25.0,有音频,0.4688
[BD]motor trend,https://stream1.freetv.fun/motor-trend-4.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/10/large/20190110224925174615_29.jpg,1.409,未分组,h264,1920x1080,29.97002997002997,有音频,0.5156
[SD]noursat english (576p),https://stream1.freetv.fun/noursat-english-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174257288016_34.png,3.094,未分组,h264,1024x576,25.0,有音频,0.5156
[BD]comedy tv[geo-blocked],https://stream1.freetv.fun/comedy-tv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530192249250718_54.png,2.723,未分组,h264,384x216,29.97002997002997,有音频,0.7656
[HD]bi 1! kanal,https://stream1.freetv.fun/bi-1--kanal-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,7.635,未分组,h264,1280x720,25.0,有音频,0.5469
[HD]kanal 23,https://stream1.freetv.fun/kanal-23-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/25/large/20220525022131258156_36.png,7.651,未分组,h264,1280x720,25.0,有音频,0.4219
[SD]loveworld arabic,https://stream1.freetv.fun/loveworld-arabic-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/02/05/large/20240205014305176923_17.png,1.516,未分组,h264,720x576,50.0,有音频,0.5625
[HD]nhk japan ᴴᴰ,https://stream1.freetv.fun/nhk-japan-hd-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305152534604002_80.png,10.117,未分组,h264,1280x720,25.0,有音频,0.5
[VGA]ebs 1,https://stream1.freetv.fun/ebs-1-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/30/large/20220930173328314305_74.jpg,3.682,未分组,h264,720x400,29.97002997002997,有音频,0.5312
[HD]blues tv,https://stream1.freetv.fun/blues-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/06/07/large/20220607013307266751_37.png,0.951,未分组,h264,1280x720,59.94005994005994,有音频,0.2969
[SD]raj digital plus,https://stream1.freetv.fun/raj-digital-plus-1.ctv,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222437012151_80.png,5.888,未分组,h264,704x576,25.0,有音频,0.7031
[HD]id *m[geo-blocked],https://stream1.freetv.fun/id--m-1.ctv,网络源,https://epg.pw/media/images/channel/2022/04/11/large/20220411222823732042_44.png,2.644,未分组,h264,1280x720,25.0,有音频,0.4062
[HD]digi 24,https://stream1.freetv.fun/digi-24-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/03/19/20150319041601737247_31.png,17.696,未分组,h264,640x360,25.0,有音频,0.6094
[HD]mbc,https://stream1.freetv.fun/mbc-4.m3u8,网络源,https://epg.pw/media/img/logo/MBC.png,3.664,未分组,h264,1280x720,29.97002997002997,有音频,0.25
[HD]hbo 2 east *m[geo-blocked],https://stream1.freetv.fun/hbo-2-east--m-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020554404518_29.png,2.581,未分组,h264,1280x720,59.94005994005994,有音频,0.4219
[VGA]ebse,https://stream1.freetv.fun/ebse-2.ctv,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224164727683631_93.jpeg,2.414,未分组,h264,640x360,29.97002997002997,有音频,0.375
