频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
Sardari TV (1080p) [Not 24/7],http://158.69.124.9:1935/sardaritv/sardaritv/playlist.m3u8,网络源,,0.836,未分组,h264,1920x1080,29.97002997002997,有音频,0.4583,False,False,0.5938,0.0
Stingray Rock Alternative (1080p),https://lotus.stingray.com/manifest/ose-102ads-montreal/samsungtvplus/master.m3u8,网络源,https://i.imgur.com/mt8ulVX.png,1.060,未分组,h264,1920x1080,29.97002997002997,有音频,0.474,False,False,0.5469,0.0
RTI 1 (1080p) [Not 24/7],http://69.64.57.208:8080/rti1/playlist.m3u8,网络源,https://i.imgur.com/TybQZQS.png,1.153,未分组,h264,1280x720,50.0,有音频,0.5312,False,False,0.5052,0.0
Safeer TV (1080p),https://cdn3.wowza.com/1/YStGZlJRdktzZkdK/VXROZWNW/hls/live/playlist.m3u8,网络源,https://image.roku.com/developer_channels/prod/8389e15af8fe49ac7c36d201c24ebf62fbe5b22897c2879ca26ae936e0ed308d.png,1.220,未分组,h264,1920x1080,25.0,有音频,0.5156,False,False,0.4688,0.0
Starz East,https://fl1.moveonjoy.com/STARZ/index.m3u8,网络源,https://i.imgur.com/N7oSm4d.png,1.421,未分组,h264,1280x720,29.97002997002997,有音频,0.4635,False,False,0.4896,0.0
Smart Healthy Green Living (720p) [Geo-blocked],https://amg16109-shgliving-amg16109c1-klowdtv-us-2235.playouts.now.amagi.tv/playlist/amg16109-shglivingnetwork-smarthealthygreenliving-klowdtvus/playlist.m3u8,网络源,,0.906,未分组,h264,1280x720,29.97002997002997,有音频,0.5885,False,False,0.526,0.0
Shaun the Sheep & Friends,https://aar-shaun-xumo.otteravision.com/aar/shaun/shaun.m3u8,网络源,,2.201,未分组,h264,640x360,30.0,有音频,0.5677,False,False,0.5885,0.0
SIC Alta Definição (1080p),https://production-fast-sic.content.okast.tv/fa2e8c4385712f9aa54bbe52b1bd9b6b/channels/d9070446-8448-455e-8075-773b1ba12562/fc831b20-f252-4e7d-8cc5-2d05f4d43c1c/media_.m3u8,网络源,https://i.imgur.com/VdPwyQv.png,2.082,未分组,h264,640x360,29.97002997002997,有音频,0.5781,False,False,0.651,0.0
SpongeBob Schwammkopf,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d00e8adaab96b5635b2a005/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b210d33-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d0e90d58-c732-45e6-912f-8699db8e3f73,网络源,https://i.imgur.com/NIsgNvI.png,2.309,未分组,h264,426x240,30.0,有音频,0.5573,False,False,0.6302,0.0
Super TV 55 (720p) [Geo-blocked],https://ss2.tvrdomi.com:1936/supertv55/supertv55/playlist.m3u8,网络源,https://3.bp.blogspot.com/-WO2ZKryfWoU/Wr1pO5clk_I/AAAAAAAAdJk/QYRg8_bp4OgmIWI55Y4m6i5o8RiWfCHWwCLcBGAs/s200/SuperTV55.jpg,2.410,未分组,h264,1280x720,59.94005994005994,有音频,0.4531,False,False,0.526,0.0
Savane TV,https://savane24.tv:5443/LiveApp/streams/Y4fyif69Q0ll6MeH2190896734859843.m3u8,网络源,https://i.imgur.com/mv3S1Zc.png,2.122,未分组,h264,1280x720,30.0,有音频,0.5469,False,False,0.0,0.0
SL 2,https://sltwohls.wns.live/hls/stream.m3u8,网络源,https://i.imgur.com/BVuUx5R.jpg,2.751,未分组,h264,1280x720,25.0,有音频,0.4844,False,False,0.599,0.0
Tamadon TV (720p),https://hls.tamadon.live/hls/stream.m3u8,网络源,https://i.imgur.com/edGyj5H.png,2.968,未分组,h264,1280x720,25.0,有音频,0.5521,False,False,0.5208,0.0
Ryan and Friends (1080p),https://ryanandfriends-samsungau.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/jcIprmt.png,1.617,未分组,h264,1920x1080,29.97002997002997,有音频,0.4948,False,False,0.5208,0.0
Shemaroo Marathi Bana (720p),https://airtelapp.shemaroo.com/marathibana/smil:marathibanaadp.smil/playlist.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SHEMAROO_MARATHIBANA/images/LOGO_HD/image.png,3.033,未分组,h264,1280x720,25.0,有音频,0.5833,False,False,0.4375,0.0
Smash TV (720p),https://stream.smashmalta.com:25463/live/webplayer/livestream/47.m3u8,网络源,https://i.imgur.com/Yg6ZWKu.png,3.161,未分组,h264,1280x720,25.0,有音频,0.5781,False,False,0.5938,0.0
RTI 2 (1080p) [Not 24/7],http://69.64.57.208:8080/rti2/playlist.m3u8,网络源,https://i.imgur.com/73ueXrp.png,1.580,未分组,h264,1280x720,50.0,有音频,0.5677,False,False,0.4219,0.0
Sono Onda TV (720p),https://live.obslivestream.com/sonoondatv/index.m3u8,网络源,https://i.imgur.com/HWHeqWY.png,3.276,未分组,h264,1024x576,25.0,有音频,0.5781,False,False,0.5417,0.0
Santiago TV (720p),https://vdo1.streamgato.us:3677/live/telemileniolive.m3u8,网络源,https://i.imgur.com/10SUxGZ.png,1.028,未分组,h264,1280x720,29.97002997002997,有音频,0.5521,False,False,0.6927,0.0
SPIEGEL TV Konflikte,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65b9268fc798e800085add89/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84af63d5-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c6fa519e-8e21-4b06-a396-dae1b93125d1,网络源,,3.719,未分组,h264,426x240,30.0,有音频,0.5417,False,False,0.5677,0.0
Stingray Karaoke (1080p),https://lotus.stingray.com/manifest/karaoke-kar000-montreal/samsungtvplus/master.m3u8,网络源,https://i.imgur.com/9TLTLS3.png,1.053,未分组,h264,256x144,29.97002997002997,有音频,0.5417,False,False,0.4635,0.0
Sikh Spiritual Centre Rexdale (720p),https://cdn12.henico.net:8443/live/ssct/index.m3u8,网络源,https://i.imgur.com/YKXoIsr.png,0.886,未分组,h264,1280x720,29.97002997002997,有音频,0.5312,False,False,0.5052,0.0
SFGovTV2 San Francisco The City Channel (720p),https://cdn3.wowza.com/5/ZFdxUW9BQWt2UWRL/sanfrancisco/G0051_050/playlist.m3u8,网络源,https://i.imgur.com/SOk5m5B.png,0.614,未分组,h264,1920x1080,29.97002997002997,有音频,0.5521,False,False,0.6198,0.0
South Park: Butters Collection,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/646b14a0e94c3800082a8d3a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84af3cc8-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c33f5b82-5c79-40fb-b393-4882708946ac,网络源,,1.709,未分组,h264,426x240,30.0,有音频,0.5312,False,False,0.4948,0.0
Sat 7 Kids (1080p),https://svs.itworkscdn.net/sat7kidslive/sat7kids.smil/playlist_dvr.m3u8,网络源,https://i.postimg.cc/rFgcZzcj/sat7kids.png,4.833,未分组,h264,,,有音频,0.5156,False,False,0.4792,0.0
Seenluft24 (1080p),https://h056.video-stream-hosting.de/easycast7-live/_definst_/mp4:livestreamhd20/playlist.m3u8?ref=,网络源,https://i.imgur.com/3TgBg9v.jpg,4.065,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.599,0.0
Stingray Romance Latino (1080p),https://lotus.stingray.com/manifest/ose-202ads-montreal/samsungtvplus/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Stingray_Music_logo.svg/512px-Stingray_Music_logo.svg.png,0.701,未分组,h264,1920x1080,29.97002997002997,有音频,0.5312,False,False,0.4948,0.0
Salto 2 (720p),https://d11lnfpmek70tc.cloudfront.net/nlpo/clr-nlpo/bad78523/index.m3u8,网络源,https://i.imgur.com/6H3ycdL.png,5.454,未分组,h264,1280x720,25.0,有音频,0.5052,False,False,0.6927,0.0
Tastemade,https://tastemade-aus-tmina-rakuten.amagi.tv/hls/amagi_hls_data_rakutenAA-tm-intl-aus-rakuten-eu/CDN/master.m3u8,网络源,https://i.imgur.com/xP7Ehn8.png,5.640,未分组,h264,384x216,30.0,有音频,0.5,False,False,0.5625,0.0
Showtime East,https://fl1.moveonjoy.com/SHOWTIME/index.m3u8,网络源,https://i.postimg.cc/4NFMSszc/showtime.png,3.081,未分组,h264,1920x1080,29.97002997002997,有音频,0.6198,False,False,0.5104,0.0
Swatantra TV (1080p),https://mumbai-edge.smartplaytv.in/SwatantraTV/index.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/Swatantra_News.png,6.251,未分组,h264,1920x1080,25.0,有音频,0.5156,False,False,0.5938,0.0
RÚV 2 (1080p),https://ruvlive.akamaized.net/out/v1/2ff7673de40f419fa5164498fae89089/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/R%C3%9AV_2_2019_logo.svg/512px-R%C3%9AV_2_2019_logo.svg.png,6.142,未分组,h264,1024x576,25.0,有音频,0.5052,False,False,0.6615,0.0
Sophia TV Français (720p),https://bild-und-ton.stream/sophiatv-fr/smil:sophia-tv-fr.smil/playlist.m3u8,网络源,https://i.imgur.com/T2JPCq2.png,6.253,未分组,h264,1024x576,30.0,有音频,0.5417,False,False,0.6042,0.0
Sigma TV (576p) [Not 24/7],https://sl2.sigmatv.com/hls/live.m3u8,网络源,https://i.postimg.cc/25d0rDB2/sigmatv.png,3.906,未分组,h264,1024x576,25.0,有音频,0.5521,False,False,0.5938,0.0
T18 (1080p),https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/t18/t18-dm.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Logo_de_la_chaine_T18.svg/langfr-512px-Logo_de_la_chaine_T18.svg.png,6.246,未分组,h264,1920x1080,50.0,有音频,0.599,False,False,0.5469,0.0
Studio Universal Latin America,https://cors-proxy.cooks.fyi/https://streamer1.nexgen.bz/STUDIO_UNIVERSAL/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/StudioUniversal2016.png/512px-StudioUniversal2016.png,4.042,未分组,h264,1280x720,29.97002997002997,有音频,0.5156,False,False,0.0,0.0
RTM ASEAN,https://d25tgymtnqzu8s.cloudfront.net/event/smil:event1/chunklist_b2596000_slENG.m3u8,网络源,https://i.imgur.com/skAiUxg.png,0.947,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.9323,0.0
Sophia TV Español (720p),https://bild-und-ton.stream/sophiatv-es/smil:sophia-tv-es.smil/playlist.m3u8,网络源,https://i.imgur.com/T2JPCq2.png,6.007,未分组,h264,1920x1080,30.0,有音频,0.5469,False,False,0.5156,0.0
Tele Liguria Sud (576p),https://5f22d76e220e1.streamlock.net/tls/tls/playlist.m3u8,网络源,https://i.imgur.com/OxgSGUW.png,3.014,未分组,h264,1280x720,25.0,有音频,0.4896,False,False,0.5573,0.0
T7,https://gjirafa-video-live.gjirafa.net/gjvideo-livestream-specific/1z8-byc-4ee-lc9/index.m3u8,网络源,https://i.postimg.cc/sxcZ6SVy/t7.png,3.401,未分组,h264,1280x720,30.0,有音频,0.5469,False,False,0.6562,0.0
Subin TV (1080p),https://stream.galaxyott.live/live/subintv/index.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/subintvtamil.png,6.166,未分组,h264,1920x1080,29.97002997002997,有音频,0.5208,False,False,0.5208,0.0
SpongeBob Schwammkopf,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d00e8adaab96b5635b2a005/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc866482-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=30a0d034-7ffa-4bcb-914c-4d4a5482d9ea,网络源,,1.866,未分组,h264,426x240,30.0,有音频,0.5365,False,False,0.6562,0.0
Senzi (720p),http://lb.streaming.sk/senzi/stream/playlist.m3u8,网络源,https://i.imgur.com/1qJMmBu.png,2.606,未分组,h264,1280x720,25.0,有音频,0.5573,False,False,0.5521,0.0
ShowBox,https://epiconvh.akamaized.net/live/showbox/master.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SHOWBOX/images/LOGO_HD/image.png,7.462,未分组,h264,1920x1080,25.0,有音频,0.6042,False,False,0.6146,0.0
Taber TV (1080p),https://5fc584f3f19c9.streamlock.net/tabertv/videotabertv/playlist.m3u8,网络源,https://i.imgur.com/ikq2iSf.png,1.152,未分组,h264,1920x1080,30.0,有音频,0.5208,False,False,0.4635,0.0
Salira TV (720p),https://live.salira.tv/p/3870/hybrid/play.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/6/6b/Logo_Salira_TV.png,5.348,未分组,h264,1280x720,30.0,有音频,0.5312,False,False,0.5521,0.0
Tarotéame (576p),https://5d2733224ac48.streamlock.net/taroteame/tarot_web/playlist.m3u8,网络源,,2.900,未分组,h264,1024x576,25.0,有音频,0.5573,False,False,0.625,0.0
Supernatural Drama,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f24662bebe0f0000767de32/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bd7a9-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=933590b4-25e8-478c-814f-49d93fd452c3,网络源,,1.435,未分组,h264,426x240,30.0,有音频,0.4896,False,False,0.526,0.0
Russkiy Detektiv,http://31.148.48.15/Russkiy_Detektiv/index.m3u8,网络源,https://i.imgur.com/H3qhN8S.png,6.921,未分组,h264,720x576,25.0,有音频,0.6042,False,False,0.6094,0.0
Sophia TV (720p),https://bild-und-ton.stream/sophiatv-en/smil:sophia-tv-en.smil/playlist.m3u8,网络源,https://i.imgur.com/1hNgHbB.png,5.989,未分组,h264,1280x720,30.0,有音频,0.6094,False,False,0.5573,0.0
Sakti TV (720p),https://saktitv.siar.us/saktitv/live/playlist.m3u8,网络源,https://i.imgur.com/IDNjMfQ.png,3.910,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.5104,0.0
Super TV (720p),http://wms.shared.streamshow.it/supertv/mp4:supertv/playlist.m3u8,网络源,https://i.imgur.com/hxF3yhw.png,2.524,未分组,h264,1280x720,25.0,有音频,0.5469,False,False,0.7083,0.0
Shalini TV (576p),https://stream.singamcloud.in/shalinitv/shalinitv/index.m3u8,网络源,https://i.imgur.com/fDdG6Y2.png,5.746,未分组,h264,720x576,50.0,有音频,0.5938,False,False,0.6615,0.0
Stories by AMC,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5e8254118601b80007b4b7ae/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bd7a7-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=376bc851-10a1-4952-ada7-86e9d28d5845,网络源,https://i.imgur.com/QJtwJoS.png,2.563,未分组,h264,426x240,30.0,有音频,0.5156,False,False,0.5469,0.0
Sophia TV Italy (720p),https://bild-und-ton.stream/sophiatv-it/smil:sophia-tv-it.smil/playlist.m3u8,网络源,https://i.imgur.com/RPXusvS.png,6.080,未分组,h264,1920x1080,25.0,有音频,0.5729,False,False,0.5417,0.0
South Park: Kyle Collection,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/646b14d0e1979c0008915a09/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc863d76-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=04fcb2ed-2241-4868-82f2-0f8118712200,网络源,,1.997,未分组,h264,426x240,30.0,有音频,0.5,False,False,0.5,0.0
South Park: Cartman Collection,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/646b14747cb4b1000875724d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b20e620-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=dcdabbc3-0078-4a3b-a1eb-bd02ebff217c,网络源,,1.789,未分组,h264,426x240,30.0,有音频,0.5833,False,False,0.4583,0.0
RTV Utrecht (1080p),https://d18rwjdhpr8dcw.cloudfront.net/live/rtvutrecht/rtvutrecht/index.m3u8,网络源,https://i.postimg.cc/zXTHyCCB/rtvutrecht.png,2.541,未分组,h264,426x240,25.0,有音频,0.526,False,False,0.5729,0.0
Somos TV (720p) [Not 24/7],https://vcp3.myplaytv.com/somostv/somostv/playlist.m3u8,网络源,https://i.imgur.com/jOroeJZ.png,1.669,未分组,h264,1280x720,30.0,有音频,0.5833,False,False,0.5521,0.0
Squirrel (1080p),http://176.65.146.237:8401/play/a09h/index.m3u8,网络源,https://i.imgur.com/9y8VcBr.png,2.216,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.6042,0.0
Séptimo arte,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5cf96b1c4f1ca3f0629f4bf0/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b8987-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1202ea23-d955-4016-bac1-563ea6638683,网络源,https://i.imgur.com/GAIFeP2.png,1.773,未分组,h264,426x240,30.0,有音频,0.4688,False,False,0.0,0.0
