频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
La Descarga TV [Geo-blocked],https://video.udwn.net:19360/ladescargatv/ladescargatv.m3u8,网络源,https://imgur.com/kq1CrDE.png,1.232,未分组,h264,1920x1080,29.97002997002997,有音频,0.5729,False,False,0.5312,0.0052
MI Turno TV,https://video.udwn.net:19360/miturnotv/miturnotv.m3u8,网络源,https://imgur.com/uODDaEY.png,1.354,未分组,h264,1920x1080,30.0,有音频,0.5365,False,False,0.5078,0.013
Mechplus (720p),https://mechtvltd-mechplus-1-nl.samsung.wurl.tv/playlist.m3u8,网络源,,1.486,未分组,h264,1280x720,29.97002997002997,有音频,0.526,False,False,0.526,0.0156
LiraTV (720p),https://cloud2.streaminglivehd.com:1936/liratv/liratv/playlist.m3u8,网络源,https://i.imgur.com/hBswXYZ.png,1.951,未分组,h264,1280x720,,有音频,0.5365,False,False,0.5286,0.0547
Mango Mobile TV (1080p),https://amg01911-mangotv-amg01911c1-xiaomi-in-1270.playouts.now.amagi.tv/playlist/amg01911-mangomassmedia-mangotv-xiaomiin/playlist.m3u8,网络源,https://dvvlqr1rtlak3.cloudfront.net/Mango/MANGOTVLOGO.jpg,2.100,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5443,0.0339
Mechplus (720p),https://mechtvltd-mechplus-1-no.samsung.wurl.tv/playlist.m3u8,网络源,,1.054,未分组,h264,1280x720,29.97002997002997,有音频,0.6302,False,False,0.5391,0.0078
Maah TV (720p),https://hls.maahtv.live/hls/stream.m3u8,网络源,https://i.postimg.cc/rshG38zb/maahtv.png,2.443,未分组,h264,1280x720,25.0,有音频,0.5833,False,False,0.5885,0.0052
LooLoo Kids TV (1080p),https://amg02757-amg02757c3-rakuten-de-6135.playouts.now.amagi.tv/playlist/amg02757-loolookids-llkdefast-rakutende/playlist.m3u8,网络源,,2.660,未分组,h264,1920x1080,29.97002997002997,有音频,0.5208,False,False,0.4323,0.0312
Mágica Tv (1080p),https://magicatv.4pu.com/hls/stream.m3u8,网络源,https://i.imgur.com/h4FQuIz.jpg,2.778,未分组,h264,1920x1080,30.0,有音频,0.5365,False,False,0.5234,0.0339
KultKrimi: Der Kommissar,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65dde626ec9fda0008b3dc89/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84adb621-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9c78ff4e-ffa9-4d79-8dde-f3834e4924b9,网络源,,2.883,未分组,h264,426x240,30.0,有音频,0.5573,False,False,0.6615,0.0104
