频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
å››å·å«è§†,https://stream1.freetv.fun/b8ce0029eb6a2eb158319b3b735397835baa258b31e06e356be8f43bedcf32ce.m3u8,网络源,,2.204,未分组,h264,1280x720,25.0,有音频,0.0
å®å¤å«è§†,https://stream1.freetv.fun/63dad6a604b26db1cefabe6841934350b6b8a6738afb06227e878afe88b596ed.m3u8,网络源,,3.396,未分组,h264,720x576,25.0,有音频,0.4375
æ·±åœ³å«è§†,http://60.174.40.117:85/tsfile/live/1038_1.m3u8?key=txiptv,网络源,,3.854,未分组,h264,1920x1080,25.0,有音频,0.5781
å››å·å«è§†,https://stream1.freetv.fun/si-chuan-wei-shi-46.ctv,网络源,,3.927,未分组,hevc,1920x1080,25.0,有音频,0.125
ä¸œå—å«è§†,http://153.0.171.163:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.295,未分组,h264,720x576,25.0,有音频,0.0
å››å·å«è§†,http://112.27.235.94:8000/hls/35/index.m3u8,网络源,,2.363,未分组,h264,1920x1080,50.0,有音频,0.4844
æ·±åœ³å«è§†,https://stream1.freetv.fun/shen-zhen-wei-shi-63.m3u8,网络源,,1.278,未分组,h264,1280x720,25.0,有音频,0.4844
å®‰å¾½å«è§†,http://223.241.247.214:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.827,未分组,h264,1920x1080,50.0,有音频,0.4375
å®å¤å«è§†,http://113.15.109.216:59901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.366,未分组,h264,720x576,50.0,有音频,0.5469
æµ·å—å«è§†,https://migu.188766.xyz/?migutoken=ec14ccc1b565431647d1a2c3dddf020e&id=hn_hnws&type=sz,网络源,,5.857,未分组,h264,1920x1080,25.0,有音频,0.0
åŒ—äº¬å«è§†,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8,网络源,,6.304,未分组,h264,1920x1080,50.0,有音频,0.0
æµ·å—å«è§†,http://sh.lnott.top:880/dx58.m3u8,网络源,,4.112,未分组,h264,1920x1080,25.0,有音频,0.5156
å¤©æ´¥å«è§†,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.585,未分组,h264,1920x1080,25.0,有音频,0.6719
ä¸œæ–¹å«è§†,https://stream1.freetv.fun/dong-fang-wei-shi-65.ctv,网络源,,6.737,未分组,h264,1280x720,25.0,有音频,0.5625
æµ·å—å«è§†,http://cssbyd.imwork.net:8082/hls/31/index.m3u8,网络源,,4.915,未分组,h264,720x576,25.0,有音频,0.4688
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-94.m3u8,网络源,,1.069,未分组,h264,1280x720,25.0,有音频,0.0
å¤©æ´¥å«è§†,http://112.27.235.94:8000/hls/42/index.m3u8,网络源,,1.954,未分组,h264,1920x1080,50.0,有音频,0.5312
å®å¤å«è§†,https://stream1.freetv.fun/9e9a0dd5cc6c79080efcaa9b958ea5c261ee2af517560e301ea605e75e264b70.m3u8,网络源,,7.721,未分组,h264,720x576,25.0,有音频,0.4688
åŒ—äº¬å«è§†,http://sh.lnott.top:880/dx29.m3u8,网络源,,3.926,未分组,h264,1920x1080,25.0,有音频,0.4375
å‰æ—å«è§†,http://cssbyd.imwork.net:8082/hls/41/index.m3u8,网络源,,5.303,未分组,h264,720x576,25.0,有音频,0.3125
ä¸œæ–¹å«è§†,http://sh.lnott.top:880/dx35.m3u8,网络源,,3.716,未分组,h264,1920x1080,50.0,有音频,0.5
ä¸œå—å«è§†,http://sh.lnott.top:880/dx47.m3u8,网络源,,3.529,未分组,h264,1920x1080,25.0,有音频,0.6406
ä¸œæ–¹å«è§†,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.440,未分组,h264,1920x1080,25.0,有音频,0.7344
æµ™æ±Ÿå«è§†,http://cssbyd.imwork.net:8082/hls/22/index.m3u8,网络源,,5.857,未分组,h264,1920x1080,25.0,有音频,0.5312
åŒ—äº¬å«è§†,http://59.39.89.130:60901/tsfile/live/0125_7.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.156,未分组,h264,1920x1080,25.0,有音频,0.375
ä¸œå—å«è§†,http://112.27.235.94:8000/hls/38/index.m3u8,网络源,,4.499,未分组,h264,1920x1080,50.0,有音频,0.6562
å¤©æ´¥å«è§†,http://61.156.228.12:8154/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,13.568,未分组,h264,1920x1080,50.0,有音频,0.0
æ±Ÿè‹å«è§†,https://migu.188766.xyz/?migutoken=94883730e2b36ef908a24d411f8a84d2&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&type=yy,网络源,,0.636,未分组,h264,1920x1080,28.0,有音频,0.0
å®‰å¾½å«è§†,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8,网络源,,4.484,未分组,h264,1920x1080,25.0,有音频,0.4844
æ±Ÿè‹å«è§†,https://shyd.695847.xyz/cms001/ch00000090990000001033/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,2.364,未分组,h264,1920x1080,25.0,有音频,0.4219
å®å¤å«è§†,https://stream1.freetv.fun/7c97987fabe18f3ac68fed41bc53ceffb58399ae248785798ba08e384728f027.m3u8,网络源,,2.917,未分组,h264,720x576,50.0,有音频,0.5312
