频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
Nghe An TV,https://live.mediatech.vn/live/2859591eef2e92249b682db021f4247c364/playlist.m3u8,网络源,https://i.imgur.com/d9YEEwC.png,1.623,未分组,h264,1920x1080,25.0,有音频,0.5833,False,False,0.5026,0.0651
North Miami Beach TV (NMBTV) (North Miami Beach FL) (720p),https://cdn3.wowza.com/5/cXdyRHF0Z3kxN0k2/citynmb/G2044_002/playlist.m3u8,网络源,https://i.imgur.com/HTNoNnh.png,1.737,未分组,h264,1280x720,25.0,有音频,0.5312,False,False,0.5312,0.0156
NBC 11 Baltimore MD (WBAL) (720p),https://aegis-cloudfront-1.tubi.video/888aedca-93fb-4aed-bb92-4beb8f1323c6/playlist.m3u8,网络源,,1.865,未分组,h264,384x216,29.97002997002997,有音频,0.7344,False,False,0.6328,0.0234
Pamir TV (1080p) [Not 24/7],http://live.stream.cdn.pamirtv.com/ptv/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8,网络源,https://i.imgur.com/sCBbBOj.png,2.074,未分组,h264,1920x1080,24.0,有音频,0.5,False,False,0.4505,0.0703
Noovo Téléréalités (1080p),https://d29qczaufx5vc3.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-dxg2k6h0o2l6i/Noovo_Telerealites.m3u8,网络源,,2.348,未分组,h264,1920x1080,29.97002997002997,有音频,0.526,False,False,0.5365,0.0521
Noovo Comédies (1080p),https://d2s8iafdyzconc.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-6x2p3ho0vw00a/Noovo_Comedies_Home.m3u8,网络源,,2.490,未分组,h264,1920x1080,29.97002997002997,有音频,0.5417,False,False,0.5156,0.0052
PBC Tapesh TV (720p),https://iptv.tapesh.tv/tapesh/playlist.m3u8,网络源,https://i.imgur.com/50JzsmH.png,2.720,未分组,h264,1920x1080,29.97002997002997,有音频,0.4896,False,False,0.5182,0.0182
NBC Sports,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6549306c83595c000815a696/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a5102-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=21e31328-eadb-4828-8608-0cc14ce24586,网络源,,2.833,未分组,h264,426x240,30.0,有音频,0.5312,False,False,0.4427,0.0573
MTV Reality,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64f89fcfd661bb00081ba45c/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b3f00-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=be8b1337-550f-4b0e-bf9b-d3dec2e64384,网络源,,2.994,未分组,h264,426x240,30.0,有音频,0.6146,False,False,0.5469,0.0521
Ontario Public Access Channel (360p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/ontarioca/G2446_002/playlist.m3u8,网络源,https://i.imgur.com/jg0cFDd.png,0.638,未分组,h264,640x360,25.0,有音频,0.5521,False,False,0.5182,0.0026
Pensacola – Flügel aus Stahl,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/655ca4b94261ca00080b38d2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1f3875-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7ff305c6-7021-481f-90e3-c8c05fde5a04,网络源,,3.126,未分组,h264,426x240,30.0,有音频,0.5521,False,False,0.5365,0.0521
