频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
CCTV9,https://migu.188766.xyz/?migutoken=6ad7e66f96bcd2d6994e7fe33db06e8a&id=CCTV9&type=yy,网络源,,1.454,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
CETV1,https://migu.188766.xyz/?migutoken=adf4b92ffefd2c781390e3ec8b625527&id=CETV1&type=yy,网络源,,1.438,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
CCTVç¬¬ä¸€å‰§åœº,http://61.184.46.85:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.957,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.5156,0.026
CCTV5+,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.063,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.5703,0.0078
CCTV11,https://migu.188766.xyz/?migutoken=4fbd4d33c3e0667cfe21695d48567a96&id=CCTV11&type=yy,网络源,,1.014,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
CCTV7,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHY3Lm0zdTg=,网络源,,3.849,未分组,h264,720x576,25.0,有音频,1.0,False,False,0,0
CCTV8,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHY4Lm0zdTg=,网络源,,4.164,未分组,h264,1920x1080,50.0,有音频,1.0,False,False,0,0
CCTV8,https://iptv.catvod.com/live.php?id=CCTV8&ts=1771974003&token=f0fc1ccc2dee14d721151ff5153a7a84d70fd1184d9aa6ebd223640e6276cf7a,网络源,,0.713,未分组,h264,1920x1080,30.0,有音频,1.0,False,False,0,0
CCTV11,http://drive.mxmy.net:8888/udp/239.3.1.152:8120,网络源,,1.721,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.4688,0.0
CCTV7,http://www.cdnstv.com:6398/hls/7/index.m3u8,网络源,,7.140,未分组,h264,1920x1080,50.0,有音频,0.4583,False,False,0.6354,0.0
CCTV15,http://218.17.33.178:53290/tsfile/live/1015_1.m3u8?key=txiptv,网络源,,2.458,未分组,h264,720x576,25.0,有音频,0.5573,False,False,0.5807,0.0339
CCTV11,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.457,未分组,h264,1920x1080,50.0,有音频,0.4271,False,False,0.0,0.0
CCTV12,https://iptv.catvod.com/live.php?id=CCTV12&ts=1771974003&token=d4ec94e15b0bbb7c4ed50e2d289bab9e929c921742ada3cf93dc4767289ff751,网络源,,0.687,未分组,h264,1920x1080,30.0,有音频,1.0,False,False,0,0
CCTV15,http://drive.mxmy.net:8888/udp/239.3.1.153:8136,网络源,,1.260,未分组,h264,1920x1080,25.0,有音频,0.0,False,False,0.0,0.0
CCTV6,https://migu.188766.xyz/?migutoken=5df4992d0425417f3b849f2b0a285cdf&id=CCTV6&type=yy,网络源,,0.748,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
CCTV13,http://113.25.252.226:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.287,未分组,h264,720x576,25.0,有音频,0.5625,False,False,0.5104,0.125
CCTV10,http://112.123.243.37:50085/tsfile/live/0011_1.m3u8,网络源,,2.619,未分组,h264,1920x1080,50.0,有音频,0.4167,False,False,0.0,0.0
CCTV9,https://play.kankanlive.com/live/1698423397390920.m3u8,网络源,,7.519,未分组,h264,720x576,25.0,有音频,0.6042,False,False,0.4375,0.0052
CCTV5+,http://113.15.109.216:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.821,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.0,0.0
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85,网络源,,0.354,未分组,h264,1280x720,50.0,有音频,0.526,False,False,0.0,0.0
CCTV11,https://play.kankanlive.com/live/1698423476198918.m3u8,网络源,,7.141,未分组,h264,800x600,25.0,有音频,0.526,False,False,0.526,0.026
CCTV15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,11.619,未分组,h264,1920x1080,50.0,有音频,0.0,False,False,0.0,0.0
CCTV11,http://113.15.109.216:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.451,未分组,h264,1920x1080,50.0,有音频,0.5729,False,False,0.5964,0.013
CCTV11,http://112.123.243.37:50085/tsfile/live/0012_1.m3u8,网络源,,2.924,未分组,h264,1920x1080,50.0,有音频,0.4635,False,False,0.5208,0.0
CCTV12,http://go.bkpcp.top/mg/cctv12,网络源,,3.847,未分组,h264,1920x1080,25.0,有音频,0.5104,False,False,0.4609,0.013
CCTVå«ç”Ÿå¥åº·,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub,网络源,,0.542,未分组,h264,1920x1080,25.0,有音频,0.5938,False,False,0.5052,0.0
CCTV7,http://113.25.252.226:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.447,未分组,h264,720x576,25.0,有音频,0.4948,False,False,0.4583,0.0
CCTV13,https://www.freetv.top/migu/608807423.m3u8?migutoken=c2389cf5194aa51126151d56817f4b78c648be26d653da0ba123aedb4ac3bc7cf448bdf7e94a38f8a1d5ef942bd7584f21130d1702c97093596d8bf121dc9e10697c48b323b813404c8eff9ed6,网络源,,4.468,未分组,,,,无音频,0.5,False,False,0.0,0.0
CCTV14,https://play.kankanlive.com/live/1698423575756915.m3u8,网络源,,14.494,未分组,h264,800x600,25.0,有音频,0.5156,False,False,0.5443,0.0339
CCTV9,http://go.bkpcp.top/mg/cctv9,网络源,,2.904,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.4948,0.0104
CCTV4K,http://www.tszhgjj.cn:7000/rtp/239.253.93.134:6631,网络源,,10.175,未分组,hevc,3840x2160,25.0,有音频,1.0,False,False,0,0
CCTV10,http://go.bkpcp.top/mg/cctv10,网络源,,2.657,未分组,hevc,1920x1080,25.0,有音频,0.5469,False,False,0.4974,0.0651
CCTV12,https://stream1.freetv.fun/2c98c616dcd0625e1925f95296d9a84fa33e6837825cc93edd4ec07f6d4b6ac0.m3u8,网络源,,4.250,未分组,hevc,1920x1080,25.0,有音频,0.8177,False,False,0.7865,0.026
CCTV15,https://stream1.freetv.fun/cbe825bf5f80f456b334a01413e11a83d5e5815a60ab7ab9367b5749adb15d29.m3u8,网络源,,7.158,未分组,h264,1920x1080,50.0,有音频,0.5052,False,False,0.0,0.0
CCTV15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8,网络源,,5.057,未分组,,,,无音频,0.4896,False,False,0.0,0.0
CCTV8,https://migu.188766.xyz/?migutoken=1e476cd94f78273fa5b5586f0f227ec4&id=CCTV8&type=yy,网络源,,0.792,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
CCTV12,http://111.221.137.234:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,6.147,未分组,h264,1280x720,25.0,有音频,0.5156,False,False,0.5391,0.0599
CCTV14,http://218.17.33.178:53290/tsfile/live/1014_1.m3u8?key=txiptv,网络源,,3.684,未分组,h264,720x576,25.0,有音频,0.5625,False,False,0.4271,0.0104
CCTV10,https://play.kankanlive.com/live/1698423445959919.m3u8,网络源,,6.354,未分组,h264,800x600,25.0,有音频,0.5573,False,False,0.6042,0.0
CCTV12,https://migu.188766.xyz/?migutoken=cb3c64009914276ae4ef30113912048a&id=CCTV12&type=yy,网络源,,0.701,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
CCTV10,http://113.15.109.216:59901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.674,未分组,h264,720x576,50.0,有音频,0.5312,False,False,0.5,0.1302
CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=eaad08d0bfccf8c4382ff1f2e3c2f769c6d62fb1cda8b24b779b43b56eec4ac7a432e4bef55fc474d155a75d510d7ffeb41877414dd28a33953b642091bb06529b0e6d5af63a21c4c707a84d57,网络源,,0.954,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://tvbox6.icu/tv/migu.php?id=cctv12,网络源,,3.040,未分组,h264,1920x1080,50.0,有音频,0.4948,False,False,0.5599,0.0391
CCTV11,http://www.cdnstv.com:6398/hls/11/index.m3u8,网络源,,12.870,未分组,h264,1920x1080,50.0,有音频,0.526,False,False,0.6302,0.0
CCTV7,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.394,未分组,h264,1920x1080,50.0,有音频,0.0,False,False,0.0,0.0
CCTV5+,http://112.123.243.37:50085/tsfile/live/0006_1.m3u8,网络源,,2.817,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.5781,0.0365
CCTV6,http://111.221.137.234:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,3.531,未分组,h264,1280x720,25.0,有音频,0.5885,False,False,0.4792,0.0104
CCTV13,http://153.0.171.163:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.505,未分组,h264,720x576,25.0,有音频,0.5625,False,False,0.5677,0.0052
CCTV13,https://stream1.freetv.fun/dbe09664abd438c8571db1ff21d0b8ada1c9009e3a7c90681d9ec1592cf9d726.m3u8,网络源,,6.336,未分组,hevc,1920x1080,25.0,有音频,0.776,False,False,0.8438,0.0
CCTV8,http://go.bkpcp.top/mg/cctv8,网络源,,2.474,未分组,hevc,1920x1080,25.0,有音频,0.5365,False,False,0.5234,0.0391
