频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
AssyriaSat (720p) [Not 24/7],http://66.242.170.53/hls/live/temp/index.m3u8,网络源,https://i.imgur.com/6lklsyN.png,0.709,未分组,h264,1600x900,30.0,有音频,0.5521,False,False,0.4792,0.0208
AWE (720p),https://a-cdn.klowdtv.com/live1/awe_720p/playlist.m3u8,网络源,https://i.postimg.cc/85g5z1dJ/awe.png,0.944,未分组,h264,1280x720,29.97002997002997,有音频,0.5469,False,False,0.4635,0.0
5TV Corrientes (480p) [Not 24/7],http://www.coninfo.net:1935/tvcinco/live1/playlist.m3u8,网络源,https://i.imgur.com/mSn7ACs.png,0.968,未分组,h264,1080x608,30.0,有音频,0.5417,False,False,0.4714,0.0234
Access Media Productions Marina TV (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch4/video.m3u8,网络源,https://i.imgur.com/ldyanxN.png,1.780,未分组,h264,1920x1080,29.97002997002997,有音频,0.5781,False,False,0.9427,0.0104
Ahora TV (720p),https://tv.livestreaminggroup.info:3513/live/canal35live.m3u8,网络源,https://i.imgur.com/dyJyuXc.png,1.835,未分组,h264,1280x720,30.0,有音频,0.5469,False,False,0.4401,0.0234
Balle Balle (720p),https://mcncdndigital.com/balleballetv/index.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/Balle_Balle_TV.png,1.962,未分组,h264,1280x720,25.0,有音频,0.4531,False,False,0.599,0.0052
10 Bold Adelaide (1080p),https://dce3793146fef017.mediapackage.us-west-2.amazonaws.com/out/v1/55cdf73af7894775ba6de8f57482b66a/CMAF_HLS/index.m3u8,网络源,https://i.imgur.com/2xglh33.png,2.240,未分组,h264,854x480,29.97002997002997,有音频,0.5729,False,False,0.5599,0.0599
Arax TV,https://araxhls.wns.live/hls/stream.m3u8,网络源,https://i.postimg.cc/0QqcjgXX/araxtv.png,3.051,未分组,h264,1280x720,25.0,有音频,0.5104,False,False,0.4922,0.0391
3ABN Praise Him Music Network,https://3abn.bozztv.com/3abn1/PraiseHim/smil:PraiseHim.smil/playlist.m3u8,网络源,https://i.imgur.com/iBcqT8L.png,2.519,未分组,h264,,,有音频,0.5677,False,False,0.5469,0.0156
4 Kurd,https://4kuhls.persiana.live/hls/stream.m3u8,网络源,https://www.aparatchi.com/images/chanells-logo/4kurd.svg,3.324,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.5286,0.0495
Amazing Discoveries TV (720p),https://uni01rtmp.tulix.tv/amazingdtv/amazingdtv/playlist.m3u8,网络源,https://i.imgur.com/I0oPFTj.png,1.919,未分组,h264,480x270,30.0,有音频,0.5781,False,False,0.5651,0.0599
111 TV (720p),https://5db313b643fd8.streamlock.net/111/111/playlist.m3u8,网络源,https://i.imgur.com/kVREx1Q.png,3.970,未分组,h264,1280x720,60.0,有音频,0.5469,False,False,0.6719,0.0208
