频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
è´µå·å«è§†,https://iptv.catvod.com/live.php?id=%E8%B4%B5%E5%B7%9E%E5%8D%AB%E8%A7%86&ts=1771974003&token=e06fe3e6e7bc25eae6a6c124aefea79f86082f76642c7638f266352b1a1e3e7a,网络源,,1.011,未分组,h264,1920x1080,30.0,有音频,1.0,False,False,0,0
TVBå¨±ä¹æ–°é—»,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2,网络源,,1.115,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.4922,0.013
TVBSäºšæ´²,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8,网络源,,0.290,未分组,h264,1920x1080,29.97002997002997,有音频,0.5208,False,False,0.5234,0.0234
é‡åº†å«è§†,http://112.123.243.37:50085/tsfile/live/0131_1.m3u8,网络源,,2.466,未分组,h264,720x576,25.0,有音频,0.5365,False,False,0.5182,0.0026
é‡åº†å«è§†,https://t.freetv.fun/live/zhong-qing-wei-shi-17.m3u8,网络源,,2.605,未分组,h264,1920x1080,50.0,有音频,0.5677,False,False,0.4661,0.0078
TVBåƒç¦§ç»å…¸,https://o11.163189.xyz/stream/live/tvbc/,网络源,,0.627,未分组,h264,1920x1080,50.0,有音频,0.5573,False,False,0.5156,0.0573
é»‘é¾™æ±Ÿå«è§†,https://t.freetv.fun/live/hei-long-jiang-wei-shi-8.php,网络源,,4.802,未分组,hevc,1920x1080,25.0,有音频,0.5156,False,False,0.7292,0.0
é‡åº†å«è§†,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8,网络源,,2.644,未分组,h264,720x576,25.0,有音频,0.526,False,False,0.5208,0.0313
å†œæ—å«è§†,https://t.freetv.fun/live/nong-lin-wei-shi.php,网络源,,3.871,未分组,h264,720x576,50.0,有音频,0.5208,False,False,0.0,0.0
TVBç¿¡ç¿,http://php.jdshipin.com/TVOD/iptv.php?id=fct2,网络源,,0.491,未分组,h264,1920x1080,25.0,有音频,0.4583,False,False,0.5807,0.0078
TVBæ˜ç,http://php.jdshipin.com/TVOD/iptv.php?id=mzt,网络源,,0.528,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5651,0.0911
å¤§æ¹¾åŒºå«è§†,https://t.freetv.fun/live/da-wan-qu-wei-shi-22.m3u8,网络源,,3.377,未分组,h264,1920x1080,25.0,有音频,0.5208,False,False,0.0,0.0
