频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
CCTV6,https://migu.188766.xyz/?migutoken=4b364320a01120486215d01412e20a8c&id=CCTV6&type=yy,网络源,,1.328,未分组,h264,1920x1080,28.0,有音频,0.6719
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8,网络源,,1.956,未分组,h264,1920x1080,50.0,有音频,0.3125
CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8,网络源,,2.428,未分组,h264,1920x1080,25.0,有音频,0.3281
CCTV3,http://113.25.252.226:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.826,未分组,h264,1920x1080,50.0,有音频,0.0
CCTV5,http://113.26.202.52:1299/tsfile/live/0005_1.m3u8,网络源,,3.559,未分组,h264,1920x1080,50.0,有音频,0.0
CCTV8,http://113.25.252.226:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.747,未分组,h264,1920x1080,50.0,有音频,0.0
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8,网络源,,1.719,未分组,h264,1920x1080,50.0,有音频,0.25
CCTV2,https://migu.188766.xyz/?migutoken=774f82fbaa4fae150ae614c08ed44159&id=CCTV2&type=yy,网络源,,0.798,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV5+,http://218.17.33.178:53290/tsfile/live/1005_1.m3u8?key=txiptv,网络源,,2.218,未分组,h264,1920x1080,25.0,有音频,0.75
CCTV2,https://stream1.freetv.fun/c63e00b6f6e11db0e25eba94d5c4c63b4af30261838b8c91652553fb0f8e7b8a.m3u8,网络源,,3.966,未分组,hevc,1920x1080,25.0,有音频,0.4375
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8,网络源,,1.691,未分组,h264,1920x1080,50.0,有音频,0.3438
CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8,网络源,,6.353,未分组,h264,720x576,50.0,有音频,0.5312
CCTV8,https://migu.188766.xyz/?migutoken=91889b93b24f026464db6860bace4888&id=CCTV8&type=yy,网络源,,0.928,未分组,h264,1920x1080,28.0,有音频,0.0
