频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
[HD]sportv 1,https://stream1.freetv.fun/sportv-1-3.ctv,网络源,https://epg.pw/media/images/channel/2022/11/24/large/20221124225810685184_36.png,1.028,未分组,h264,1280x720,29.97002997002997,有音频,0.6562
[HD]24/7 horror movies,https://stream1.freetv.fun/24-7-horror-movies-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/11/20150211203116937606_13.jpg,1.239,未分组,h264,1280x720,23.976023976023978,有音频,0.8281
[VGA]tv one,https://stream1.freetv.fun/tv-one-3.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231053033929_49.png,1.332,未分组,h264,576x324,30.0,有音频,0.2812
[HD]gtn canada,https://stream1.freetv.fun/gtn-canada-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/03/11/20150311041449396186_43.jpg,1.442,未分组,h264,1280x720,30.0,有音频,0.5312
[HD]sky sports f1,https://stream1.freetv.fun/sky-sports-f1-7.ctv,网络源,https://epg.pw/media/images/channel/2022/02/25/large/20220225195048821818_33.png,1.735,未分组,h264,1280x720,25.0,有音频,0.5312
[SD]safeer tv (1080p)[geo-blocked],https://stream1.freetv.fun/safeer-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164648953636_47.png,1.744,未分组,h264,1920x1080,25.0,有音频,0.8125
[BD]tvbs亚洲,https://stream1.freetv.fun/tvbsya-zhou-9.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/08/large/20231208223626594389_27.png,1.823,未分组,h264,1920x1080,29.97002997002997,有音频,0.5625
[HD]rede minas,https://stream1.freetv.fun/rede-minas-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/19/large/20230719190917366076_88.png,2.031,未分组,h264,1280x720,29.97002997002997,有音频,0.4844
[HD]pbs kids mountain,https://stream1.freetv.fun/pbs-kids-mountain-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2018/09/15/20180915122746104734_93.png,1.900,未分组,h264,416x234,29.97002997002997,有音频,0.5312
[BD]nickelodeon,https://stream1.freetv.fun/nickelodeon-15.m3u8,网络源,https://epg.pw/media/,2.170,未分组,h264,1920x1080,30.0,有音频,0.4844
[BD]rbw,https://stream1.freetv.fun/rbw-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173751090775_60.png,2.516,未分组,h264,1920x1080,25.0,有音频,0.625
[SD]qvc,https://stream1.freetv.fun/qvc-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174951942025_45.png,1.176,未分组,h264,640x360,30.0,有音频,0.7031
[HD]outdoor channel *m[geo-blocked],https://stream1.freetv.fun/outdoor-channel--m-1.ctv,网络源,https://epg.pw/media/img/logo/outdoor_channel_hd_1.png,2.888,未分组,h264,1280x720,29.97002997002997,有音频,0.4062
[HD]inside outside,https://stream1.freetv.fun/inside-outside-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/06/large/20231106225502381880_50.png,2.939,未分组,h264,1280x720,29.97002997002997,有音频,0.4531
[SD]cine premiere,https://stream1.freetv.fun/cine-premiere-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/12/29/20161229071013884211_45.jpg,1.808,未分组,h264,512x288,30.0,有音频,0.5469
[HD]soap latino,https://stream1.freetv.fun/soap-latino-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/03/24/20150324100009652321_52.jpg,2.958,未分组,h264,1280x720,29.97002997002997,有音频,0.375
[HD]paramount network *m[geo-blocked],https://stream1.freetv.fun/paramount-network--m-1.ctv,网络源,https://epg.pw/media/,3.140,未分组,h264,1280x720,59.94005994005994,有音频,0.4844
