频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
æµ·å—å°‘å„¿,https://migu.188766.xyz/?migutoken=4b36be211df6ddf77571cc3ed5d2ec5e&id=hn_sepd&type=sz,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµ·å—å°‘å„¿.png,1.922,未分组,h264,1920x1080,28.0,有音频,0.625
è†é—¨æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-3.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è†é—¨æ–°é—»ç»¼åˆ.png,4.089,未分组,h264,1920x1080,25.0,有音频,0.5156
æµå—éƒ½å¸‚,http://124.128.73.58:9901/tsfile/live/1004_1.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµå—éƒ½å¸‚.png,4.191,未分组,h264,720x576,50.0,有音频,0.0
æµ·å—å°‘å„¿,https://migu.188766.xyz/?migutoken=6eaa069383f63ab8eaf9cf3944f58538&id=hn_sepd&type=sz,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµ·å—å°‘å„¿.png,0.611,未分组,h264,1920x1080,28.0,有音频,0.0
åˆè‚¥æ–°é—»,http://112.27.235.94:8000/hls/18/index.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/åˆè‚¥æ–°é—».png,1.974,未分组,mpeg2video,720x576,25.0,有音频,0.6094
æ·®é˜´ç»¼åˆ,https://huaiyin-tv-replay.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ·®é˜´ç»¼åˆ.png,5.585,未分组,h264,720x576,25.0,有音频,0.4219
æ¹–åŒ—ç»è§†,https://stream1.freetv.fun/hu-bei-jing-shi-24.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ¹–åŒ—ç»è§†.png,0.951,未分组,h264,1280x720,25.0,有音频,0.5938
ä¸ƒæ˜Ÿå…³ç”µè§†å°,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸ƒæ˜Ÿå…³ç”µè§†å°.png,6.371,未分组,h264,1920x1080,25.0,有音频,0.5781
æ—ºè‹æ–°é—»ç»¼åˆ,http://live.spccmc.com:90/live/spxwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ—ºè‹æ–°é—»ç»¼åˆ.png,2.843,未分组,h264,1920x1080,25.0,有音频,0.3594
äº”å°ç»¼åˆ,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/äº”å°ç»¼åˆ.png,4.550,未分组,h264,1024x576,30.0,有音频,0.6562
è‹å·ç¤¾ä¼šç»æµ,https://stream1.freetv.fun/su-zhou-she-hui-jing-ji-2.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è‹å·ç¤¾ä¼šç»æµ.png,3.726,未分组,h264,1920x1080,25.0,有音频,0.375
é‡‘å·æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jin-chuan-xin-wen-zong-he-4.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é‡‘å·æ–°é—»ç»¼åˆ.png,7.869,未分组,h264,1920x1080,30.0,有音频,0.6719
å…µå›¢äº”å¸ˆåŒæ²³æ–°é—»ç»¼åˆ,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?fbl=,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å…µå›¢äº”å¸ˆåŒæ²³æ–°é—»ç»¼åˆ.png,3.494,未分组,h264,720x576,25.0,有音频,0.5469
æ¾æ½˜æ–°é—»ç»¼åˆ,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ¾æ½˜æ–°é—»ç»¼åˆ.png,2.877,未分组,h264,1920x1080,25.0,有音频,0.4531
ç¥å¿æ–°é—»ç»¼åˆ,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8?zshanxd,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç¥å¿æ–°é—»ç»¼åˆ.png,7.000,未分组,h264,640x360,30.0,有音频,0.3594
æ¾æ½˜æ–°é—»ç»¼åˆ,http://live.spccmc.com:90/live/spxwzh.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ¾æ½˜æ–°é—»ç»¼åˆ.png,2.886,未分组,h264,1920x1080,25.0,有音频,0.4531
æµ·å—å…¬å…±,https://migu.188766.xyz/?migutoken=5e02622aa8187e6598d70d4287928557&id=hn_ggpd&type=sz,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµ·å—å…¬å…±.png,0.621,未分组,h264,1920x1080,28.0,有音频,0.3438
æµ·å—æ–°é—»,https://migu.188766.xyz/?migutoken=01106766b77f0c353ebb01658a12aed5&id=hn_xwpd&type=sz,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æµ·å—æ–°é—».png,0.622,未分组,h264,1920x1080,28.0,有音频,0.0
æ´›é˜³ç»¼åˆ,https://wshlslive.migucloud.com/live/6AL7GTQX_C0/playlist.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ´›é˜³ç»¼åˆ.png,4.142,未分组,h264,1920x1080,25.0,有音频,0.5312
å¤¹æ±Ÿæ–°é—»ç»¼åˆ,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å¤¹æ±Ÿæ–°é—»ç»¼åˆ.png,6.000,未分组,h264,1280x720,25.0,有音频,0.5
