频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
[HD]global news,https://t.freetv.fun/live/global-news-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/22/large/20240422035430526505_15.png,1.338,未分组,h264,1280x720,29.97002997002997,有音频,0.474,False,False,0.5807,0.0651
[BD]cctv14hd,https://t.freetv.fun/live/cctv14hd.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,1.637,未分组,h264,1920x1080,25.0,有音频,0.474,False,False,0.5104,0.0
[BD]cgtn,https://t.freetv.fun/live/cgtn-8.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,1.891,未分组,h264,1920x1080,25.0,有音频,0.5104,False,False,0.4609,0.0599
[BD]anal,https://t.freetv.fun/live/anal.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821154544493037_43.jpg,2.056,未分组,h264,1280x720,25.0,有音频,0.526,False,False,0.6615,0.0677
[HD]hallmark channel,https://t.freetv.fun/live/hallmark-channel.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/26/large/20240326210433916848_24.png,2.146,未分组,h264,1280x720,29.97002997002997,有音频,0.5469,False,False,0.4922,0.0599
[HD]itv deportes,https://t.freetv.fun/live/itv-deportes.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231455046218_14.png,2.225,未分组,h264,640x360,29.97002997002997,有音频,0.526,False,False,0.5026,0.0703
[BD]sumtv english,https://t.freetv.fun/live/sumtv-english.m3u8,网络源,https://epg.pw/media/images/channel/2024/02/05/large/20240205014234637777_71.png,2.331,未分组,h264,1920x1080,29.97002997002997,有音频,0.5365,False,False,0.474,0.026
[HD]ny en español,https://t.freetv.fun/live/ny-en-espanol.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174411879285_41.png,2.568,未分组,h264,426x240,30.0,有音频,0.5365,False,False,0.5547,0.0651
[HD]canal sur,https://t.freetv.fun/live/canal-sur-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/12/20/20141220033044878395_26.jpg,1.138,未分组,h264,1280x720,30.0,有音频,0.5365,False,False,0.6094,0.0573
[BD]pbs history,https://t.freetv.fun/live/pbs-history.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,1.522,未分组,h264,1920x1080,29.97002997002997,有音频,0.5469,False,False,0.5547,0.0078
[SD]comedy central south park,https://t.freetv.fun/live/comedy-central-south-park-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,2.878,未分组,h264,426x240,30.0,有音频,0.5052,False,False,0.5781,0.0156
[BD]cbc news international,https://t.freetv.fun/live/cbc-news-international.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/12/large/20190112195825903374_64.png,3.036,未分组,h264,1920x1080,29.97002997002997,有音频,0.5365,False,False,0.5156,0.0104
[BD]kohavision,https://t.freetv.fun/live/kohavision-1.m3u8,网络源,https://epg.pw/media/,0.823,未分组,h264,1920x1080,30.0,有音频,0.5521,False,False,0.6146,0.0156
[SD]axs tv,https://t.freetv.fun/live/axs-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/03/20170103081452608866_48.jpg,3.378,未分组,h264,960x540,29.97002997002997,有音频,0.5677,False,False,0.5026,0.0339
[HD]fs1,https://t.freetv.fun/live/fs1.m3u8,网络源,https://epg.pw/media/images/channel/2017/07/26/large/20170726141021687969_23.png,0.479,未分组,h264,1280x720,59.94005994005994,有音频,0.5521,False,False,0.5156,0.0729
[SD]pluto tv classic movies,https://t.freetv.fun/live/pluto-tv-classic-movies.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/19/20140519075921354843_41.png,1.751,未分组,h264,426x240,30.0,有音频,0.5677,False,False,0.651,0.0417
[HD]c-span,https://t.freetv.fun/live/c-span.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/98f609949d0056fd4c19c7a4a1401187.png,0.843,未分组,h264,1280x720,59.94005994005994,有音频,0.6406,False,False,0.526,0.026
[SD]cinema test,https://t.freetv.fun/live/cinema-test.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223014538270489_21.jpg,1.019,未分组,h264,720x304,23.976023976023978,有音频,0.526,False,False,0.5234,0.0651
[HD]disney channel,https://t.freetv.fun/live/disney-channel-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/10/large/20220510162628655897_28.jpg,2.478,未分组,h264,1280x720,59.94005994005994,有音频,0.5104,False,False,0.4922,0.0339
[BD]deutsche welle,https://t.freetv.fun/live/deutsche-welle.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/11/30/20151130204620509684_24.png,1.157,未分组,h264,1920x1080,50.0,有音频,0.5208,False,False,0.5052,0.0833
[BD]kanal d drama,https://t.freetv.fun/live/kanal-d-drama-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,4.632,未分组,h264,1920x1080,29.97002997002997,有音频,0.5469,False,False,0.5391,0.0651
[HD]fifa plus portuguese,https://t.freetv.fun/live/fifa-plus-portuguese.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806135716055628_86.jpg,2.611,未分组,h264,1280x720,29.97002997002997,有音频,0.6302,False,False,0.5156,0.0312
