频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
å…µå›¢å«è§†,https://migu.188766.xyz/?migutoken=a0fd4102a12feb4dbfb6e4feb6a9f7d4&id=%E5%85%B5%E5%9B%A2%E5%8D%AB%E8%A7%86&type=yy,网络源,,0.951,未分组,h264,1920x1080,28.0,有音频,0.0
Nowæ–°é—»,https://migu.188766.xyz/?migutoken=4cbb3360bf63ac7221c9c1e406e25dac&id=hk_now&type=dy,网络源,,0.919,未分组,h264,1920x1080,28.0,有音频,0.0
TVBåƒç¦§ç»å…¸,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc,网络源,,1.096,未分组,h264,1280x720,25.0,有音频,0.5781
å†…è’™å¤å«è§†,http://218.17.33.178:53290/tsfile/live/0109_1.m3u8?key=txiptv,网络源,,1.862,未分组,h264,720x576,25.0,有音频,0.4688
é™•è¥¿å«è§†,http://fxgm.fxjf.work:19901/tsfile/live/0136_1.m3u8,网络源,,2.800,未分组,h264,720x576,25.0,有音频,0.0
æ°‘è§†æ–°é—»,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8,网络源,,0.444,未分组,h264,1920x1080,29.97002997002997,有音频,0.5312
é»‘é¾™æ±Ÿå«è§†,http://111.221.137.155:44330/tsfile/live/0143_1.m3u8?key=txiptv,网络源,,3.243,未分组,h264,1280x720,25.0,有音频,0.5781
é’æµ·å«è§†,http://113.15.109.216:59901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.944,未分组,h264,720x576,50.0,有音频,0.0
å¤§æ¹¾åŒºå«è§†,https://stream1.freetv.fun/da-wan-qu-wei-shi-26.m3u8,网络源,,1.328,未分组,h264,1280x720,25.0,有音频,0.0
å‡¤å‡°ä¸­æ–‡,https://mgev.188766.xyz/?migutoken=8989c9547c231d142df6a564f5e368db&id=fhzw&pp=1,网络源,,4.159,未分组,h264,1280x720,25.0,有音频,0.0
å‡¤å‡°ä¸­æ–‡,https://stream1.freetv.fun/feng-huang-wei-shi-10.ctv,网络源,,1.121,未分组,h264,1280x720,25.0,有音频,0.5312
è¥¿è—å«è§†,https://stream1.freetv.fun/8d77659654cdd9421fdb03ed82cfbb17f858261097234c6b98e26afe91fab4a8.ctv,网络源,,5.379,未分组,h264,720x576,25.0,有音频,0.6406
é’æµ·å«è§†,https://migu.188766.xyz/?migutoken=260880e2b8bb2f0fbfb66a2dec614e45&id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&type=yy,网络源,,4.301,未分组,h264,854x480,25.0,有音频,0.0
å†…è’™å¤å«è§†,http://221.2.148.205:8154/tsfile/live/0109_1.m3u8,网络源,,1.853,未分组,h264,720x576,50.0,有音频,0.0
å‡¤å‡°èµ„è®¯,https://stream1.freetv.fun/feng-huang-zi-xun-23.ctv,网络源,,6.773,未分组,hevc,1280x720,25.0,有音频,0.4844
é™•è¥¿å«è§†,https://migu.188766.xyz/?migutoken=10b1986f2d9e6cd4b4e6914774cfc2c4&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&type=yy,网络源,,4.265,未分组,h264,1920x1080,25.0,有音频,0.0
é’æµ·å«è§†,https://stream1.freetv.fun/qing-hai-wei-shi-270.ctv,网络源,,6.747,未分组,h264,854x480,25.0,有音频,0.3906
å…«å¤§ç»¼åˆ,https://stream1.freetv.fun/ba-da-zong-he-1.ctv,网络源,,1.364,未分组,h264,1280x720,25.0,有音频,0.4531
å†…è’™å¤å«è§†,https://stream1.freetv.fun/nei-meng-gu-wei-shi-25.m3u8,网络源,,4.942,未分组,h264,1920x1080,25.0,有音频,0.4531
TVBSäºšæ´²,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8,网络源,,2.026,未分组,h264,1920x1080,29.97002997002997,有音频,0.5938
è¾½å®å«è§†,https://stream1.freetv.fun/liao-zhu-wei-shi-11.m3u8,网络源,,4.813,未分组,h264,720x576,25.0,有音频,0.4531
é‡åº†å«è§†,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8,网络源,,3.905,未分组,h264,1920x1080,25.0,有音频,0.625
é™•è¥¿å«è§†,https://stream1.freetv.fun/shan-xi-wei-shi-7.ctv,网络源,,4.919,未分组,h264,1280x720,25.0,有音频,0.3906
é™•è¥¿å«è§†,http://61.156.228.12:8154/tsfile/live/0136_1.m3u8,网络源,,1.696,未分组,h264,720x576,50.0,有音频,0.4062
å‡¤å‡°ä¸­æ–‡,https://stream1.freetv.fun/feng-huang-zhong-wen-3.ctv,网络源,,5.650,未分组,hevc,1920x1080,25.0,有音频,0.5469
å°è§†æ–°é—»,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8,网络源,,1.444,未分组,h264,1920x1080,29.97002997002997,有音频,0.5
TVBæ— çº¿æ–°é—»,https://stream1.freetv.fun/wu-xian-xin-wen-7.m3u8,网络源,,1.203,未分组,h264,1920x1080,25.0,有音频,0.75
å‡¤å‡°ä¸­æ–‡,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8,网络源,,1.610,未分组,h264,1280x720,25.0,有音频,0.0
å‡¤å‡°é¦™æ¸¯,https://migu.188766.xyz/?migutoken=ce96d5a994ef51c7114a44fc76f09e50&id=fhhk&pp=1,网络源,,0.568,未分组,h264,1920x1080,28.0,有音频,0.0
å†…è’™å¤å«è§†,http://60.16.0.216:5757/hls/41/index.m3u8,网络源,,2.642,未分组,h264,1920x1080,50.0,有音频,0.3594
é»‘é¾™æ±Ÿå«è§†,https://stream1.freetv.fun/a685814ac27367f723637751d32ee9a2296db5e03f3d42993a685d85816fcd1c.m3u8,网络源,,5.796,未分组,,,,无音频,0.4219
è¾½å®å«è§†,http://112.27.235.94:8000/hls/47/index.m3u8,网络源,,2.105,未分组,h264,1920x1080,50.0,有音频,0.7031
