频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
WMPT-DT2 (PBS Create),https://2-fss-1.streamhoster.com/pl_122/amlst:201814-2122456/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Create_TV_network_logo.svg/512px-Create_TV_network_logo.svg.png,0.981,未分组,h264,1280x720,29.97002997002997,有音频,0.526,False,False,0.5208,0.0104
WBMA-LD1 (720p),http://143.244.60.30/AL_BIRMINGHAM_ABC/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,1.092,未分组,h264,1280x720,59.94005994005994,有音频,0.5365,False,False,0.4922,0.0182
TVK 2 (720p),https://live.kh.malimarcdn.com/live/tvk2.stream/playlist.m3u8,网络源,https://i.imgur.com/L36ptO2.png,0.535,未分组,h264,1280x720,25.0,有音频,0.5,False,False,0.4271,0.0
UCTV University of California (720p) [Not 24/7],https://59e8e1c60a2b2.streamlock.net/509/509.stream/playlist.m3u8,网络源,https://i.imgur.com/ehMz9T5.png,1.488,未分组,h264,1280x720,14.985014985014985,有音频,0.4635,False,False,0.5104,0.0156
TVS Classic Movies (288p),https://rpn.bozztv.com/gusa/gusa-tvsclassicmovies/index.m3u8,网络源,https://i.imgur.com/st1xMsw.png,2.065,未分组,h264,480x360,25.0,有音频,0.5677,False,False,0.4115,0.0156
WKRN-DT1,https://fl1.moveonjoy.com/TN_NASHVILLE_ABC/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/WKRN-TV_%282016%29.svg/512px-WKRN-TV_%282016%29.svg.png,2.119,未分组,h264,1280x720,59.94005994005994,有音频,0.5156,False,False,0.474,0.0208
VerTV (VTV) (720p) [Not 24/7],https://5f700d5b2c46f.streamlock.net/vertv/vertv/playlist.m3u8,网络源,https://i.imgur.com/TLaausJ.png,2.313,未分组,h264,1280x720,25.0,有音频,0.5469,False,False,0.4531,0.0
WMBC-DT1 (720p),http://d029dcec.kazmazpaz.ru/iptv/GVR4V8HYAGBS5V/1098/manifest.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/e/e0/WMBC_logo.jpg,2.406,未分组,h264,1280x720,25.0,有音频,0.526,False,False,0.638,0.1016
VNP,https://videoserver.tmcreativos.com:19360/visionnoticias/visionnoticias.m3u8,网络源,https://i.imgur.com/TOnknEW.png,2.502,未分组,h264,1280x720,30.0,有音频,0.5208,False,False,0.4167,0.0208
Untold Stories of the E.R. (720p),https://aegis-cloudfront-1.tubi.video/a0b550d8-29c6-49f5-a4f7-939d9eeec962/master.m3u8,网络源,,2.794,未分组,h264,1280x720,29.97002997002997,有音频,0.5417,False,False,0.4974,0.013
WHBQ-DT1 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02104-imagicommcommun-whbqbreaking-ono/playlist.m3u8,网络源,,2.891,未分组,h264,1920x1080,30.0,有音频,0.5677,False,False,0.4974,0.013
Zee Business (576p),https://dwby15d04agvq.cloudfront.net/index_1.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/Zee_Business.png,3.033,未分组,h264,896x504,30.0,有音频,0.5469,False,False,0.7031,0.0833
TVK (720p),https://live.kh.malimarcdn.com/live/tvk.stream/playlist.m3u8,网络源,https://i.postimg.cc/8PvGMZJM/tvk.png,0.531,未分组,h264,1280x720,25.0,有音频,0.4531,False,False,0.5703,0.0286
TVS Sports (720p) [Not 24/7],https://rpn.bozztv.com/gusa/gusa-tvssports/index.m3u8,网络源,https://i.imgur.com/Lwwq62E.png,2.281,未分组,h264,714x480,,有音频,0.6354,False,False,0.5755,0.0443
TVS Mainstreet (360p) [Not 24/7],https://rpn.bozztv.com/gusa/gusa-tvsmainst/index.m3u8,网络源,https://i.imgur.com/N9nQpnP.png,1.591,未分组,h264,1280x720,29.97002997002997,有音频,0.5625,False,False,0.5339,0.0547
Universal Monsters,https://xumo-xumoent-ch824-d4q5c.fast.nbcuni.com/live/master.m3u8,网络源,,2.685,未分组,h264,426x240,30.0,有音频,0.5781,False,False,0.4219,0.0
Wicked Tuna (1080p),https://amg00353-amg00353c25-rakuten-us-4896.playouts.now.amagi.tv/playlist.m3u8,网络源,,4.239,未分组,h264,1920x1080,29.97002997002997,有音频,0.6094,False,False,0.526,0.0417
Unifranz (720p),https://live.enhdtv.com:8081/8192/index.m3u8,网络源,https://unifranz.edu.bo/wp-content/themes/unifranz-web/public/images/logos/logo-light-min.442cee.svg,1.288,未分组,h264,1280x720,29.97002997002997,有音频,0.4948,False,False,0.4844,0.0156
X-Factor: Das Unfassbare,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/642d7e029189ce0008958af5/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84b00011-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b0a16fea-9491-49e8-8a50-ca6716fb7976,网络源,,2.299,未分组,h264,426x240,30.0,有音频,0.5625,False,False,0.5755,0.0547
X-Factor: Das Unfassbare,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/642d7e029189ce0008958af5/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc86d9b5-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e5e32de7-2eab-4c63-b32e-5f9185528581,网络源,,4.499,未分组,h264,426x240,30.0,有音频,0.5573,False,False,0.5859,0.0443
World Poker Tour,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ad9b7aae738977e2c312132/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84b00010-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=74cccc9f-4a89-4a77-9d46-ad68b9e23890,网络源,https://i.imgur.com/98kLMjj.png,4.680,未分组,h264,426x240,30.0,有音频,0.5573,False,False,0.4714,0.0234
V+ TVI (720p),https://video-auth2.iol.pt/live_vmais/live_vmais/edge_servers/vmais-720p/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/pt/e/ef/V%2BTVI_Logo.png,4.700,未分组,h264,1280x720,25.0,有音频,0.5365,False,False,0.4792,0.0573
TVI África (480p) [Not 24/7],https://video-auth4.iol.pt/live_tvi_africa/live_tvi_africa/edge_servers/tviafrica-480p/playlist.m3u8,网络源,https://i.ibb.co/vBbSHB4/Tvi-africa.png,4.755,未分组,h264,854x480,30.0,有音频,0.5417,False,False,0.4427,0.0
VOA Persian,https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist.m3u8,网络源,https://i.imgur.com/TmqComb.png,1.107,未分组,h264,426x240,25.0,有音频,0.5781,False,False,0.5859,0.0547
TVI Ficção (720p),https://video-auth2.iol.pt/live_tvi_ficcao/live_tvi_ficcao/edge_servers/tvificcao-720p/playlist.m3u8,网络源,https://i.postimg.cc/RFbmQ8LQ/tvificcao.png,4.857,未分组,h264,1280x720,25.0,有音频,0.5365,False,False,0.4557,0.0443
Vevo 80s (1080p),https://amg00056-vevotv-vevo80saunz-samsungau-rp5e3.amagi.tv/playlist/amg00056-vevotv-vevo80saunz-samsungau/playlist.m3u8,网络源,https://images.pluto.tv/channels/5fd7b8bf927e090007685853/featuredImage.jpg,2.773,未分组,h264,1920x1080,29.97002997002997,有音频,0.5469,False,False,0.5885,0.0417
