频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
å±±è¥¿å«è§†,https://shyd.695847.xyz/cms001/ch00000090990000001070/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,0.876,未分组,,,,无音频,0.5469
æ–°ç–†å«è§†,https://stream1.freetv.fun/ipv6-xin-jiang-wei-shi-55.m3u8,网络源,,1.945,未分组,h264,1280x720,25.0,有音频,0.0
æ¹–åŒ—å«è§†,https://stream1.freetv.fun/37aa38a997eb8e568186fad85670c3a3a6684361c2b038c5cd0d0835216f299b.m3u8,网络源,,2.246,未分组,h264,1920x1080,25.0,有音频,0.0
å±±ä¸œå«è§†,https://stream1.freetv.fun/shan-dong-wei-shi-44.m3u8,网络源,,1.593,未分组,h264,1280x720,25.0,有音频,0.0
å±±è¥¿å«è§†,http://221.2.148.205:8154/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.727,未分组,h264,720x576,50.0,有音频,0.3281
æ–°ç–†å«è§†,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8,网络源,,2.983,未分组,h264,720x576,25.0,有音频,0.5938
æ¹–åŒ—å«è§†,http://111.221.137.155:44330/tsfile/live/0132_1.m3u8?key=txiptv,网络源,,2.998,未分组,h264,1280x720,25.0,有音频,0.5
äº‘å—å«è§†,http://153.0.171.163:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.201,未分组,h264,720x576,25.0,有音频,0.4531
å±±ä¸œå«è§†,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8,网络源,,3.395,未分组,h264,1280x720,25.0,有音频,0.3594
å±±è¥¿å«è§†,http://61.156.228.12:8154/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.929,未分组,h264,720x576,50.0,有音频,0.5312
å®å¤å«è§†,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8,网络源,,4.814,未分组,h264,720x576,25.0,有音频,0.3281
æ²³åŒ—å«è§†,http://112.27.235.94:8000/hls/39/index.m3u8,网络源,,1.967,未分组,h264,1920x1080,50.0,有音频,0.625
å±±è¥¿å«è§†,http://60.16.0.216:5757/hls/39/index.m3u8,网络源,,2.602,未分组,h264,1920x1080,50.0,有音频,0.6094
å±±è¥¿å«è§†,http://153.0.171.163:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.198,未分组,h264,720x576,25.0,有音频,0.5469
å®å¤å«è§†,http://zqh2333.top:2222/rtp/239.93.24.247:5140?key=txiptv,网络源,,5.796,未分组,,,,无音频,0.4219
æ¹–åŒ—å«è§†,https://stream1.freetv.fun/hu-bei-wei-shi-82.m3u8,网络源,,1.273,未分组,h264,1280x720,25.0,有音频,0.5
å»¶è¾¹å«è§†,https://stream1.freetv.fun/yan-bian-wei-shi-29.m3u8,网络源,,6.477,未分组,h264,1280x720,25.0,有音频,0.6562
å®å¤å«è§†,http://fxgm.fxjf.work:19901/tsfile/live/0112_1.m3u8,网络源,,3.364,未分组,h264,1920x1080,50.0,有音频,0.0
æ¹–åŒ—å«è§†,http://218.17.33.178:53290/tsfile/live/0132_1.m3u8?key=txiptv,网络源,,2.525,未分组,h264,1920x1080,25.0,有音频,0.7031
æ–°ç–†å«è§†,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8,网络源,,4.040,未分组,h264,720x576,25.0,有音频,0.4062
äº‘å—å«è§†,https://stream1.freetv.fun/yun-nan-wei-shi-39.m3u8,网络源,,8.847,未分组,h264,720x576,25.0,有音频,0.4844
å±±ä¸œå«è§†,http://61.156.228.12:8154/tsfile/live/0131_1.m3u8,网络源,,5.951,未分组,h264,1920x1080,25.0,有音频,0.5938
ç”˜è‚ƒå«è§†,https://stream1.freetv.fun/61f3c51f5803f37a6ea081e3e5d94df955fd2bcc591583685545052de4ffded7.m3u8,网络源,,6.214,未分组,h264,720x576,25.0,有音频,0.7188
è²èŠ±å«è§†,https://fenghuang.tv12.xyz/187.m3u8,网络源,,2.396,未分组,h264,1920x1080,25.0,有音频,0.4062
æ–°ç–†å«è§†,https://stream1.freetv.fun/xin-jiang-wei-shi-27.m3u8,网络源,,1.104,未分组,h264,1280x720,25.0,有音频,0.0
æ–°ç–†å«è§†,http://live.wjyanghu.com/live/CH1.m3u8,网络源,,6.271,未分组,h264,720x576,25.0,有音频,0.4219
æ±Ÿè¥¿å«è§†,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8,网络源,,5.803,未分组,h264,1920x1080,50.0,有音频,0.2969
äº‘å—å«è§†,http://60.174.40.117:85/tsfile/live/0119_1.m3u8?key=txiptv,网络源,,3.826,未分组,h264,720x576,25.0,有音频,0.4688
æ–°ç–†å«è§†,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8,网络源,,8.352,未分组,h264,720x576,50.0,有音频,0.4062
æ²³åŒ—å«è§†,http://120.76.248.139/live/bfgd/4200000108.m3u8,网络源,,3.603,未分组,h264,1920x1080,50.0,有音频,0.0
æ–°ç–†å«è§†,https://stream1.freetv.fun/911b4a31c28337bf73de55fc82140afda2395baef5b07bf579fec943ee8d3457.m3u8,网络源,,8.529,未分组,h264,1920x1080,50.0,有音频,0.6406
æ¹–åŒ—å«è§†,https://stream1.freetv.fun/73877f7e121cb093d0c482c1e9dca01984153d6848cc1e910354546c33198a93.m3u8,网络源,,1.581,未分组,h264,1280x720,25.0,有音频,0.0
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/yan-dong-wei-shi-28.m3u8,网络源,,0.782,未分组,,,,无音频,0.375
æ²³å—å«è§†,https://stream1.freetv.fun/he-nan-wei-shi-70.ctv,网络源,,3.354,未分组,hevc,1920x1080,25.0,有音频,0.9219
æ²³åŒ—å«è§†,https://stream1.freetv.fun/he-bei-wei-shi-10.m3u8,网络源,,2.294,未分组,h264,1280x720,25.0,有音频,0.3125
å±±è¥¿å«è§†,http://222.169.85.8:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.451,未分组,h264,720x576,25.0,有音频,0.5156
äº‘å—å«è§†,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8,网络源,,2.820,未分组,h264,720x576,25.0,有音频,0.5781
æ±Ÿè¥¿å«è§†,https://stream1.freetv.fun/80bca95b03df18436dd135e8407012a9564496bd5c807844f6d9f5826bd3d57a.m3u8,网络源,,8.701,未分组,h264,1280x720,25.0,有音频,0.4062
å¹¿è¥¿å«è§†,http://60.174.40.117:85/tsfile/live/0113_1.m3u8?key=txiptv,网络源,,3.332,未分组,h264,720x576,25.0,有音频,0.5781
æ²³å—å«è§†,https://stream1.freetv.fun/ffacac75a2b34de3a026876e5d859a03fd4b3e011f9ccf610b1be7dbec46a5a7.m3u8,网络源,,18.215,未分组,h264,1920x1080,25.0,有音频,0.5312
æ²³å—å«è§†,https://epg.pw/stream/23db28c32ab3480201f1786bd63814a74e07902931ef4aa44300461df3ec1495.m3u8,网络源,,4.651,未分组,h264,1920x1080,50.0,有音频,0.4219
è¥¿è—å«è§†,https://stream1.freetv.fun/b8050307a274e899dbed6c2d26362d78e3bc43289fa1c71af89278cd59d7c42d.m3u8,网络源,,8.592,未分组,h264,720x576,25.0,有音频,0.5
æ¹–åŒ—å«è§†,http://112.27.235.94:8000/hls/41/index.m3u8,网络源,,1.928,未分组,h264,1920x1080,50.0,有音频,0.4219
äº‘å—å«è§†,https://stream1.freetv.fun/yun-nan-wei-shi-54.m3u8,网络源,,1.257,未分组,h264,1280x720,25.0,有音频,0.0
æ–°ç–†å«è§†,https://stream1.freetv.fun/38a7b62f90c723e1fc8be87904f40eceeaa656f1a58bcb0ad2f6301bda5452dc.m3u8,网络源,,10.882,未分组,h264,1920x1080,50.0,有音频,0.0
å±±è¥¿å«è§†,https://stream1.freetv.fun/shan-xi-wei-shi-104.m3u8,网络源,,10.767,未分组,h264,1920x1080,50.0,有音频,0.7031
å¹¿è¥¿å«è§†,http://221.2.148.205:8154/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.313,未分组,h264,1920x1080,25.0,有音频,0.0
æ¹–åŒ—å«è§†,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8,网络源,,3.421,未分组,h264,720x576,25.0,有音频,0.5781
æ±Ÿè¥¿å«è§†,https://stream1.freetv.fun/jiang-xi-wei-shi-100.m3u8,网络源,,3.740,未分组,h264,720x576,25.0,有音频,0.5625
äº‘å—å«è§†,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.768,未分组,h264,720x576,25.0,有音频,0.4375
å¹¿ä¸œå«è§†,http://123.130.84.106:8154/tsfile/live/0125_1.m3u8,网络源,,12.637,未分组,h264,1920x1080,25.0,有音频,0.0
å¹¿è¥¿å«è§†,http://60.16.0.216:5757/hls/45/index.m3u8,网络源,,2.501,未分组,h264,1920x1080,50.0,有音频,0.4375
æ²³å—å«è§†,http://221.2.148.205:8154/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.016,未分组,h264,1920x1080,50.0,有音频,0.3906
å®å¤å«è§†,http://zqh2333.top:2222/rtp/239.93.24.247:5140,网络源,,5.851,未分组,h264,720x576,25.0,有音频,0.5312
å±±è¥¿å«è§†,http://sh.lnott.top:880/dx39.m3u8,网络源,,3.242,未分组,h264,720x576,25.0,有音频,0.4375
æ²³åŒ—å«è§†,http://sh.lnott.top:880/dx63.m3u8,网络源,,6.110,未分组,h264,1920x1080,50.0,有音频,0.4844
æ¹–åŒ—å«è§†,http://sh.lnott.top:880/dx42.m3u8,网络源,,3.530,未分组,h264,1920x1080,25.0,有音频,0.5625
å¹¿è¥¿å«è§†,https://stream1.freetv.fun/yan-xi-wei-shi-64.m3u8,网络源,,8.340,未分组,h264,720x576,25.0,有音频,0.5625
äº‘å—å«è§†,http://sh.lnott.top:880/dx49.m3u8,网络源,,3.966,未分组,h264,1920x1080,25.0,有音频,0.4375
å¹¿è¥¿å«è§†,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8,网络源,,3.209,未分组,h264,1920x1080,25.0,有音频,0.4219
æ–°ç–†å«è§†,http://sh.lnott.top:880/dx55.m3u8,网络源,,2.876,未分组,h264,1920x1080,50.0,有音频,0.5
æ²³å—å«è§†,https://stream1.freetv.fun/he-nan-wei-shi-6.ctv,网络源,,4.998,未分组,h264,854x480,25.0,有音频,0.4688
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/yan-dong-wei-shi-67.ctv,网络源,,8.381,未分组,h264,1920x1080,25.0,有音频,0.3906
æ±Ÿè¥¿å«è§†,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8,网络源,,8.390,未分组,h264,1920x1080,25.0,有音频,0.3281
æ¹–åŒ—å«è§†,https://stream1.freetv.fun/hu-bei-wei-shi-65.m3u8,网络源,,3.009,未分组,h264,1920x1080,25.0,有音频,0.625
å±±è¥¿å«è§†,http://60.174.40.117:85/tsfile/live/0118_1.m3u8?key=txiptv,网络源,,3.324,未分组,h264,720x576,25.0,有音频,0.4844
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/yan-dong-wei-shi-65.m3u8,网络源,,1.266,未分组,h264,1280x720,25.0,有音频,0.0
