频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
Bungo TV (480p) [Not 24/7],https://5bf7b725107e5.streamlock.net/bungotv/bungotv/playlist.m3u8,网络源,https://i.imgur.com/OrCrtDA.png,5.712,未分组,h264,1280x720,25.0,有音频
Thai PBS (1080p) [Not 24/7],https://thaipbs-live.cdn.byteark.com/live/playlist.m3u8,网络源,https://i.imgur.com/CwalZjr.png,3.932,未分组,h264,1920x1080,25.0,有音频
Thai Chaiyo (720p),https://live-iptv.thaichaiyo.tv/tcy/live-manifest.m3u8,网络源,https://i.imgur.com/uOfb3y1.png,10.401,未分组,h264,,,有音频
æµ™æ±Ÿæ°‘ç”Ÿä¼‘é—²,https://stream1.freetv.fun/zhe-jiang-min-sheng-12.ctv,网络源,,2.719,未分组,h264,640x360,25.0,有音频
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-21.ctv,网络源,,1.319,未分组,h264,1280x720,25.0,有音频
The Asylum,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8ece1a89d79800072510e6/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e052a62-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1739a4c5-d7e2-41f4-aa40-91bb650267c5,网络源,https://i.imgur.com/dx9tt1B.png,1.863,未分组,h264,426x240,30.0,有音频
[BD]maraya sharjah,https://stream1.freetv.fun/maraya-sharjah-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174532004101_74.png,8.492,未分组,h264,256x144,25.0,有音频
æ±Ÿè¥¿å«è§†,http://182.150.23.74:808/hls/30/index.m3u8,网络源,,15.078,未分组,h264,1920x1080,50.0,有音频
ç™½é“¶ç»¼åˆ,https://play.kankanlive.com/live/1720408089419110.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç™½é“¶ç»¼åˆ.png,7.251,未分组,h264,1920x1080,30.0,有音频
[HD]tempe channel 11,https://stream1.freetv.fun/tempe-channel-11-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.119,未分组,h264,1280x720,25.0,有音频
AKIBA PASS TV Anime: Sport,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/659e598ab9adc4000843c574/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ac0871-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1aca10c2-09e3-4dba-9e0e-6d174d5eb77f,网络源,,2.682,未分组,h264,426x240,30.0,有音频
Lao Net TV (720p),https://livefta.malimarcdn.com/ftaedge00/laonet.sdp/playlist.m3u8,网络源,https://i.imgur.com/ohbRT05.png,1.161,未分组,h264,1280x720,29.97002997002997,有音频
Lam Dong TV (720p),http://118.107.85.5:1935/live/smil:LTV.smil/playlist.m3u8,网络源,https://i.imgur.com/lSMoGlv.png,4.736,未分组,h264,854x480,25.0,有音频
è¥¿å³°ç»¼åˆ,https://play.kankanlive.com/live/1683944827526991.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¥¿å³°ç»¼åˆ.png,7.032,未分组,h264,1280x720,30.0,有音频
CCTV3,https://stream1.freetv.fun/16d797c043c92aca9939e30c9e2fb87cc8e12691c3e6850db080848c83fb7555.m3u8,网络源,,1.620,未分组,h264,1280x720,25.0,有音频
[SD]kartoon channel,https://stream1.freetv.fun/kartoon-channel-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,9.546,未分组,h264,1920x1080,25.0,有音频
æ²³åŒ—å«è§†,https://stream1.freetv.fun/23dab4bb5df9906c132792ea9e941086ebb99a78591d2b45247929d954b4dfbe.m3u8,网络源,,1.980,未分组,h264,1280x720,25.0,有音频
[HD]sharjah sports,https://stream1.freetv.fun/sharjah-sports-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174532004101_74.png,6.649,未分组,h264,426x240,25.0,有音频
[SD]sharjah sports (1080p) [geo-blocked],https://stream1.freetv.fun/sharjah-sports-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174532004101_74.png,5.122,未分组,h264,426x240,25.0,有音频
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8,网络源,,3.217,未分组,h264,1920x1080,50.0,有音频
ET Now Swadesh (720p),https://d32gxr3r1ksq2p.cloudfront.net/master.m3u8,网络源,https://i.imgur.com/AJpMZIv.png,5.742,未分组,h264,640x360,25.0,有音频
[BD]360 новости,https://stream1.freetv.fun/360-novosti-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530210133774226_77.png,1.341,未分组,h264,1920x1080,25.0,有音频
Parole di Vita (1080p),https://64b16f23efbee.streamlock.net/paroledivita/paroledivita/playlist.m3u8,网络源,https://i.imgur.com/vkFlXbR.png,2.731,未分组,h264,1920x1080,25.0,有音频
[HD]sharjah sports,https://stream1.freetv.fun/sharjah-sports-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174532004101_74.png,1.729,未分组,h264,1280x720,25.0,有音频
RAN1 (1080p),http://58bd5b7a98e04.streamlock.net/medienasa-live/ran1_high/playlist.m3u8,网络源,https://i.imgur.com/zRg2BEa.png,1.263,未分组,h264,1920x1080,25.0,有音频
[BD]cna international,https://stream1.freetv.fun/cna-international-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/12/large/20190112195825903374_64.png,3.466,未分组,h264,1920x1080,25.0,有音频
æµ™æ±Ÿæ°‘ç”Ÿä¼‘é—²,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8,网络源,,2.441,未分组,h264,1920x1080,25.0,有音频
æ²³åŒ—å«è§†,https://stream1.freetv.fun/he-bei-wei-shi-87.m3u8,网络源,,6.664,未分组,h264,1920x1080,50.0,有音频
Lansingerland TV (720p),https://ms7.mx-cd.net/tv/278-3414514/RTV_Lansingerland.smil/playlist.m3u8,网络源,https://i.imgur.com/1r7IZ7Q.png,2.721,未分组,h264,1280x720,25.0,有音频
å±±ä¸œå°‘å„¿,https://stream1.freetv.fun/shan-dong-shao-er-6.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å±±ä¸œå°‘å„¿.png,1.119,未分组,h264,1280x720,25.0,有音频
CCTV3,https://stream1.freetv.fun/8e8c6b586c67d965e35c468bd6011876326c1b6a4c9aea7b5d9b0212e57af20c.m3u8,网络源,,1.966,未分组,h264,1280x720,25.0,有音频
å¤©ç¥ç»¼åˆ,https://play.kankanlive.com/live/1656487214793905.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å¤©ç¥ç»¼åˆ.png,8.066,未分组,h264,1920x1080,25.0,有音频
ä½™æ­ç»¼åˆ,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä½™æ­ç»¼åˆ.png,2.118,未分组,h264,1920x1080,25.0,有音频
æ²³åŒ—å«è§†,https://stream1.freetv.fun/3a92116383e09cb497a35ca9fcfb34785d2a4367fea99689cd1e5c892e50f835.m3u8,网络源,,1.645,未分组,h264,1280x720,25.0,有音频
[BD]beyblade en español,https://stream1.freetv.fun/beyblade-en-espanol-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174411879285_41.png,2.633,未分组,h264,1920x1080,25.0,有音频
æµ™æ±Ÿå«è§†,http://111.14.181.15:9901/tsfile/live/0124_1.m3u8,网络源,,7.759,未分组,h264,1920x1080,50.0,有音频
Zee Business (720p),https://dwby15d04agvq.cloudfront.net/index_1.m3u8,网络源,https://i.imgur.com/vkWBtL4.png,2.267,未分组,h264,896x504,30.0,有音频
[BD]360° новости,https://stream1.freetv.fun/360deg-novosti-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530210133774226_77.png,7.049,未分组,h264,1024x576,25.0,有音频
æ²³åŒ—å«è§†,https://stream1.freetv.fun/0574bdf277ffa5a524e91a1658ce4282b0b530267fdf8ee4db7620df82cfa126.m3u8,网络源,,1.723,未分组,h264,1280x720,25.0,有音频
[SD]classic arts showcase,https://stream1.freetv.fun/classic-arts-showcase-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020501078351_12.png,2.453,未分组,h264,430x240,29.97002997002997,有音频
Lao-Thai TV (720p),https://livefta.malimarcdn.com/ftaedge00/laothaius.sdp/playlist.m3u8,网络源,https://i.imgur.com/q6cQzbv.png,0.795,未分组,h264,1280x720,59.94005994005994,有音频
é»‘é¾™æ±Ÿå«è§†,http://39.164.160.249:9901/tsfile/live/0143_1.m3u8,网络源,,15.274,未分组,h264,1920x1080,50.0,有音频
Rawhide,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65660223635c3c00086c2578/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7bdb40-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=85823e0a-69bc-4cfd-9626-cb87aab91a02,网络源,,2.709,未分组,h264,426x240,30.0,有音频
Zee One,https://87e3eec452134557a82da031f54a1899.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RakutenTV-fr_ZeeMagic/playlist.m3u8,网络源,,0.151,未分组,,,,无音频
Payam Javan TV (720p) [Not 24/7],https://uni01rtmp.tulix.tv/kensecure/pjtv.stream/playlist.m3u8,网络源,https://i.imgur.com/GYfsHh9.png,1.197,未分组,h264,1280x720,25.0,有音频
å†…è’™å¤å«è§†,https://migu.188766.xyz/?migutoken=478be778a382a2c07163e65e9e892913&id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&pp=1,网络源,,0.737,未分组,h264,1920x1080,28.0,有音频
Rauchende Colts,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/638f2bc7bc363100072f02dd/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84af15b3-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d764a599-229d-4f63-afae-f8dff18c8389,网络源,,2.152,未分组,h264,426x240,30.0,有音频
CCTV3,https://stream1.freetv.fun/eb74d7931bbd9db14cc302d82d5b9eeb97821b91f8ed4979791d1829de946b11.m3u8,网络源,,1.608,未分组,h264,1280x720,25.0,有音频
[BD]россия 24,https://stream1.freetv.fun/rossiia-24-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174957550925_86.png,1.371,未分组,h264,1920x1080,25.0,有音频
Langstraat TV (720p),https://d1qpgfi3ivud4k.cloudfront.net/nlpo/clr-nlpo/langstraat/index.m3u8,网络源,https://i.imgur.com/xchUfks.png,11.089,未分组,h264,1280x720,25.0,有音频
