频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
TV Mais Maricá (1080p),https://5cf4a2c2512a2.streamlock.net/tvmaismarica/tvmaismarica/playlist.m3u8,网络源,https://i.imgur.com/lgCRX7q.png,1.248,未分组,h264,1920x1080,30.0,有音频
CCTV8,http://lt.hxtre.com:35455/gaoma/cctv8k_36m.m3u8,网络源,,0.688,未分组,,,,无音频
[BD]tvb翡翠,https://stream1.freetv.fun/tvbfei-cui-3.ctv,网络源,https://epg.pw/media/images/channel/2024/01/13/large/20240113205212260838_77.png,1.483,未分组,hevc,1920x1080,50.0,有音频
[SD]golf channel ==,https://stream1.freetv.fun/golf-channel-1.ctv,网络源,https://epg.pw/media/images/channel/2024/06/12/large/20240612232611644439_28.jpg,0.676,未分组,h264,960x540,29.97002997002997,有音频
æ±Ÿè‹-æ— é”¡é¼‹å¤´æ¸šèµæ¨±é˜,https://gcalic.v.myalicdn.com/gc/pshdxg01_1/index.m3u8?contentid=2820180516001,网络源,,4.327,未分组,h264,1920x1080,25.0,有音频
CHCåŠ¨ä½œç”µå½±,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-7.m3u8,网络源,,1.267,未分组,h264,1280x720,25.0,有音频
GOOD TV CH31 福音佈道音樂會 (720p),https://live.streamingfast.net/osmflivech31.m3u8,网络源,,5.060,未分组,,,,无音频
æ±Ÿè‹-å¾å·äº‘é¾™æ¹–è§‚æ™¯å°è¥¿,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8?contentid=2820180516001,网络源,,5.517,未分组,h264,1920x1080,25.0,有音频
Mijas 3.40TV (720p),https://streaming004.gestec-video.com/hls/MIJAS.m3u8,网络源,https://i.imgur.com/RH1zLLs.png,2.791,未分组,h264,1280x720,25.0,有音频
Milenial TV,https://www.milenial.news/salida/milenial.m3u8,网络源,https://i.imgur.com/8ZiNoEa.png,0.842,未分组,h264,1920x1080,30.0,有音频
Ryan and Friends (1080p),https://ryanandfriends-samsungau.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/jcIprmt.png,1.493,未分组,h264,1920x1080,29.97002997002997,有音频
