频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
é»‘é¾™æ±Ÿå«è§†,https://stream1.freetv.fun/hei-long-jiang-wei-shi-26.m3u8,网络源,,13.923,未分组,h264,1920x1080,50.0,有音频
[BD]cgtn,https://stream1.freetv.fun/cgtn-5.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,1.601,未分组,h264,1920x1080,25.0,有音频
P2M TV (720p),https://vdo2.pro-fhi.net:3207/stream/play.m3u8,网络源,https://i.imgur.com/TrecSeG.png,2.518,未分组,h264,1280x720,30.0,有音频
æ±Ÿè¥¿å«è§†,https://epg.pw/stream/846f06141951ddbfefec16e5710d670d9501790cda01e9f49bdac747d4e1ffcd.m3u8,网络源,,1.691,未分组,h264,1280x720,25.0,有音频
ä½›å±±å…¬å…±,https://stream1.freetv.fun/fo-shan-gong-gong-13.ctv,网络源,,1.803,未分组,,,,有音频
[BD]cgtn news,https://stream1.freetv.fun/cgtn-news-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,3.284,未分组,h264,,,有音频
Brat TV (720p) [Geo-blocked],https://amg00350-amg00350c1-klowdtv-us-2536.playouts.now.amagi.tv/playlist/amg00350-bratstudiofast-brat-klowdtvus/playlist.m3u8,网络源,https://i.imgur.com/Kkcp9Bk.png,2.742,未分组,h264,1920x1080,29.97002997002997,有音频
æ±Ÿè¥¿å«è§†,https://stream1.freetv.fun/03e92c342eaf1f24d2cea4109b50f4a7835263aab2f5ca2fb5d9ed4b96652b5b.m3u8,网络源,,1.607,未分组,h264,1280x720,25.0,有音频
Televida (720p) [Geo-blocked],https://vdo1.streamgato.us:3035/live/televidalive.m3u8,网络源,https://i.imgur.com/S8Zdn41.png,0.516,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]sky news *m[geo-blocked],https://stream1.freetv.fun/sky-news--m-2.ctv,网络源,https://epg.pw/media/img/logo/2013/10/30/ede4d077fc997ff0aaea872ad68e5d22.png,2.352,未分组,h264,1920x1080,25.0,有音频
ADO TV (720p),https://strhls.streamakaci.tv/ortb/ortb2-multi/playlist.m3u8,网络源,https://i.imgur.com/pxFamLr.png,0.765,未分组,,,,无音频
