频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
NW Magazine (576p),https://hls.newworldtv.com/nw-magazine/video/live.m3u8,网络源,https://i.imgur.com/RZNJZYN.png,0.550,未分组,,,,无音频
NW Info 2 EN (576p),https://hls.newworldtv.com/nw-info-2/video/live.m3u8,网络源,https://i.imgur.com/0W4GqFD.png,0.600,未分组,,,,无音频
NW Economie (576p),https://hls.newworldtv.com/nw-economie/video/live.m3u8,网络源,https://i.imgur.com/OmlFQa8.png,0.670,未分组,,,,无音频
ä¸ƒå½©æˆå‰§,http://8.138.7.223/tv/migu.php?id=qcxj,网络源,,0.992,未分组,,,,无音频
CCTV15,http://lt.hxtre.com:35455/itv/1000000005000265014.m3u8?cdn=ystenlive,网络源,,1.128,未分组,,,,无音频
[HD]qatar tv,https://stream1.freetv.fun/qatar-tv-3.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313145531758833_64.png,1.836,未分组,h264,1280x720,25.0,有音频
WBTV Ghosts are Real [Geo-blocked],https://livetv-fa.tubi.video/wbd-supernatural/playlist.m3u8,网络源,,2.060,未分组,h264,426x240,29.97002997002997,有音频
WBTV How To [Geo-blocked],https://livetv-fa.tubi.video/wbd-how-to/playlist.m3u8,网络源,,2.264,未分组,h264,426x240,29.97002997002997,有音频
[HD]cbs news chicago,https://stream1.freetv.fun/cbs-news-chicago-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.493,未分组,h264,1280x720,29.97002997002997,有音频
CCTV15,https://www.freetv.top/migu/673168223.m3u8?migutoken=ad38294ea17b61fb4e3582dd4b38fe6903d520cf9c77df387069a12c1d35acd569d2a80ad10f3f759e3130a7cf82f39f4700e10050fa4438027fb9151be012733eede3d7a5db53a58345272ef8,网络源,,2.697,未分组,h264,1920x1080,30.0,有音频
90's Kids,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6452c814939a590008567a3b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c263254-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a2521e96-4461-4157-b0d7-865b57c5f565,网络源,,2.598,未分组,h264,426x240,30.0,有音频
æ–°ç–†å«è§†,https://stream1.freetv.fun/708b18d42d1ca63e7f143d0f5b2a22383f9bcd408efba40a7638e1f7c2176e0b.m3u8,网络源,,2.457,未分组,h264,1280x720,25.0,有音频
WBTV HBO Boxing (1080p) [Geo-blocked],https://livetv-fa.tubi.video/wbd-hbo-boxing/playlist.m3u8,网络源,,2.605,未分组,h264,426x240,29.97002997002997,有音频
[HD]cbs news detroit,https://stream1.freetv.fun/cbs-news-detroit-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.820,未分组,h264,1280x720,29.97002997002997,有音频
[HD]cbs news boston,https://stream1.freetv.fun/cbs-news-boston-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,3.039,未分组,h264,1280x720,29.97002997002997,有音频
Divin Amour TV (720p),https://voozmedia.fun/divinamourtv/livestream/playlist.m3u8,网络源,https://i.imgur.com/UUSAQET.png,3.071,未分组,h264,1280x720,25.0,有音频
[HD]cbs news bay area,https://stream1.freetv.fun/cbs-news-bay-area-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.108,未分组,h264,1280x720,29.97002997002997,有音频
Taiwan Plus TV (1080p),https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8,网络源,https://i.imgur.com/SfcZyqm.png,3.266,未分组,h264,640x360,30.0,有音频
Kajou TV (480p) [Not 24/7],https://video1.getstreamhosting.com:1936/8055/8055/playlist.m3u8,网络源,,1.195,未分组,h264,1920x1080,,有音频
[HD]qvc,https://stream1.freetv.fun/qvc-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174951942025_45.png,1.318,未分组,h264,1280x720,30.0,有音频
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-16.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å¹¿ä¸œæ°‘ç”Ÿ.png,1.214,未分组,h264,1280x720,25.0,有音频
æ–°ç–†å«è§†,https://stream1.freetv.fun/xin-jiang-wei-shi-41.m3u8,网络源,,4.269,未分组,h264,1920x1080,50.0,有音频
Kajou TV,https://dvrfl03.bozztv.com/hdirect/hdirect-kajoutv/index.m3u8,网络源,https://i.imgur.com/2XzghdT.png,0.949,未分组,h264,1920x1080,60.0,有音频
[HD]博斯网球 *wj,https://stream1.freetv.fun/edac93fa28ae71277a7274fab2b695bc7426cde73f5390802978773a6e3bf1b2.m3u8,网络源,https://epg.pw/media/images/channel/2020/03/22/large/20200322221733899159_41.png,4.401,未分组,h264,1280x720,29.97002997002997,有音频
WBTV In The Garage [Geo-blocked],https://livetv-fa.tubi.video/wbd-in-the-garage/playlist.m3u8,网络源,,1.860,未分组,h264,426x240,29.97002997002997,有音频
ä¸ƒå½©æˆå‰§,http://8.138.7.223/tv/migu3.php?id=qcxj,网络源,,1.131,未分组,,,,无音频
CCTV15,http://sh.lnott.top:880/dx15.m3u8,网络源,,4.925,未分组,h264,1920x1080,50.0,有音频
K News India (1080p),https://knews.livebox.co.in/youtubehls/live.m3u8,网络源,https://i.imgur.com/LeBL7ML.png,4.970,未分组,h264,1920x1080,30.0,有音频
Tanzania Safari Channel,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119691/safaritv/playlist.m3u8,网络源,https://i.imgur.com/fcLFYhn.png,0.150,未分组,,,,无音频
