频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
Wicked Tuna (1080p),https://amg00353-amg00353c25-rakuten-us-4896.playouts.now.amagi.tv/playlist.m3u8,网络源,,1.272,未分组,h264,1920x1080,29.97002997002997,有音频
Tele 1 (1080p),https://tele1-live.ercdn.net/tele1/tele1.m3u8,网络源,https://i.postimg.cc/ZY7bcVmn/tele1.png,6.039,未分组,h264,640x360,25.0,有音频
CCTV17,https://migu.188766.xyz/?migutoken=b46fc3f9f6250375423a255e0f9dfa20&id=CCTV17&type=yy,网络源,,4.063,未分组,h264,1920x1080,25.0,有音频
Dresden Fernsehen (1080p) [Not 24/7],https://dresden.iptv-playoutcenter.de/dresden/dresdenfernsehen.stream_1/playlist.m3u8,网络源,https://i.imgur.com/rnvprGj.png,3.000,未分组,h264,1920x1080,25.0,有音频
[HD]cctv-14,https://stream1.freetv.fun/cctv-14-2.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,5.154,未分组,h264,1280x720,25.0,有音频
æ–°ç–†å«è§†,https://stream1.freetv.fun/345c53fbea8456cd1cc4c91283ea05745ba501069d006845745d9bf453f1ab53.ctv,网络源,,3.032,未分组,mpeg2video,720x576,25.0,有音频
[BD]非凡新闻 *wj,https://stream1.freetv.fun/bc4aef41d2cd75323e6f176568d748be0c63d0ed9bc6bd55cebc0f54cd32634a.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/17/large/20160617165249161501_56.png,3.127,未分组,h264,1920x1080,29.0,有音频
ABC 7 Denver CO (KMGH) (720p),https://content.uplynk.com/channel/64ca339f04964a5e961c3207a7771bf1.m3u8,网络源,https://i.imgur.com/MWvoICD.png,3.328,未分组,h264,640x360,30.0,有音频
[SD]rtp madeira[geo-blocked],https://stream1.freetv.fun/rtp-madeira-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174651663639_63.png,0.627,未分组,,,,无音频
æ–°ç–†å«è§†,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.279,未分组,h264,720x576,25.0,有音频
Tele Pam (1080p),https://watch.haitilive.net/app/2020/telepam/index.fmp4.m3u8,网络源,https://i.ibb.co/xMYMyHh/telepammmm.png,0.948,未分组,h264,1920x1080,,有音频
CCTV17,https://migu.188766.xyz/?migutoken=36cdcb4bb75c083988398c13fed45c60&id=CCTV17&type=yy,网络源,,3.933,未分组,h264,1920x1080,25.0,有音频
[BD]madeira,https://stream1.freetv.fun/madeira-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/04/15/20150415004218716129_92.png,3.075,未分组,h264,1920x1080,25.0,无音频
Wicked Tuna Germany (1080p),https://amg00353-amg00353c28-rakuten-us-4895.playouts.now.amagi.tv/playlist.m3u8,网络源,,1.200,未分组,h264,1920x1080,29.97002997002997,有音频
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=9094be8a5828bcdca0c02d6805bd52cc36e4d16a29031a320eaed60d6d74d5b36653a81c659450938ab30e91f4b27468f176d304463164c178f446ff6d44d623dd787da315c58de6d4d0010bb1,网络源,,1.752,未分组,h264,1920x1080,30.0,有音频
[BD]非凡新闻 *wj,https://stream1.freetv.fun/c40107323ca49c7d0ecdd7a3f27f10206bae096684ec18e0f6f3cf86b1174778.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/17/large/20160617165249161501_56.png,3.241,未分组,h264,1920x1080,29.0,有音频
[BD]cctv14,https://stream1.freetv.fun/cctv14-75.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,0.915,未分组,,,,无音频
[VGA]tvm internacional[geo-blocked],https://stream1.freetv.fun/tvm-internacional-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173750013761_42.png,9.316,未分组,h264,320x192,25.0,有音频
KFTR-DT1 [Geo-blocked],https://streaming-live-fcdn.api.prd.univisionnow.com/kftr/kftr.isml/hls/kftr.m3u8,网络源,https://i.imgur.com/e3Z2wzG.png,1.666,未分组,h264,1920x1080,30.0,有音频
æ–°é—»ç»¼åˆ,http://i.iill.top:12838/sh/xwzh,网络源,,5.509,未分组,h264,1280x720,30.0,有音频
ABC 7 Detroit MI (WXYZ) (720p),https://livetv-fa.tubi.video/wxyz2/playlist.m3u8,网络源,https://ewscripps.brightspotcdn.com/f7/ba/53c4c0b14d649fb08d19e76d3fc2/main-logo.png,2.195,未分组,h264,426x240,29.97002997002997,有音频
[SD]rtp madeira[geo-blocked],https://stream1.freetv.fun/rtp-madeira-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174651663639_63.png,0.633,未分组,,,,无音频
CCTV17,http://lt.hxtre.com:35455/itv/1000000006000268004.m3u8?cdn=ystenlive,网络源,,0.771,未分组,,,,无音频
Ketchup TV (720p),https://stream.ads.ottera.tv/playlist.m3u8?network_id=13171,网络源,https://i.postimg.cc/SstfVNM1/ketchuptv.png,1.644,未分组,h264,640x360,30.0,有音频
ABC 8 Portland ME (WMTW) (720p),https://livetv-fa.tubi.video/wmtw/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,1.325,未分组,h264,384x216,29.97002997002997,有音频
